personenId,herkunft,herkunftname
19693,8,Kufstein
21694,206,Gramastetten
19702,10,Passau
20881,853,Theben
19705,89,Krems
19706,1367,Mühldorf
19719,172,Waldkirchen
19721,3,Linz
19723,3,Linz
19724,264,Ybbs
19727,3,Linz
19728,4,Aschach
19737,244,Krummnußbaum
19738,406,Hauzenberg
19740,28,Freizell/Marsbachzell
19741,3,Linz
19742,3,Linz
19746,7,Rosenheim
19747,100,Donauwörth
19749,13,Obernzell/Hafnerzell
19757,25,Eferding
19758,46,Tyrlaching
19759,173,Neufelden
19761,831,Hinzenbach
19762,470,Heining
19763,442,Pest
19767,470,Heining
19774,95,Mauthausen
32374,487,Raitenhaslach
19783,27,Wien
38665,230,Schmidelsau
19788,10,Passau
19790,21,Salzburg
19798,87,von der Au
19800,52,St. Martin
19803,59,Seestetten
19805,11,Regensburg
19814,22,Straubing
19820,24,Tölz
19827,775,Alkoven
19831,324,Mähren
19832,148,Ungarn
19838,73,Wels
19841,833,Niedermotzing
19842,10,Passau
19844,66,von der Ranna
19845,5,von der Mühl
19846,4,Aschach
19847,25,Eferding
19853,116,Hochdorf
19859,95,Mauthausen
19860,3,Linz
19865,385,Schaden
19866,62,Augsburg
19870,221,See
19873,10,Passau
26315,4,Aschach
19875,3,Linz
21049,27,Wien
19877,3,Linz
39157,327,Indelhausen
19883,191,Ettal
19885,856,Ödenburg
19886,225,Neuhaus (an der Donau)
19888,30,Laufen
19894,89,Krems
19897,132,Ohlstadt
19898,427,Chiemsee
19902,27,Wien
19904,45,Lembach
19910,110,Reichersberg
19911,178,Neuburg an der Donau
19915,62,Augsburg
29803,1059,Waizen
19927,11,Regensburg
19933,32,München
19934,30,Laufen
19939,10,Passau
19945,4,Aschach
19946,4,Aschach
19948,92,Vilshofen
19949,324,Mähren
19950,3,Linz
19951,10,Passau
19953,836,von der Leiten
19957,10,Passau
19964,837,Willersbach
19967,25,Eferding
38648,10,Passau
19973,248,Tirol
19974,10,Passau
19986,196,Landshaag
19994,100,Donauwörth
19996,29,Engelhartszell
20008,1220,Epfach
20010,315,Pürnstein
20011,21,Salzburg
20012,4,Aschach
20013,17,Steyr
20014,225,Neuhaus (an der Donau)
20016,51,Kelheim
20017,593,Vohburg
20024,11,Regensburg
20026,10,Passau
20035,7,Rosenheim
20037,150,Wiesen
20038,809,Katzenhöll
20039,415,von der Siferein
20040,3,Linz
20047,29,Engelhartszell
20057,1237,Basel
32305,1157,Duggendorf
20060,17,Steyr
20062,87,von der Au
20063,27,Wien
20067,10,Passau
20069,44,Ottensheim
20070,383,Wörth
20072,92,Vilshofen
20074,4,Aschach
20081,27,Wien
20088,87,von der Au
20091,843,Sarmingstein
39093,1288,Pottenstein
20093,10,Passau
20094,66,von der Ranna
20095,55,Putzleinsdorf
20114,173,Neufelden
20119,142,Ingolstadt
20121,16,Lechbruck
20122,87,von der Au
20124,64,Obernberg (am Inn)
20129,25,Eferding
20131,144,Rohrbach (in Oberösterreich)
20134,10,Passau
20144,29,Engelhartszell
20148,16,Lechbruck
20155,180,St. Nikola
20156,82,Braunau (am Inn)
20157,51,Kelheim
20158,100,Donauwörth
20164,3,Linz
20167,24,Tölz
20168,82,Braunau (am Inn)
20170,87,von der Au
20175,27,Wien
20176,9,Hall
20177,27,Wien
20179,281,Schönering
20183,281,Schönering
20184,2,Nürnberg
20196,390,Peuerbach
21057,102,Irring
20204,10,Passau
20209,62,Augsburg
20211,261,Ebelsberg
20214,383,Wörth
20217,844,Schlüßlberg
20218,25,Eferding
20222,10,Passau
20223,4,Aschach
20226,2,Nürnberg
20229,4,Aschach
20236,30,Laufen
20238,1374,Rohr (Bayern/Schwaben)
20241,27,Wien
20249,2,Nürnberg
20253,680,Lilienfeld
20255,415,von der Siferein
20259,126,Windorf
20261,9,Hall
20268,27,Wien
20269,115,Mossendorf
22536,62,Augsburg
20276,134,Tittmoning
20277,27,Wien
22542,1241,Audorf
20280,695,Wallsee
20281,61,Landshut
20283,16,Lechbruck
20285,100,Donauwörth
20287,33,Hofkirchen (im Mühlkreis)
20288,3,Linz
20291,60,Sandbach
20295,846,Wischenhofen
20306,36,Saal
20320,179,Obermühl
20321,144,Rohrbach (in Oberösterreich)
20325,27,Wien
20326,847,Zußdorf
20327,30,Laufen
20328,4,Aschach
20332,29,Engelhartszell
20334,44,Ottensheim
20335,35,Grafenau
20337,13,Obernzell/Hafnerzell
20338,25,Eferding
20347,372,Brüssel
20350,3,Linz
20353,385,Schaden
20354,3,Linz
20356,27,Wien
20360,51,Kelheim
20363,154,Schlägl
20366,29,Engelhartszell
20371,30,Laufen
20374,215,Wörgl
20375,126,Windorf
20379,374,Marbach
20381,25,Eferding
20382,848,St. Ulrich
20391,49,Stadtamhof
20393,55,Putzleinsdorf
20397,60,Sandbach
20400,10,Passau
20401,89,Krems
20409,477,Haitzendorf
20410,87,von der Au
20417,127,Pleinting
20423,30,Laufen
20424,617,Pondorf
20430,21,Salzburg
20432,8,Kufstein
20456,1157,Duggendorf
20459,681,Neapel
20460,681,Neapel
20465,66,von der Ranna
20466,45,Lembach
28535,1032,Mitterfels
20474,17,Steyr
20475,770,Kremsmünster
20477,27,Wien
20478,92,Vilshofen
20479,24,Tölz
20485,1157,Duggendorf
20490,45,Lembach
20493,3,Linz
20497,105,Reinhausen
20498,28,Freizell/Marsbachzell
20506,68,Neukirchen am Walde
20511,3,Linz
20512,87,von der Au
20516,320,Pyrawang
20517,62,Augsburg
21735,83,Häuseln
20519,4,Aschach
20523,55,Putzleinsdorf
20532,154,Schlägl
20533,9,Hall
20542,462,Schönau (im Bayerischen Wald)
20544,98,Schongau
20556,30,Laufen
20566,8,Kufstein
20572,2,Nürnberg
20781,30,Laufen
20580,9,Hall
20591,87,von der Au
20594,4,Aschach
20599,27,Wien
20601,4,Aschach
20602,250,Wegenstois
20611,172,Waldkirchen
20616,27,Wien
20618,24,Tölz
20636,31,St. Georgen
20637,27,Wien
20638,127,Pleinting
39303,62,Augsburg
20657,703,Portugal
20658,173,Neufelden
20660,27,Wien
20663,281,Schönering
20676,13,Obernzell/Hafnerzell
21047,21,Salzburg
20682,32,München
20686,24,Tölz
20688,3,Linz
20692,27,Wien
20697,850,Rott
20699,312,Esternberg
20702,851,Trappenau
20708,243,Gaishofen
20711,10,Passau
20722,3,Linz
20723,202,Enns
20724,68,Neukirchen am Walde
20740,87,von der Au
20748,61,Landshut
20755,170,Raab
20756,5,von der Mühl
20760,32,München
20761,25,Eferding
20765,285,Paris
20768,27,Wien
20776,10,Passau
20787,8,Kufstein
20789,3,Linz
20790,11,Regensburg
20792,29,Engelhartszell
23470,59,Seestetten
21717,38,Pupping
20804,27,Wien
20807,3,Linz
20809,27,Wien
20810,14,Kobling
20823,3,Linz
20824,671,Brünn
20834,13,Obernzell/Hafnerzell
20838,13,Obernzell/Hafnerzell
20839,11,Regensburg
20840,41,Deggendorf
20841,159,Garmisch
20848,4,Aschach
20850,82,Braunau (am Inn)
22355,279,Kleinzell
20882,4,Aschach
20883,24,Tölz
20887,7,Rosenheim
20888,9,Hall
20922,60,Sandbach
23339,15,Ulm
20929,9,Hall
20930,180,St. Nikola
22759,173,Neufelden
20941,173,Neufelden
20944,10,Passau
20959,55,Putzleinsdorf
20962,69,Schärding
20973,3,Linz
20980,15,Ulm
20986,10,Passau
20987,43,St. Florian
20998,555,Lothringen
21017,5,von der Mühl
21018,24,Tölz
21019,148,Ungarn
21020,858,Mühlviertel
21029,859,Helfenberg
21030,860,Natternbach
21035,379,Aggsbach
21052,222,Belgrad
21074,100,Donauwörth
21075,5,von der Mühl
21084,261,Ebelsberg
21085,59,Seestetten
21086,29,Engelhartszell
21087,29,Engelhartszell
21089,247,Lauingen
21092,29,Engelhartszell
21093,3,Linz
21094,79,Stein
21099,861,Kröning
21105,241,Ammergau
21118,14,Kobling
21122,3,Linz
21130,22,Straubing
21133,862,Gasch
21135,59,Seestetten
21136,263,Weingarten
21150,9,Hall
25427,454,von der Kaiserau
21153,157,Dingolfing
21154,221,See
21156,60,Sandbach
21157,9,Hall
21159,24,Tölz
21160,28,Freizell/Marsbachzell
21161,29,Engelhartszell
21177,3,Linz
21179,65,Brandstatt
21184,27,Wien
21187,10,Passau
21188,74,Altenhof
21194,8,Kufstein
21195,28,Freizell/Marsbachzell
21196,35,Grafenau
21197,13,Obernzell/Hafnerzell
21198,66,von der Ranna
21199,24,Tölz
21203,11,Regensburg
21211,10,Passau
21212,13,Obernzell/Hafnerzell
21216,74,Altenhof
21221,864,Bösing
21223,59,Seestetten
21231,13,Obernzell/Hafnerzell
21232,10,Passau
21237,178,Neuburg an der Donau
21238,69,Schärding
36645,42,Hallein
21241,13,Obernzell/Hafnerzell
21242,196,Landshaag
21244,500,Gneisenau
21245,4,Aschach
22574,320,Pyrawang
21250,39,Kitzbühel
21254,3,Linz
21255,62,Augsburg
21259,361,Hartheim
21260,1274,Hofkirchen (an der Donau)
21264,3,Linz
21265,522,Erlangen
21267,146,Neustadt an der Donau
21269,10,Passau
21270,191,Ettal
21274,82,Braunau (am Inn)
21276,9,Hall
21277,27,Wien
21278,361,Hartheim
21279,3,Linz
21280,28,Freizell/Marsbachzell
21287,30,Laufen
21291,5,von der Mühl
21292,44,Ottensheim
21293,25,Eferding
21296,71,Perlesreut
21302,82,Braunau (am Inn)
21307,2,Nürnberg
21314,44,Ottensheim
21315,66,von der Ranna
21316,3,Linz
21318,316,Hals
21319,10,Passau
21320,10,Passau
21322,383,Wörth
21323,8,Kufstein
21329,27,Wien
21330,30,Laufen
21331,27,Wien
21338,27,Wien
21341,87,von der Au
27045,1355,Mühldorf (Oberösterreich)
21346,27,Wien
21348,27,Wien
21365,14,Kobling
21373,81,Gmunden
21374,49,Stadtamhof
21376,759,Brixen
21381,51,Kelheim
21382,55,Putzleinsdorf
21383,10,Passau
21385,2,Nürnberg
21390,361,Hartheim
21393,487,Raitenhaslach
24232,10,Passau
21409,281,Schönering
21420,119,Schwaz
21421,264,Ybbs
21423,27,Wien
21430,24,Tölz
21431,866,Niederwallsee
34488,175,Neuburg am Inn
21435,69,Schärding
21438,27,Wien
21439,125,Landsberg
21441,3,Linz
21442,867,Niederreith
21448,199,Niederkappel
21449,101,Schalding
21455,4,Aschach
21456,5,von der Mühl
21457,29,Engelhartszell
21459,24,Tölz
21460,3,Linz
21461,383,Wörth
21462,179,Obermühl
21473,27,Wien
21476,3,Linz
22776,9,Hall
21502,105,Reinhausen
21509,720,Aigen (am Inn)
21511,74,Altenhof
21516,868,Gries
21519,110,Reichersberg
21527,142,Ingolstadt
21533,871,Sieglmahd
21534,3,Linz
21535,22,Straubing
21541,202,Enns
21543,4,Aschach
21544,12,Pressburg
21545,49,Stadtamhof
21548,199,Niederkappel
21550,41,Deggendorf
21553,12,Pressburg
21555,178,Neuburg an der Donau
21561,66,von der Ranna
21564,4,Aschach
21566,10,Passau
21567,10,Passau
21570,872,Reichling
21571,66,von der Ranna
21581,114,Pielenhofen
21583,27,Wien
21587,27,Wien
21604,344,Gaming
21605,62,Augsburg
21614,110,Reichersberg
21615,49,Stadtamhof
32187,74,Altenhof
21622,25,Eferding
21623,4,Aschach
21626,225,Neuhaus (an der Donau)
21627,225,Neuhaus (an der Donau)
21637,92,Vilshofen
21638,243,Gaishofen
36374,3,Linz
21643,248,Tirol
21644,128,Innsbruck
21647,225,Neuhaus (an der Donau)
21648,66,von der Ranna
21651,29,Engelhartszell
21660,27,Wien
21661,196,Landshaag
21662,11,Regensburg
21668,69,Schärding
21682,49,Stadtamhof
21683,30,Laufen
21691,25,Eferding
21750,144,Rohrbach (in Oberösterreich)
21755,1266,Deggendorf/Duggendorf
21767,11,Regensburg
21768,4,Aschach
21769,7,Rosenheim
21770,706,Haibach
21771,706,Haibach
21774,66,von der Ranna
21775,44,Ottensheim
21777,27,Wien
21779,26,Wesenufer
21790,27,Wien
21791,60,Sandbach
21797,62,Augsburg
21799,4,Aschach
21803,98,Schongau
21809,3,Linz
21811,876,Apfeldorf
21817,8,Kufstein
21821,176,Söldenau
21825,4,Aschach
21826,11,Regensburg
21828,758,Rotholz
21829,95,Mauthausen
27687,30,Laufen
21835,3,Linz
21836,44,Ottensheim
21840,194,Lambach
21843,225,Neuhaus (an der Donau)
21844,144,Rohrbach (in Oberösterreich)
21848,609,Puchheim
21849,127,Pleinting
21850,10,Passau
21851,119,Schwaz
21852,3,Linz
21855,33,Hofkirchen (im Mühlkreis)
21857,27,Wien
21865,27,Wien
21870,10,Passau
21872,10,Passau
21873,366,Inn
21883,29,Engelhartszell
21889,115,Mossendorf
21890,5,von der Mühl
21891,4,Aschach
21892,29,Engelhartszell
21893,191,Ettal
21897,90,Glarus
21898,10,Passau
21901,66,von der Ranna
21907,60,Sandbach
21908,225,Neuhaus (an der Donau)
21914,92,Vilshofen
21915,225,Neuhaus (an der Donau)
21919,591,Mailand
21920,591,Mailand
21923,11,Regensburg
21925,9,Hall
21926,102,Irring
21928,591,Mailand
21934,9,Hall
21936,225,Neuhaus (an der Donau)
21937,32,München
21938,131,Bibersbach
21939,202,Enns
21940,878,Gotteszell
21944,879,Loosdorf
21946,32,München
21947,66,von der Ranna
21949,281,Schönering
21953,195,Wald
21954,4,Aschach
21955,10,Passau
21966,4,Aschach
21967,25,Eferding
21968,4,Aschach
38644,1232,Miedelsbach
21971,8,Kufstein
21972,8,Kufstein
21978,1251,Donaudorf
21980,5,von der Mühl
21982,9,Hall
21983,9,Hall
22754,87,von der Au
21990,11,Regensburg
21995,48,Kasten (an der Donau)
21996,312,Esternberg
21997,105,Reinhausen
22006,8,Kufstein
22008,175,Neuburg am Inn
22009,126,Windorf
22017,343,Altenfelden
22018,221,See
22022,4,Aschach
22024,11,Regensburg
22043,881,Unterschacha
22044,24,Tölz
22045,86,Mittenwald
22056,733,Prag
22060,27,Wien
22067,27,Wien
22069,21,Salzburg
22071,26,Wesenufer
22079,25,Eferding
22081,770,Kremsmünster
22094,39,Kitzbühel
22096,30,Laufen
22097,7,Rosenheim
22103,27,Wien
22105,7,Rosenheim
22109,456,von der Falkenau
22110,26,Wesenufer
22111,884,St. Valentin
23341,27,Wien
22122,3,Linz
22129,225,Neuhaus (an der Donau)
22130,226,Abensberg
22132,13,Obernzell/Hafnerzell
22133,25,Eferding
22135,225,Neuhaus (an der Donau)
22141,48,Kasten (an der Donau)
22145,470,Heining
22146,87,von der Au
22158,3,Linz
22159,7,Rosenheim
22160,3,Linz
22162,195,Wald
22163,1249,Bergheim
22165,13,Obernzell/Hafnerzell
22167,26,Wesenufer
22168,73,Wels
26223,424,Aitrach
22175,45,Lembach
22179,4,Aschach
22190,9,Hall
22197,72,Burglengenfeld
22199,97,Murnau
38668,11,Regensburg
22203,44,Ottensheim
22204,1241,Audorf
22205,92,Vilshofen
22206,3,Linz
22208,312,Esternberg
22213,10,Passau
22219,202,Enns
22220,25,Eferding
22221,25,Eferding
22229,27,Wien
22235,9,Hall
22236,51,Kelheim
22237,8,Kufstein
22238,196,Landshaag
22239,89,Krems
22242,24,Tölz
22249,10,Passau
38446,914,Asbach
22259,27,Wien
22262,1276,Emmersdorf
22266,144,Rohrbach (in Oberösterreich)
22270,1252,Marbach (an der Donau)
22271,81,Gmunden
22272,21,Salzburg
22274,9,Hall
22280,73,Wels
22282,81,Gmunden
27055,30,Laufen
22286,26,Wesenufer
22289,1246,Prüfening
22310,27,Wien
22313,98,Schongau
22314,885,Trient
22319,886,Schwechat
22323,144,Rohrbach (in Oberösterreich)
22339,794,Zöschingen
22343,888,Freudenstein
22359,9,Hall
22360,186,Vornbach
22362,4,Aschach
22364,1220,Epfach
22375,90,Glarus
22379,121,Nußdorf (am Inn)
22380,406,Hauzenberg
22382,482,Kirchdorf (an der Krems)
22385,82,Braunau (am Inn)
22390,13,Obernzell/Hafnerzell
22397,890,Dürnstein
22400,118,Regen
23748,4,Aschach
22717,34,Neuötting
22402,10,Passau
22413,438,Sagedt
22421,44,Ottensheim
22423,13,Obernzell/Hafnerzell
22427,891,Ettenheimmünster
22428,204,Rossgraben
22433,10,Passau
22434,10,Passau
39656,1114,Pollsberg
22441,11,Regensburg
22454,102,Irring
22749,62,Augsburg
22459,619,Schläglhütte
22461,103,Haslach
22462,10,Passau
22471,3,Linz
22473,26,Wesenufer
22490,1274,Hofkirchen (an der Donau)
22492,256,St. Pölten
22494,4,Aschach
22500,8,Kufstein
22501,66,von der Ranna
22503,3,Linz
22509,30,Laufen
22514,127,Pleinting
22518,3,Linz
22522,17,Steyr
22523,150,Wiesen
22524,3,Linz
22528,7,Rosenheim
22551,10,Passau
22552,81,Gmunden
22553,307,Winzer
22554,11,Regensburg
22558,25,Eferding
22560,27,Wien
22561,3,Linz
22562,874,Seestall
28432,3,Linz
22567,15,Ulm
22569,773,Fünfkirchen
22575,10,Passau
22577,230,Schmidelsau
22579,62,Augsburg
22581,27,Wien
22584,44,Ottensheim
22585,894,Langenstein
22589,282,Kellberg
22591,22,Straubing
22592,11,Regensburg
22600,27,Wien
22604,3,Linz
22612,101,Schalding
22613,897,Mittich
22623,27,Wien
22850,13,Obernzell/Hafnerzell
22632,4,Aschach
22646,74,Altenhof
22655,62,Augsburg
22670,10,Passau
22671,30,Laufen
22672,4,Aschach
22678,73,Wels
22681,886,Schwechat
22685,4,Aschach
29825,212,Heitzenhofen
22693,27,Wien
22696,29,Engelhartszell
22704,15,Ulm
22710,706,Haibach
22712,26,Wesenufer
22713,21,Salzburg
22715,206,Gramastetten
22730,21,Salzburg
22734,29,Engelhartszell
22799,10,Passau
22800,11,Regensburg
22801,11,Regensburg
22802,12,Pressburg
22822,211,Krachenhausen
22823,193,Wilhering
22827,11,Regensburg
22828,4,Aschach
22831,126,Windorf
22840,32,München
22843,900,Grund (Bayern?)
22845,30,Laufen
22847,162,Königstetten
22849,901,Schattenthal
22854,747,Waidhofen
22856,902,Krumau (an der Moldau)
22857,903,Graz
22861,138,Rattenberg
22863,10,Passau
22866,2,Nürnberg
22869,32,München
22872,269,Mühldorf (am Inn)
22881,34,Neuötting
22893,3,Linz
22896,60,Sandbach
22921,33,Hofkirchen (im Mühlkreis)
22927,154,Schlägl
22929,10,Passau
22930,905,Aichet
22974,44,Ottensheim
22975,225,Neuhaus (an der Donau)
22988,32,München
23005,92,Vilshofen
23022,27,Wien
23025,131,Bibersbach
23026,4,Aschach
23083,8,Kufstein
39061,5,von der Mühl
23087,13,Obernzell/Hafnerzell
23091,22,Straubing
23094,9,Hall
23105,910,Engelfeld
23106,10,Passau
23107,99,Peiting
23110,2,Nürnberg
23111,4,Aschach
23112,466,Altenmarkt (an der Triesting)
23113,5,von der Mühl
23114,27,Wien
23115,221,See
23126,911,Schemnitz
23141,87,von der Au
23158,775,Alkoven
23160,441,Götzendorf
23171,3,Linz
23178,18,Rannariedl
23179,708,Wolfstein
23183,415,von der Siferein
23184,13,Obernzell/Hafnerzell
23186,87,von der Au
23191,207,Enghagen
23192,138,Rattenberg
23193,3,Linz
23194,173,Neufelden
23195,480,Weißenstein
23198,5,von der Mühl
23199,3,Linz
23200,319,Bergheim (Feldkirchen)
23202,44,Ottensheim
23204,5,von der Mühl
23205,183,Sarleinsbach
23208,4,Aschach
23212,10,Passau
23214,30,Laufen
23215,27,Wien
23216,11,Regensburg
23222,3,Linz
23223,87,von der Au
23224,522,Erlangen
23228,912,Steinheim
23230,390,Peuerbach
23232,42,Hallein
23236,27,Wien
23241,127,Pleinting
23242,913,Rüeda
23248,92,Vilshofen
23250,25,Eferding
23252,11,Regensburg
23253,22,Straubing
23274,27,Wien
23276,60,Sandbach
23277,530,Hellmonsödt
23278,9,Hall
23280,32,München
38655,225,Neuhaus (an der Donau)
23290,10,Passau
23291,10,Passau
23293,25,Eferding
23300,3,Linz
23307,1252,Marbach (an der Donau)
23311,13,Obernzell/Hafnerzell
23312,25,Eferding
23313,3,Linz
23316,144,Rohrbach (in Oberösterreich)
23317,356,Mauerkirchen 
23318,196,Landshaag
23319,1371,Ofen
23336,530,Hellmonsödt
23343,11,Regensburg
23345,9,Hall
27688,1002,Enzendorf
23348,225,Neuhaus (an der Donau)
23368,775,Alkoven
23369,45,Lembach
23370,10,Passau
23371,916,Traumprunn
23375,62,Augsburg
23376,62,Augsburg
32185,44,Ottensheim
23386,4,Aschach
23387,1,Neuhaus
23395,4,Aschach
23396,138,Rattenberg
23410,4,Aschach
23418,180,St. Nikola
23419,167,Melk
23420,159,Garmisch
23423,3,Linz
23425,2,Nürnberg
23431,3,Linz
23433,27,Wien
23435,27,Wien
23438,138,Rattenberg
23439,307,Winzer
23445,13,Obernzell/Hafnerzell
38757,1244,St. Marx
23454,15,Ulm
23456,62,Augsburg
23459,530,Hellmonsödt
23460,9,Hall
23473,8,Kufstein
23476,27,Wien
23479,28,Freizell/Marsbachzell
23480,13,Obernzell/Hafnerzell
23482,27,Wien
23483,11,Regensburg
23492,60,Sandbach
23497,11,Regensburg
23498,10,Passau
23504,15,Ulm
23512,72,Burglengenfeld
23520,27,Wien
23527,151,Eichstätt
23529,28,Freizell/Marsbachzell
23536,27,Wien
23537,27,Wien
23548,21,Salzburg
23550,479,Olmütz
23555,27,Wien
23557,49,Stadtamhof
23563,11,Regensburg
23568,69,Schärding
23569,4,Aschach
39283,1304,Seefelden
23578,7,Rosenheim
23582,92,Vilshofen
23584,10,Passau
23586,4,Aschach
23589,3,Linz
23590,41,Deggendorf
23595,66,von der Ranna
23599,8,Kufstein
23610,10,Passau
23621,62,Augsburg
23624,49,Stadtamhof
23625,27,Wien
23626,30,Laufen
23627,49,Stadtamhof
23633,9,Hall
23637,4,Aschach
23641,29,Engelhartszell
23643,62,Augsburg
23953,11,Regensburg
23650,11,Regensburg
23659,207,Enghagen
23660,25,Eferding
23661,16,Lechbruck
23665,15,Ulm
23668,22,Straubing
23669,98,Schongau
23672,131,Bibersbach
23683,921,Gottsdorf
23686,30,Laufen
23693,21,Salzburg
23695,16,Lechbruck
23715,103,Haslach
23716,103,Haslach
23717,44,Ottensheim
23719,288,Pöchlarn
23720,144,Rohrbach (in Oberösterreich)
23721,55,Putzleinsdorf
23722,55,Putzleinsdorf
23723,183,Sarleinsbach
23724,45,Lembach
23725,247,Lauingen
23729,27,Wien
23730,121,Nußdorf (am Inn)
23731,103,Haslach
23732,103,Haslach
23733,30,Laufen
23736,27,Wien
23739,167,Melk
23740,9,Hall
23741,3,Linz
23742,144,Rohrbach (in Oberösterreich)
23744,45,Lembach
23745,144,Rohrbach (in Oberösterreich)
23746,3,Linz
23750,27,Wien
23754,4,Aschach
23758,3,Linz
23759,62,Augsburg
23760,829,Kaschau
23762,22,Straubing
23763,815,Auerbach
23764,60,Sandbach
23767,24,Tölz
23768,775,Alkoven
23769,25,Eferding
23772,10,Passau
23777,797,Frankfurt am Main
23785,815,Auerbach
23786,25,Eferding
23787,66,von der Ranna
23796,4,Aschach
23798,11,Regensburg
23800,924,Wing
23804,27,Wien
23811,513,Inzell
23813,3,Linz
23814,196,Landshaag
23817,65,Brandstatt
29770,3,Linz
23820,10,Passau
23824,62,Augsburg
23829,16,Lechbruck
23834,27,Wien
23837,1257,Znaim
23839,32,München
23841,60,Sandbach
23843,102,Irring
23844,379,Aggsbach
23848,316,Hals
23853,13,Obernzell/Hafnerzell
23854,4,Aschach
23855,29,Engelhartszell
23856,11,Regensburg
23857,27,Wien
23861,79,Stein
23864,280,Kirchberg (ob der Donau)
23867,5,von der Mühl
23871,926,Wallern
23883,3,Linz
23888,103,Haslach
23893,918,Oettingen
23894,216,Schlögen
23895,927,Agram
23900,928,Laim
23901,265,Tegernsee
23910,1228,Griesbach
23911,427,Chiemsee
23914,27,Wien
23916,55,Putzleinsdorf
23917,4,Aschach
23918,69,Schärding
24032,903,Graz
23921,742,Schellenberg
23922,15,Ulm
23924,11,Regensburg
23931,27,Wien
23936,167,Melk
23939,25,Eferding
23940,4,Aschach
23948,27,Wien
23950,62,Augsburg
23959,929,Weidet
23960,60,Sandbach
23968,930,Purgstall
23977,1266,Deggendorf/Duggendorf
23982,92,Vilshofen
23985,11,Regensburg
23989,279,Kleinzell
23992,349,Tulln
23993,24,Tölz
23999,13,Obernzell/Hafnerzell
24012,30,Laufen
24013,30,Laufen
24014,44,Ottensheim
24017,144,Rohrbach (in Oberösterreich)
24019,424,Aitrach
24025,66,von der Ranna
24030,27,Wien
24039,493,Grub (bei Kirchberg)
24040,41,Deggendorf
24044,1008,Kempten (Fürststift)
25225,26,Wesenufer
24046,3,Linz
24056,146,Neustadt an der Donau
24059,11,Regensburg
24060,25,Eferding
24061,4,Aschach
24073,1217,Lyon
24076,27,Wien
24077,92,Vilshofen
24078,415,von der Siferein
24079,4,Aschach
24080,66,von der Ranna
24082,221,See
24083,10,Passau
24084,9,Hall
24086,13,Obernzell/Hafnerzell
24088,4,Aschach
24102,119,Schwaz
24108,32,München
24112,27,Wien
24114,27,Wien
24120,27,Wien
24122,62,Augsburg
24130,931,Schöntal
24134,9,Hall
24137,183,Sarleinsbach
24138,175,Neuburg am Inn
24143,95,Mauthausen
24144,1275,Hofkirchen
24152,216,Schlögen
24168,221,See
24170,1371,Ofen
24171,10,Passau
24181,26,Wesenufer
24187,13,Obernzell/Hafnerzell
24188,5,von der Mühl
24189,5,von der Mühl
24190,1,Neuhaus
24191,66,von der Ranna
24192,66,von der Ranna
24193,26,Wesenufer
24196,27,Wien
24199,9,Hall
24202,1217,Lyon
24212,513,Inzell
24222,4,Aschach
38806,11,Regensburg
24233,3,Linz
28934,29,Engelhartszell
38813,1254,Sächächausen
24277,27,Wien
24280,119,Schwaz
24298,30,Laufen
24299,30,Laufen
24300,32,München
24301,72,Burglengenfeld
24302,29,Engelhartszell
24304,32,München
24305,932,Weitenau
24307,4,Aschach
38916,27,Wien
24309,221,See
24318,933,Wranau
24322,934,Waidhofen an der Ybbs
24333,11,Regensburg
24348,685,Lechhausen
39344,1019,Hagen (bei Linz)
24361,77,Neuburg
24365,3,Linz
24371,13,Obernzell/Hafnerzell
24379,316,Hals
24380,10,Passau
24381,4,Aschach
24384,18,Rannariedl
24388,444,Ötting
24389,223,Dietzendorf
24390,936,St. Anton
24392,27,Wien
24396,283,Ruprechting
24397,500,Gneisenau
24403,159,Garmisch
24407,25,Eferding
24419,225,Neuhaus (an der Donau)
24420,25,Eferding
24422,13,Obernzell/Hafnerzell
24423,13,Obernzell/Hafnerzell
24425,1,Neuhaus
24426,29,Engelhartszell
24427,953,Ardagger
24428,10,Passau
24429,10,Passau
24430,4,Aschach
24432,29,Engelhartszell
24433,66,von der Ranna
24434,60,Sandbach
24435,1,Neuhaus
24437,11,Regensburg
24440,3,Linz
24441,306,Grein
24442,26,Wesenufer
24443,9,Hall
24446,82,Braunau (am Inn)
24447,10,Passau
24448,66,von der Ranna
24449,5,von der Mühl
24450,41,Deggendorf
24452,29,Engelhartszell
24453,26,Wesenufer
24455,9,Hall
24458,10,Passau
24461,155,Puesen
24462,11,Regensburg
24464,3,Linz
24465,225,Neuhaus (an der Donau)
24466,66,von der Ranna
24468,32,München
24469,11,Regensburg
24478,3,Linz
24481,10,Passau
24483,66,von der Ranna
24485,21,Salzburg
24486,21,Salzburg
24492,10,Passau
24493,204,Rossgraben
24494,3,Linz
24495,66,von der Ranna
24497,225,Neuhaus (an der Donau)
24498,225,Neuhaus (an der Donau)
24499,938,Gerlau
24500,66,von der Ranna
24501,10,Passau
24503,221,See
24504,939,Rametsed
24505,3,Linz
24506,621,Haag
24507,13,Obernzell/Hafnerzell
24508,10,Passau
24509,79,Stein
24510,9,Hall
24521,62,Augsburg
24524,22,Straubing
24525,9,Hall
24526,11,Regensburg
24540,10,Passau
24541,4,Aschach
24542,95,Mauthausen
24543,940,Imst
24545,346,von der Bschauerin
24546,11,Regensburg
