angaben_scansId,angabenId,scanId
1283,1086,4087
1284,1087,4087
1285,1088,4087
1286,1089,4087
1287,1090,4087
1288,1091,4087
1289,1092,4088
1290,1092,4089
1291,1092,4090
1292,1093,4090
1293,1094,4090
1294,1095,4091
1295,1096,4091
1296,1097,4091
1297,1098,4091
1298,1099,4091
1299,1100,4092
1300,1101,4092
1301,1102,4092
1302,1103,4093
1303,1104,4093
1304,1105,4093
1305,1106,4093
1306,1107,4093
1307,1108,4093
1308,1109,4093
1309,1110,4094
1310,1111,4094
1311,1112,4094
1312,1113,4094
1313,1114,4094
1314,1115,4094
1315,1115,4095
1316,1116,4095
1317,1117,4095
1318,1118,4095
1319,1119,4095
1320,1120,4096
1321,1121,4096
1322,1122,4096
1323,1122,4097
1324,1122,4098
1325,1122,4099
1326,1123,4100
1327,1124,4100
1328,1125,4100
1329,1126,4100
1330,1127,4100
1331,1128,4100
1332,1129,4100
1333,1130,4101
1334,1130,4102
1335,1130,4103
1336,1131,4103
1337,1132,4103
1338,1133,4103
1339,1134,4103
1340,1135,4103
1341,1136,4104
1342,1137,4104
1343,1138,4105
1344,1139,4105
1345,1139,4106
1346,1140,4106
1347,1141,4106
1348,1142,4106
1349,1143,4106
1350,1144,4107
1351,1145,4107
1352,1146,4107
1353,1147,4107
1354,1148,4107
1355,1149,4107
1356,1150,4107
1357,1151,4108
1358,1152,4108
1359,1153,4108
1360,1154,4108
1361,1155,4108
1362,1156,4108
1363,1157,4108
1364,1158,4108
1365,1159,4109
1366,1160,4109
1367,1161,4109
1368,1162,4109
1369,1163,4109
1370,1164,4109
1371,1165,4110
1372,1165,4111
1373,1166,4111
1374,1167,4111
1375,1168,4111
1376,1169,4111
1377,1170,4111
1378,1171,4111
1379,1172,4112
1380,1172,4113
1381,1172,4114
1382,1173,4114
1383,1174,4114
1384,1175,4114
1385,1176,4114
1386,1177,4115
1387,1178,4115
1388,1179,4115
1389,1180,4115
1390,1181,4115
1391,1182,4115
1392,1183,4115
1393,1184,4116
1394,1185,4116
1395,1186,4116
1396,1187,4117
1397,1188,4117
1398,1189,4117
1399,1190,4118
1400,1191,4118
1401,1192,4118
1402,1193,4118
1403,1194,4118
1404,1195,4119
1405,1196,4119
1406,1196,4120
1407,1196,4121
1408,1196,4122
1409,1196,4123
1410,1197,4123
1411,1198,4123
1412,1199,4123
1413,1200,4123
1414,1201,4123
1415,1202,4124
1416,1202,4125
1417,1203,4125
1418,1204,4125
1419,1205,4125
1420,1206,4125
1421,1207,4125
1422,1208,4126
1423,1209,4126
1424,1210,4126
1425,1211,4126
1426,1211,4127
1427,1212,25
1428,1213,25
1429,1214,25
1430,1215,4127
1431,1216,4127
1432,1217,26
1433,1218,4128
1434,1219,26
1435,1220,4128
1436,1221,4128
1437,1222,4128
1438,1223,26
1439,1224,4129
1440,1225,26
1441,1226,4129
1442,1227,26
1443,1228,4129
1444,1229,4129
1445,1230,27
1446,1231,4129
1447,1232,4129
1448,1233,4129
1449,1234,4130
1450,1235,27
1451,1236,4130
1452,1237,27
1453,1237,28
1454,1237,29
1455,1238,4130
1456,1239,4130
1457,1240,4130
1458,1240,4131
1459,1241,4131
1460,1242,4131
1461,1243,4131
1462,1244,4131
1463,1245,4131
1464,1246,4131
1465,1247,4131
1466,1248,4132
1467,1249,4132
1468,1250,4132
1469,1251,4132
1470,1252,4132
1471,1253,4132
1472,1254,4132
1473,1255,4132
1474,1256,4133
1475,1256,4134
1476,1256,4135
1477,1257,29
1478,1258,29
1479,1259,30
1480,1260,30
1481,1261,30
1482,1262,31
1483,1263,31
1484,1264,31
1485,1265,31
1486,1266,31
1487,1267,32
1488,1268,32
1489,1268,33
1490,1269,4135
1492,1270,4135
1493,1271,4135
1494,1272,4135
1495,1273,4136
1496,1274,4136
1497,1275,4136
1498,1276,4136
1499,1277,4136
1500,1278,4137
1501,1279,33
1502,1280,4137
1503,1281,34
1504,1282,4137
1505,1283,4137
1506,1284,34
1507,1285,4137
1508,1286,4137
1509,1287,34
1510,1288,34
1511,1289,34
1512,1290,34
1513,1291,4138
1514,1292,4138
1515,1293,4138
1516,1294,34
1517,1295,34
1518,1296,4138
1519,1297,35
1520,1298,35
1521,1299,4139
1522,1300,4139
1523,1301,4139
1524,1302,4139
1525,1303,4139
1526,1304,4139
1527,1305,4139
1528,1305,4140
1529,1305,4141
1530,1305,4142
1531,1306,4142
1532,1307,4142
1533,1308,4142
1534,1309,4142
1535,1310,4143
1536,1311,4143
1537,1312,4143
1538,1313,4143
1539,1314,4143
1540,1315,4143
1541,1316,4144
1542,1317,4144
1543,1318,4144
1544,1319,4144
1545,1320,4144
1546,1321,4144
1547,1322,4145
1548,1323,4145
1549,1324,4145
1550,1325,4145
1551,1326,4145
1552,1327,4145
1553,1328,4145
1554,1329,4146
1555,1329,4147
1556,1330,4146
1557,1330,4147
1558,1331,4147
1559,1332,4147
1560,1333,4147
1561,1334,4147
1562,1335,4147
1563,1336,4148
1564,1337,4148
1565,1338,4148
1566,1339,4148
1567,1340,4148
1568,1341,4148
1569,1342,4148
1570,1343,4149
1571,1344,4149
1572,1345,4149
1573,1346,4149
1574,1347,4149
1575,1348,4149
1576,1349,4149
1577,1350,4149
1578,1351,4150
1579,1352,4150
1580,1353,4150
1581,1354,4150
1582,1355,4150
1583,1356,4150
1584,1357,4150
1585,1358,4150
1586,1359,4151
1587,1360,4151
1588,1361,4151
1589,1361,4152
1590,1361,4153
1591,1361,4154
1592,1361,4155
1593,1362,4155
1594,1363,4155
1595,1364,4155
1596,1365,4155
1597,1366,4155
1598,1367,4156
1599,1368,4156
1600,1368,4157
1601,1368,4158
1602,1369,36
1603,1370,4158
1604,1371,4159
1605,1372,4159
1606,1373,4159
1607,1374,4159
1608,1375,4159
1609,1376,4159
1610,1377,4159
1611,1378,4159
1612,1379,4160
1613,1380,4160
1614,1381,4160
1615,1382,36
1616,1383,36
1617,1384,36
1618,1385,36
1619,1386,37
1620,1387,4160
1621,1388,4160
1622,1389,4160
1623,1390,4160
1624,1391,4161
1625,1392,4161
1626,1393,4161
1627,1394,4161
1628,1395,4162
1629,1396,4162
1630,1397,4162
1631,1398,4162
1632,1399,4162
1633,1400,4162
1634,1401,4162
1635,1402,4162
1636,1403,4163
1637,1404,4163
1638,1405,4163
1639,1406,4163
1640,1407,4163
1641,1408,4163
1642,1409,4163
1643,1410,4163
1644,1411,4164
1645,1411,4165
1646,1411,4166
1647,1411,4167
1648,1412,4167
1649,1412,4168
1650,1413,4168
1651,1413,4169
1652,1414,4169
1653,1415,4169
1654,1416,4169
1655,1417,4169
1656,1418,4170
1657,1419,4170
1658,1420,4170
1659,1421,4170
1660,1422,4170
1661,1423,4170
1662,1424,4170
1663,1425,4170
1664,1426,4171
1665,1427,4171
1666,1428,4171
1667,1429,4171
1668,1430,4172
1669,1431,4172
1670,1432,4172
1671,1433,4172
1672,1434,4173
1673,1435,4173
1674,1436,4173
1675,1437,4173
1676,1438,4173
1677,1439,4173
1678,1440,4173
1679,1441,4174
1680,1442,4174
1681,1443,4174
1682,1444,4174
1683,1445,4174
1684,1446,4175
1685,1447,4175
1686,1448,4175
1687,1449,4176
1688,1450,4176
1689,1451,4176
1690,1452,4176
1691,1453,4176
1692,1454,4176
1693,1455,4176
1694,1456,4176
1695,1457,4177
1696,1458,4178
1697,1459,4178
1698,1460,4178
1699,1461,4178
1700,1462,4178
1701,1463,4178
1702,1464,4178
1703,1465,4179
1704,1466,4179
1705,1467,4179
1706,1467,4180
1707,1467,4181
1708,1468,4181
1709,1469,4181
1710,1470,4181
1711,1471,4181
1712,1472,4181
1713,1473,4181
1714,1474,4181
1715,1475,4181
1716,1476,4182
1717,1477,4182
1718,1478,4182
1719,1479,4182
1720,1480,37
1721,1481,4182
1722,1482,37
1723,1483,4182
1724,1484,4183
1725,1485,37
1726,1486,4183
1727,1487,37
1728,1488,4183
1729,1489,4183
1730,1490,4183
1731,1491,37
1732,1492,4183
1733,1493,4184
1734,1493,4185
1735,1493,4186
1736,1493,4187
1737,1493,4188
1738,1494,37
1739,1495,37
1740,1496,37
1741,1497,38
1742,1498,38
1743,1499,38
1744,1500,38
1745,1501,38
1746,1502,38
1747,1503,38
1748,1503,39
1749,1503,40
1750,1504,4188
1751,1505,4188
1752,1506,4188
1753,1507,4188
1754,1508,4189
1755,1509,4189
1756,1510,4189
1757,1511,4189
1758,1512,4189
1759,1513,4190
1760,1514,4190
1761,1515,4190
1762,1516,4190
1763,1517,4190
1764,1517,4191
1765,1518,4191
1766,1519,4192
1767,1520,4192
1768,1521,4192
1769,1522,4192
1770,1523,4192
1771,1524,4192
1772,1525,4192
1773,1526,4193
1774,1527,4193
1775,1528,4193
1776,1529,4193
1777,1530,4193
1778,1531,4193
1779,1532,4193
1780,1533,4193
1781,1534,4193
1782,1535,4194
1783,1536,4195
1784,1537,4195
1785,1538,4195
1786,1539,4195
1787,1540,4196
1788,1541,4196
1789,1542,4196
1790,1543,4196
1791,1544,4196
1792,1544,4197
1793,1544,4198
1794,1544,4199
1795,1545,40
1796,1546,40
1797,1547,4199
1798,1548,4199
1799,1549,4199
1800,1550,4199
1801,1551,4199
1802,1551,4200
1803,1552,4200
1804,1553,4200
