angaben_scansId,angabenId,scanId
27764,24185,3561
27765,24186,3561
27766,24187,3562
27767,24187,3563
27768,24188,7351
27769,24189,7351
27770,24190,7351
27771,24191,7351
27772,24192,7351
27773,24193,7351
27774,24194,7351
27775,24195,7351
27776,24196,7351
27777,24197,7352
27778,24198,7352
27779,24199,7352
27780,24200,7352
27781,24200,7353
27782,24200,7354
27783,24201,7354
27784,24202,7354
27785,24203,7355
27786,24203,7356
27787,24203,7357
27788,24203,7358
27789,24204,10283
27790,24205,3563
27791,24206,7359
27792,24207,7359
27793,24208,3563
27794,24209,7359
27795,24210,7359
27796,24211,7359
27797,24212,7359
27798,24213,7359
27799,24214,7360
27800,24215,3563
27801,24216,3563
27802,24217,3563
27803,24218,3564
27804,24219,7361
27805,24220,3564
27806,24221,3564
27807,24222,7361
27808,24223,7361
27809,24224,7362
27810,24224,7363
27811,24224,7364
27812,24224,7365
27813,24225,3564
27814,24226,10283
27815,24227,3564
27816,24228,3564
27817,24229,10283
27818,24230,10283
27819,24231,10283
27820,24232,10283
27821,24233,10283
27822,24234,10284
27823,24235,10284
27824,24236,10284
27825,24237,3565
27826,24238,10284
27827,24239,10284
27828,24240,10284
27829,24240,10285
27830,24240,10286
27831,24241,7365
27832,24242,7365
27833,24243,7365
27834,24244,3565
27835,24245,7366
27836,24246,3565
27837,24247,3565
27838,24248,7366
27839,24249,7367
27840,24250,3565
27841,24251,10286
27842,24252,10286
27843,24253,10286
27844,24254,10286
27845,24255,3565
27846,24256,10286
27847,24257,3566
27848,24258,10286
27849,24259,10286
27850,24260,3566
27851,24260,3567
27852,24260,3568
27853,24260,3569
27854,24260,3570
27855,24260,3571
27856,24261,7367
27857,24262,7367
27858,24263,7367
27859,24264,7367
27860,24265,7368
27861,24266,7368
27862,24267,7368
27863,24268,7368
27864,24269,7368
27865,24270,7368
27866,24271,7368
27867,24272,7369
27868,24273,7369
27869,24273,7370
27870,24274,7370
27871,24275,7370
27872,24276,7370
27873,24277,7370
27874,24278,7370
27875,24279,7371
27876,24280,7371
27877,24281,7371
27878,24281,7372
27879,24282,7372
27880,24282,7373
27881,24283,7373
27882,24284,7373
27883,24285,7373
27884,24286,7373
27885,24287,7374
27886,24287,7375
27887,24287,7376
27888,24287,7377
27889,24288,7377
27890,24289,7377
27891,24290,7377
27892,24291,7377
27893,24292,7378
27894,24292,7379
27895,24293,7379
27896,24294,7379
27897,24295,7380
27898,24296,7380
27899,24297,10287
27900,24298,10287
27901,24299,10287
27902,24300,10287
27903,24301,10287
27904,24302,10287
27905,24303,10287
27906,24304,10287
27907,24305,10287
27908,24306,10288
27909,24307,10288
27910,24308,10288
27911,24309,10288
27912,24310,10288
27913,24311,10288
27914,24312,7381
27915,24313,7381
27916,24314,7381
27917,24315,7381
27918,24316,7381
27919,24317,7381
27920,24318,7381
27921,24319,7381
27922,24320,7381
27923,24321,7382
27924,24322,7382
27925,24323,7382
27926,24324,7382
27927,24324,7383
27928,24325,7383
27929,24326,7383
27930,24327,7383
27931,24328,7383
27932,24329,7383
27933,24330,7383
27934,24331,7384
27935,24332,7384
27936,24333,7384
27937,24334,7384
27938,24335,7384
27939,24335,7385
27940,24336,7385
27941,24337,7385
27942,24338,7385
27943,24339,7386
27944,24340,7386
27945,24341,7386
27946,24342,7386
27947,24343,7386
27948,24344,3571
27949,24345,3571
27950,24345,3572
27951,24346,7386
27952,24347,7386
27953,24348,7387
27954,24349,7387
27955,24350,7387
27956,24351,7387
27957,24352,7387
27958,24353,7387
27959,24354,7387
27960,24355,7387
27961,24356,7388
27962,24357,7388
27963,24358,3572
27964,24359,3572
27965,24360,3572
27966,24361,3573
27967,24361,3574
27968,24362,7389
27969,24362,7390
27970,24362,7391
27971,24362,7392
27972,24363,7392
27973,24364,7392
27974,24364,7393
27975,24365,7393
27976,24366,7394
27977,24367,7394
27978,24368,7394
27979,24369,7394
27980,24370,7394
27981,24371,7394
27982,24372,7394
27983,24373,7395
27984,24374,7395
27985,24375,7395
27986,24376,7395
27987,24377,7395
27988,24378,7395
27989,24379,7395
27990,24380,7395
27991,24381,7396
27992,24382,7396
27993,24383,7396
27994,24384,7396
27995,24385,7396
27996,24386,10289
27997,24387,10289
27998,24388,10289
27999,24389,10289
28000,24390,10289
28001,24391,10289
28002,24392,7396
28003,24393,10289
28004,24394,7396
28005,24395,7396
28006,24396,10290
28007,24396,10291
28008,24396,10292
28009,24396,10293
28010,24397,7397
28011,24398,7397
28012,24399,7397
28013,24400,7397
28014,24401,10294
28015,24402,7398
28016,24403,10295
28017,24404,10295
28018,24405,10295
28019,24406,10296
28020,24407,10296
28021,24407,10297
28022,24408,10297
28023,24409,10297
28024,24410,10297
28025,24411,10297
28026,24412,7399
28027,24413,10298
28028,24414,10298
28029,24415,10298
28030,24416,10298
28031,24417,10298
28032,24418,10299
28033,24419,10299
28034,24420,10299
28035,24421,10299
28036,24422,10299
28037,24423,10299
28038,24424,7400
28039,24425,7400
28040,24426,7400
28041,24427,7400
28042,24428,7400
28043,24429,7400
28044,24430,7401
28045,24431,7401
28046,24432,7401
28047,24433,7401
28048,24434,7401
28049,24435,7401
28050,24436,7401
28051,24437,7401
28052,24438,7402
28053,24439,7402
28054,24440,7402
28055,24441,7402
28056,24442,7402
28057,24443,7402
28058,24444,7403
28059,24445,7403
28060,24446,7403
28061,24446,7404
28062,24447,7404
28063,24448,7404
28064,24449,7404
28065,24450,7404
28066,24451,7404
28067,24452,7404
28068,24453,7404
28069,24454,7405
28070,24455,7405
28071,24456,7405
28072,24456,7406
28073,24456,7407
28074,24456,7408
28075,24457,7408
28076,24458,10300
28077,24459,10300
28078,24460,10300
28079,24461,10300
28080,24462,10300
28081,24463,10300
28082,24464,10300
28083,24465,10300
28084,24466,10300
28085,24467,10301
28086,24468,10301
28087,24469,10301
28088,24469,10302
28089,24469,10303
28090,24469,10304
28091,24469,10305
28092,24469,10306
28093,24470,10306
28094,24471,10306
28095,24472,10307
28096,24473,10307
28097,24474,10307
28098,24475,10307
28099,24476,10307
28100,24477,10308
28101,24478,10308
28102,24479,10308
28103,24479,10309
28104,24480,10309
28105,24481,10309
28106,24482,10310
28107,24483,10310
28108,24484,10310
28109,24485,10310
28110,24485,10311
28111,24486,10311
28112,24487,10311
28113,24488,10312
28114,24489,10312
28115,24490,10312
28116,24491,10312
28117,24492,10312
28118,24493,10312
28119,24493,10313
28120,24494,10313
28121,24495,10313
28122,24496,10313
28123,24497,10313
28124,24498,10314
28125,24499,10314
28126,24500,10314
28127,24501,10314
28128,24502,10314
28129,24503,10314
28130,24504,10315
28131,24505,10315
28132,24506,10315
28133,24507,10315
28134,24508,10316
28135,24508,10317
28136,24508,10318
28137,24508,10319
28138,24509,10320
28139,24510,10320
28140,24511,10320
28141,24512,10320
28142,24513,10320
28143,24514,10321
28144,24515,10321
28145,24516,10321
28146,24517,10322
28147,24517,10323
28148,24518,7409
28149,24519,7409
28150,24520,7409
28151,24521,7409
28152,24522,7409
28153,24523,10323
28154,24524,7409
28155,24525,10323
28156,24526,7409
28157,24527,7409
28158,24528,7410
28159,24529,10323
28160,24530,7410
28161,24531,7410
28162,24532,7410
28163,24532,7411
28164,24532,7412
28165,24533,7412
28166,24534,10324
28167,24535,7412
28168,24535,7413
28169,24536,10324
28170,24537,10324
28171,24538,10324
28172,24539,10324
28173,24540,10324
28174,24541,7413
28175,24542,10324
28176,24543,10324
28177,24543,10325
28178,24543,10326
28179,24544,10326
28180,24545,10326
28181,24546,10326
28182,24547,10326
28183,24548,7413
28184,24549,10326
28185,24550,10327
28186,24551,7413
28187,24552,7413
28188,24553,10327
28189,24554,7413
28190,24555,7414
28191,24556,10327
28192,24557,7414
28193,24558,7414
28194,24559,7414
28195,24560,7414
28196,24561,7414
28197,24562,10327
28198,24563,7414
28199,24564,10327
28200,24565,7414
28201,24566,10327
28202,24567,7415
28203,24568,10327
28204,24569,7415
28205,24570,7415
28206,24571,7416
28207,24572,7416
28208,24573,10328
28209,24573,10329
28210,24574,7416
28211,24575,7416
28212,24575,7417
28213,24576,7417
28214,24577,7417
28215,24578,7417
28216,24579,7417
28217,24580,7417
28218,24581,7418
28219,24582,7418
28220,24583,7418
28221,24584,7418
28222,24585,7418
28223,24586,10329
28224,24587,3575
28225,24588,7419
28226,24588,7420
28227,24589,3575
28228,24590,3575
28229,24591,3575
28230,24592,3576
28234,24595,7421
28232,24593,7420
28233,24594,7421
28235,24596,3577
28236,24597,7421
28237,24598,7421
28238,24599,7422
28239,24600,7422
28240,24601,3577
28241,24602,7422
28242,24603,7422
28243,24604,7422
28244,24605,7422
28245,24606,7422
28246,24607,7422
28247,24608,7422
28248,24609,3577
28249,24610,7423
28250,24611,3577
28251,24612,3577
28252,24613,7423
28253,24614,3577
28254,24615,3578
28255,24616,7424
28256,24616,7425
28257,24616,7426
28258,24616,7427
28259,24617,3578
28260,24618,3578
28261,24619,3578
28262,24620,3579
28263,24621,3579
28264,24622,3579
28265,24623,3579
28266,24624,3579
28267,24625,7428
28268,24626,7428
28269,24627,3579
28270,24628,7428
28271,24629,7428
28272,24630,7428
28273,24631,3579
28274,24632,3580
28275,24633,7428
28276,24634,7428
28277,24635,7428
28278,24636,7429
28279,24637,7429
28280,24638,7430
28281,24638,7431
28282,24638,7432
28283,24638,7433
28284,24639,7433
28285,24640,7433
28286,24641,7433
28287,24642,7434
28288,24643,7434
28289,24644,7434
28290,24645,7434
28291,24646,7434
28292,24647,7434
28293,24648,7434
28294,24649,7434
28295,24650,7434
28296,24651,7434
28297,24652,7435
28298,24653,7435
28299,24654,7435
28300,24655,7435
28301,24656,7435
28302,24657,7435
28303,24658,7436
28304,24659,7436
28305,24660,7436
28306,24661,7436
28307,24662,7436
28308,24663,7436
28309,24664,7436
28310,24665,7437
28311,24666,3580
28312,24667,3580
28313,24668,3581
28314,24669,3581
28315,24670,3581
28316,24671,3581
28317,24672,3581
28318,24673,3581
28319,24673,3582
28320,24674,3582
28321,24675,3583
28322,24676,3583
28323,24677,3583
28324,24678,7437
28325,24679,7437
28326,24680,7437
28327,24681,7437
28328,24682,7437
28329,24683,7437
28330,24684,7438
28331,24685,7438
28332,24686,7438
28333,24687,7438
28334,24688,7438
28335,24689,7439
28336,24690,7439
28337,24691,7439
28338,24692,7439
28339,24692,7440
28340,24692,7441
28341,24692,7442
28342,24692,7443
28343,24692,7444
28344,24693,3583
28345,24694,3584
28346,24695,3584
28347,24696,3584
28348,24697,3584
28349,24698,3584
28350,24699,3584
28351,24700,3584
28352,24701,3584
28353,24702,3584
28354,24703,3585
28355,24704,7444
28356,24705,7444
28357,24706,7444
28358,24707,3585
28359,24708,7444
28360,24709,3585
28361,24710,7445
28362,24711,3585
28363,24712,3585
28364,24713,3586
28365,24713,3587
28366,24714,7446
28367,24715,7446
28368,24716,7446
28369,24717,7446
28370,24718,7446
28371,24719,7446
28372,24720,7447
28373,24721,7447
28374,24721,7448
28375,24722,7449
28376,24723,7449
28377,24724,7449
28378,24725,7449
28379,24726,7449
28380,24727,7449
28381,24728,7449
28382,24729,7449
28383,24730,7450
28384,24730,7451
28385,24730,7452
28386,24730,7453
28387,24731,7453
28388,24732,7453
28389,24733,7453
28390,24734,7454
28391,24735,7454
28392,24736,7454
28393,24737,7454
28394,24738,7454
28395,24739,7454
28396,24740,7455
28397,24741,7455
28398,24742,7455
28399,24743,7455
28400,24744,7455
28402,24745,7455
28403,24745,7456
28404,24746,7456
28405,24747,7456
28406,24748,7456
28407,24749,7457
28408,24749,7458
28409,24749,7459
28410,24749,7460
28411,12066,6090
28412,24750,7460
28413,24751,7460
28414,24752,7460
28415,24753,7460
28416,24754,7460
28417,24755,7460
28418,24756,11378
28419,24757,11379
28420,24758,3587
28421,24759,3587
28422,24760,3587
28423,24761,7461
28424,24762,3587
28425,24763,7461
28426,24764,7461
28427,24764,7462
28428,24764,7463
28429,24764,7464
28430,24765,3587
28431,24766,3588
28432,24767,3588
28433,24767,3589
28434,24767,3590
28435,24767,3591
28436,24767,3592
28437,24768,7464
28438,24769,7464
28439,24770,7464
28440,24771,7464
28441,24772,7464
28442,24773,7464
28443,24774,7465
28444,24775,7465
28445,24775,7466
28446,24776,7466
28447,24777,7466
28448,24778,7466
28449,24779,7466
28450,24780,7467
28451,24781,7467
28452,24782,7467
28453,24783,7467
28454,24784,7467
28455,24785,7467
28456,24786,7467
28457,24787,7468
28458,24788,7468
28459,24789,7468
28460,24790,7468
28461,24791,7468
28462,24792,7468
28463,24793,7468
28464,24794,7468
28465,24795,7469
28466,24796,7469
28467,24797,7469
28468,24798,7469
28469,24799,7469
28470,24800,7469
28471,24801,7470
28472,24802,7470
28473,24803,7470
28474,24804,7470
28475,24805,7470
28476,24806,7470
28477,24807,7470
28478,24808,7470
28479,24809,7470
28480,24810,7471
28481,24811,7471
28482,24812,7471
28483,24813,7471
28484,24814,7471
28485,24815,7471
28486,24816,7471
28487,24817,7471
28488,24818,7472
28489,24819,7472
28490,24820,7472
28491,24821,7472
28492,24822,7472
28493,24823,13318
28494,24824,13318
28495,24825,10330
28496,24826,7473
28497,24827,7473
28498,24828,10330
28499,24829,10330
28500,24830,13318
28501,24831,10330
28502,24832,10330
28503,24833,10330
28504,24834,10330
28505,24835,10330
28506,24836,10331
28507,24837,10331
28508,24838,13319
28509,24839,10331
28510,24840,10331
28511,24841,10331
28512,24842,7473
28513,24843,7473
28514,24844,10331
28515,24845,10332
28516,24846,7473
28517,24847,10332
28518,24848,10332
28519,24849,13319
28520,24850,7473
28521,24851,10332
28522,24851,10333
28523,24851,10334
28524,24851,10335
28525,24851,10336
28526,24852,13319
28527,24853,3592
28528,24854,7474
28529,24855,3592
28530,24856,7474
28531,24857,3592
28532,24858,13319
28533,24859,3592
28534,24860,3592
28535,24861,7474
28536,24862,3592
28537,24863,13319
28538,24864,7474
28539,24865,3592
28540,24866,7474
28541,24867,7474
28542,24868,3593
28543,24869,7474
28544,24870,7474
28545,24871,7475
28546,24872,3593
28547,24872,3594
28548,24873,7475
28549,24874,7475
28550,24875,7475
28551,24876,13320
28552,24877,7475
28553,24878,7475
28554,24879,7476
28555,24880,7476
28556,24881,7476
28557,24882,13320
28558,24883,7476
28559,24884,7476
28560,24885,7476
28561,24886,7476
28562,24887,7476
28563,24888,13320
28564,24889,7477
28565,24889,7478
28566,24890,10336
28567,24891,13320
28568,24892,13320
28569,24893,13320
28570,24894,13320
28571,24895,13321
28572,24896,3594
28573,24897,13321
28574,24898,3594
28575,24899,3594
28576,24900,13321
28577,24901,7479
28578,24902,3595
28579,24903,3595
28580,24904,7479
28581,24905,7479
28582,24906,7479
28583,24907,13321
28584,24908,7479
28585,24909,7479
28586,24910,7479
28587,24911,7480
28588,24912,13321
28589,24913,3595
28590,24913,3596
28591,24914,7480
28592,24915,7480
28593,24916,13321
28594,24917,7480
28595,24918,7480
28596,24919,13321
28597,24920,7481
28598,24920,7482
28599,24920,7483
28600,24920,7484
28601,24921,13321
28602,24922,7484
28603,24923,7484
28604,24924,7484
28605,24925,3597
28606,24926,3597
28607,24927,3597
28608,24928,7485
28609,24929,7485
28610,24930,7485
28611,24931,7485
28612,24932,7485
28613,24933,7485
28614,24934,7485
28615,24935,7485
28616,24936,7486
28617,24937,7486
28618,24938,7486
28619,24939,7486
28620,24940,7486
28621,24940,7487
28622,24940,7488
28623,24940,7489
28624,24941,7490
28625,24942,7490
28626,24943,7490
28627,24944,7490
28628,24945,7490
28629,24946,7491
28630,24947,7491
28631,24948,7491
28632,24948,7492
28633,24949,7492
28634,24950,7492
28635,24951,7492
28636,24952,7492
28637,24953,7492
28638,24954,7493
28639,24955,7493
28640,24956,7493
28641,24957,7493
28642,24958,7493
28643,24959,7493
28644,24959,7494
28645,24960,7494
28646,24961,7494
28647,24962,7494
28648,24963,7494
28649,24964,7494
28650,24965,7494
28651,24966,7494
28652,24967,7494
28653,24968,7495
28654,24969,7495
28655,24970,7495
28656,24971,7495
28657,24972,7495
28658,24973,7495
28659,24974,7495
28660,24975,7496
28661,24976,7496
28662,24977,7496
28663,24978,7496
28664,24979,7496
28665,24980,7496
28666,24981,7496
28667,24982,7496
28668,24983,7497
28669,24984,7497
28670,24985,7497
28671,24986,7497
28672,24987,7497
28673,24988,7497
28674,24989,7497
28675,24990,7497
28676,24991,7497
28677,24992,7498
28678,24993,7498
28679,24994,7498
28680,24995,7498
28681,24996,7498
28682,24997,7498
28683,24998,7498
28684,24999,7499
28685,25000,7499
28686,25001,7499
28687,25002,7499
28688,25003,7499
28689,25004,7499
28690,25005,7499
28691,25006,7499
28692,25007,7500
28693,25008,7500
28694,25009,7500
28695,25010,7500
28696,25011,7500
28697,25012,7500
28698,25013,7500
28699,25014,7500
28700,25015,10337
28701,25016,10337
28702,25017,10337
28703,25018,10337
28704,25019,10337
28705,25019,10338
28706,25020,10338
28707,25021,10338
28708,25022,10338
28709,25023,10338
28710,25024,10338
28711,25025,10338
28712,25026,10339
28713,25027,10339
28714,25027,10340
28715,25028,10340
28716,25028,10341
28717,25028,10342
28718,25028,10343
28719,25028,10344
28720,25029,3597
28721,25030,3597
28722,25031,3597
28723,25032,3597
28724,25033,3598
28725,25034,3598
28726,25035,3598
28727,25036,3598
28728,25036,3599
28729,25036,3600
28730,25037,7501
28731,25038,7501
28732,25039,7501
28733,25040,7501
28734,25040,7502
28735,25041,7502
28736,25042,7502
28737,25043,7502
28738,25044,7503
28739,25044,7504
28740,25044,7505
28741,25044,7506
28742,25044,7507
28743,25045,11380
28744,25046,3601
28745,25046,3602
28746,25046,3603
28747,25046,3604
28748,25046,3605
28749,25046,3606
28750,25046,3607
28751,25047,11380
28752,25048,11380
28753,25049,11380
28754,25050,11380
28755,25051,11380
28756,25052,10345
28757,25052,10346
28758,25053,10346
28759,25054,10346
28760,25055,10347
28761,25056,10347
28762,25057,10347
28763,25058,10347
28764,25059,10347
28765,25060,10347
28766,25061,10347
28767,25062,10347
28768,25063,10348
28769,25064,10348
28770,25064,10349
28771,25065,10349
28772,25066,10349
28773,25067,10350
28774,25068,10350
28775,25069,10350
28776,25070,10350
28777,25071,10350
28778,25071,10351
28779,25071,10352
28780,25072,10352
28781,25073,10352
28782,25074,10352
28783,25075,10352
28784,25076,10352
28785,25077,10353
28786,25078,10354
28787,25079,10354
28788,25080,10354
28789,25081,10354
28790,25082,10354
28791,25083,10354
28792,25084,3607
28793,25085,3607
28794,25086,3608
28795,25087,3608
28796,25088,3608
28797,25089,3608
28798,25090,3608
28799,25091,3608
28800,25092,3608
28801,25093,3608
28802,25094,3608
28803,25095,3609
28804,25096,3609
28805,25097,3609
28806,25098,3609
28807,25099,3609
28808,25100,3609
28809,25101,3609
28810,25102,3609
28811,25103,3610
28812,25104,3610
28813,25105,3610
28814,25106,3610
28815,25106,3611
28816,25107,3611
28817,25108,3611
28818,25109,3611
28819,25110,3611
28820,25111,3611
28821,25112,3611
28822,25113,3612
28823,25114,3612
28824,25115,3612
28825,25116,3612
28826,25116,3613
28827,25116,3614
28828,25117,3614
28829,25118,3614
28830,25119,3615
28831,25120,3615
28832,25121,3615
28833,25122,3615
28834,25123,3615
28835,25124,3615
28836,25125,3615
28837,25126,3615
28838,25127,3616
28839,25128,3616
28840,25129,3616
28841,25130,3616
28842,25130,3617
28843,25130,3618
28844,25130,3619
28845,25130,3620
28846,25131,10355
28847,25132,10355
28848,25133,10355
28849,25134,10355
28850,25135,10355
28851,25136,10355
28852,25137,10355
28853,25138,10355
28854,25139,10355
28855,25140,10356
28856,25141,10356
28857,25142,10356
28858,25143,10356
28859,25143,10357
28860,25144,10357
28861,25145,10357
28862,25146,10357
28863,25147,10357
28864,25148,10357
28865,25149,10358
28866,25150,10358
28867,25151,10358
28868,25152,10358
28869,25153,10358
28870,25154,10358
28871,25155,10358
28872,25155,10359
28873,25155,10360
28874,25155,10361
28875,25155,10362
28876,25156,10362
28877,25157,10362
28878,25158,10362
28879,25159,10362
28880,25160,10362
28881,25161,10363
28882,25162,10363
28883,25163,10363
28884,25164,10363
28885,25165,10363
28886,25166,10363
28887,25167,10363
28888,25168,10363
28889,25169,10363
28890,25170,10364
28891,25171,10364
28892,25172,10364
28893,25173,10364
28894,25174,10364
28895,25175,10364
28896,25176,10364
28897,25177,10364
28898,25178,10364
28899,25179,10365
28900,25180,10365
28901,25181,10365
28902,25182,10365
28903,25182,10366
28904,25182,10367
28905,25183,10367
28906,25184,10367
28907,25185,10367
28908,25186,10368
28909,25187,10368
28910,25188,10368
28911,25189,10368
28912,25190,10368
28913,25191,10368
28914,25191,10369
28915,25191,10370
28916,25192,10370
28917,25193,10370
28918,25194,10370
28919,25195,10371
28920,25196,10371
28921,25197,10371
28922,25198,10371
28923,25199,10371
28924,25200,10371
28925,25201,10372
28926,25202,10372
28927,25203,10372
28928,25204,10372
28929,25204,10373
28930,25205,10373
28931,25206,10374
28932,25207,10374
28933,25208,10374
28934,25209,10374
28935,25210,10374
28936,25211,10374
28937,25212,10374
28938,25213,10374
28939,25214,10374
28940,25215,10375
28941,25216,10375
28942,25217,10375
28943,25218,10375
28944,25219,10375
28945,25220,10375
28946,25221,10375
28947,25222,10376
28948,25223,10376
28949,25224,10376
28950,25225,10376
28951,25226,10376
28952,25227,10376
28953,25228,10376
28954,25229,10377
28955,25230,10377
28956,25231,10377
28957,25231,10378
28958,25231,10379
28959,25232,10379
28960,25233,10379
28961,25234,10379
28962,25235,10379
28963,25236,3620
28964,25237,3621
28965,25238,3621
28966,25239,3621
28967,25240,3621
28968,25241,3621
28969,25241,3622
28970,25242,3622
28971,25243,3622
28972,25244,3622
28973,25244,3623
28974,25245,3623
28975,25246,3623
28976,25247,3623
28977,25248,3623
28978,25249,3623
28979,25250,3623
28980,25251,3624
28981,25251,3625
28982,25252,11381
28983,25252,11382
28984,25252,11383
52896,46080,23563
52895,46079,23563
28987,25253,3625
28988,25254,3626
28989,25255,3626
28990,25256,3626
28991,25257,3626
28992,25258,3626
28993,25259,3626
28994,25260,3626
28995,25261,3627
28996,25261,3628
28997,25261,3629
28998,25261,3630
28999,25261,3631
29000,25261,3632
29001,25261,3633
29002,25262,7507
29003,25263,7507
29004,25264,7507
29005,25265,7507
29006,25266,10380
29007,25266,10381
29008,25266,10382
29009,25266,10383
29010,25267,7508
29011,25268,10383
29012,25269,7508
29013,25269,7509
29014,25270,10383
29015,25271,3634
29016,25272,3634
29017,25272,3635
29018,25272,3636
29019,25273,7509
29020,25274,7509
29021,25275,7509
29022,25276,7510
29023,25277,7510
29024,25278,7510
29025,25279,7510
29026,25280,7510
29027,25281,7510
29028,25282,10384
29029,25283,7510
29030,25284,7511
29031,25285,10384
29032,25286,7511
29033,25287,7511
29034,25288,7511
29035,25289,7511
29036,25290,10385
29037,25291,7511
29038,25292,10385
29039,25293,10385
29040,25294,7511
29041,25295,7511
29042,25296,7511
29043,25297,10385
29044,25298,7512
29045,25299,10385
29046,25300,10385
29047,25301,7512
29048,25302,10385
29049,25303,10385
29050,25304,10386
29051,25305,3636
29052,25306,7512
29053,25307,7512
29054,25308,10386
29055,25309,7512
29056,25310,3636
29057,25311,10386
29058,25312,7513
29059,25313,7513
29060,25314,7513
29061,25315,7513
29062,25316,7513
29063,25317,3636
29064,25317,3637
29065,25317,3638
29066,25318,10386
29067,25318,10387
29068,25319,7513
29069,25320,10387
29070,25321,10387
29071,25322,7513
29072,25323,7513
29073,25324,10387
29074,25325,10387
29075,25326,10388
29076,25327,10388
29077,25328,10388
29078,25329,10388
29079,25330,10388
29080,25331,10388
29081,25332,10389
29082,25333,10389
29083,25334,10389
29084,25335,10390
29085,25336,10390
29086,25337,10390
29087,25338,10390
29088,25339,10390
29089,25340,10390
29090,25341,10390
29091,25341,10391
29092,25341,10392
29093,25342,10392
29094,25342,10393
29095,25343,10393
29096,25343,10394
29097,25344,10394
29098,25345,10394
29099,25346,10394
29100,25347,10394
29101,25348,7514
29102,25349,7514
29103,25350,7514
29104,25351,7514
29105,25352,7514
29106,25353,7514
29107,25354,7514
29108,25355,7515
29109,25356,7515
29110,25357,7515
29111,25358,7515
29112,25359,7516
29113,25360,7516
29114,25361,7516
29115,25362,7516
29116,25363,7516
29117,25364,7517
29118,25365,7517
29119,25366,7517
29120,25367,7517
29121,25368,7517
29122,25369,7517
29123,25370,7517
29124,25371,7518
29125,25372,7518
29126,25373,7518
29127,25373,7519
29128,25373,7520
29129,25374,3638
29130,25375,7520
29131,25376,7520
29132,25377,3638
29133,25378,3638
29134,25379,3638
29135,25380,7521
29136,25381,7521
29137,25382,3638
29138,25383,7521
29139,25383,7522
29140,25384,3639
29141,25385,3639
29142,25386,7522
29143,25387,7522
29144,25388,7522
29145,25389,3639
29146,25390,7522
29147,25391,7522
29148,25392,7522
29149,25393,7523
29150,25394,7523
29151,25395,3640
29152,25396,7523
29153,25397,3640
29154,25398,7523
29155,25399,7523
29156,25400,7523
29157,25401,3640
29158,25401,3641
29159,25402,7524
29160,25402,7525
29161,25402,7526
29162,25402,7527
29163,25402,7528
29164,25403,3641
29165,25404,7528
29166,25405,7529
29167,25406,7529
29168,25407,7529
29169,25408,7529
29170,25409,7529
29171,25410,7529
29172,25411,7530
29173,25412,7530
29174,25413,7530
29175,25414,7530
29176,25415,7530
29177,25416,7530
29178,25417,7530
29179,25418,7531
29180,25419,7531
29181,25420,7531
29182,25421,7531
29183,25422,7531
29184,25423,7531
29185,25424,7531
29186,25425,7532
29187,25426,7532
29188,25427,7532
29189,25428,3641
29190,25429,3641
29191,25430,3642
29192,25431,3642
29193,25431,3643
29194,25432,3643
29195,25433,3643
29196,25434,3643
29197,25435,3643
29198,25436,3644
29199,25437,3644
29200,25438,3644
29201,25439,3644
29202,25440,3644
29203,25441,3644
29204,25442,3644
29205,25443,3644
29206,25444,3644
29207,25445,3645
29208,25446,3645
29209,25447,3645
29210,25448,3645
29211,25449,3645
29212,25450,3645
29213,25451,3645
29214,25452,3645
29215,25453,3646
29216,25453,3647
29217,25454,3647
29218,25454,3648
29219,25454,3649
29220,25455,7533
29221,25456,7533
29222,25457,7533
29223,25458,7533
29224,25459,7533
29225,25459,7534
29226,25460,7534
29227,25461,7534
29228,25462,7534
29229,25463,7534
29230,25464,7535
29231,25465,7535
29232,25466,7536
29233,25467,7536
29234,25468,7536
29235,25469,7536
29236,25470,7536
29237,25471,7536
29238,25472,7536
29239,25473,7537
29240,25474,3649
29241,25475,7538
29242,25476,7538
29243,25477,7538
29244,25478,7538
29245,25479,7538
29246,25480,7538
29247,25481,7538
29248,25482,7538
29249,25483,7539
29250,25483,7540
29251,25484,7540
29252,25485,7540
29253,25486,7540
29254,25487,7540
29255,25488,7540
29256,25489,7540
29257,25490,7540
29258,25491,3649
29259,25492,7541
29260,25493,3650
29261,25494,7541
29262,25495,7541
29263,25496,3650
29264,25497,7541
29265,25497,7542
29266,25498,3650
29267,25498,3651
29268,25498,3652
29269,25499,3652
29291,25520,3653
29271,25500,7543
29272,25501,7543
29273,25502,7543
29274,25503,7543
29275,25504,7543
29276,25505,7543
29277,25506,7543
29278,25507,7543
29279,25508,7544
29280,25509,7544
29281,25510,7544
29282,25511,7544
29283,25512,7544
29284,25513,7544
29285,25514,7544
29286,25515,7544
29287,25516,7545
29288,25517,7545
29289,25518,7545
29290,25519,7545
29292,25521,7546
29293,25522,7546
29294,25523,3653
29295,25524,3653
29296,25524,3654
29297,25525,3655
29298,25526,3655
29299,25527,3655
29300,25528,3655
29301,25529,3655
29302,25530,3655
29303,25531,3655
29304,25531,3656
29305,25532,3656
29306,25532,3657
29307,25532,3658
29308,25533,7546
29309,25534,7546
29310,25535,7546
29311,25536,7546
29312,25537,7547
29313,25538,7547
29314,25539,7547
29315,25540,7547
29316,25541,7547
29317,25542,7547
29318,25543,7547
29319,25544,7547
