ladung_zielortId,ladungId,zielort
1890,54935,167
1891,54941,27
1892,55004,196
1893,55008,11
1894,55088,3
1895,55180,27
1896,55187,4
1897,55332,11
1898,55333,11
1899,55393,43
1900,55395,3
1901,55398,43
1902,55425,79
1903,55522,27
1904,55525,112
1905,55528,3
1906,55533,112
1907,55541,11
1908,55553,1
1909,55556,27
1910,55632,27
1911,55634,27
1912,55658,3
1913,55700,3
1914,55703,17
1915,55706,3
1916,55721,27
1917,55723,112
1918,55744,112
1919,55745,112
1920,55788,17
1921,55794,112
1922,55796,4
1923,55799,3
1924,55814,112
1925,55903,27
1926,55908,27
1927,55910,306
1928,55919,17
1929,55920,3
1930,55991,3
1931,55993,27
1932,55994,3
1933,55995,3
1934,56000,112
1939,56051,112
1940,56053,112
1941,56054,112
1942,56068,112
1943,56070,178
1944,56084,27
1945,56093,3
1946,56112,3
1947,56124,112
1948,56125,27
1949,56129,112
1950,56140,3
1951,56165,27
1952,56284,27
1953,56296,17
1954,56298,3
1955,56307,112
1956,56419,3
1957,56433,3
1958,56498,29
1959,56506,112
1960,56514,3
1961,56567,100
1962,56593,112
1963,56602,112
1964,56608,3
1965,56612,4
8265,247496,27
8264,247495,33
1968,56640,112
1969,56694,112
1970,56708,112
1971,56710,112
1972,56711,11
1973,56718,3
1974,56720,10
1975,56832,25
1976,56057,4
1977,56695,4
8176,244874,27
1979,57114,3
1980,57158,4
1981,57262,12
1982,57348,3
1983,57349,112
1984,57355,112
1985,57357,10
1986,57358,10
1987,57360,497
1988,57361,89
1989,57369,17
1990,57370,112
1991,57371,112
1992,57400,629
1993,57438,112
1994,57447,27
1995,57458,3
1996,57459,112
1997,57475,112
1998,57509,27
1999,57608,3
2000,57677,12
2001,57690,3
2002,57803,65
2003,57864,3
2004,57866,27
2005,57873,27
2006,57874,11
3229,57881,27
2008,57923,3
2009,57944,27
2010,57945,27
2011,57948,27
2012,58046,27
2013,58048,179
2014,58051,10
2015,58123,79
2016,58166,3
2017,58168,4
2018,58171,43
2019,58181,6
2020,58204,79
2021,58229,11
2022,58275,3
2023,58280,27
2024,58299,3
2025,58308,27
2026,58309,27
2027,58377,148
2028,58392,27
2029,58410,13
2030,58411,222
2031,58418,315
2032,58455,27
2033,58529,27
2034,58530,27
2035,58531,27
2036,58561,27
2037,58578,27
2038,58584,44
2039,58596,27
2040,58620,11
2041,58631,3
2042,58810,27
2044,58812,27
2045,58813,27
2046,58814,27
2047,58815,27
2048,58816,27
2049,58817,27
2050,58847,27
2051,58885,201
2052,58934,27
2053,58937,27
2054,58938,27
2055,58948,27
2056,58993,27
2057,59088,27
2058,59134,387
2059,59178,17
2060,59180,471
2061,59181,471
8210,37183,27
8206,245446,3
2064,59202,10
2065,59273,643
2066,59262,27
2069,59265,3
2070,59304,27
2071,59363,74
2072,59364,27
2073,59365,27
2074,59386,3
2075,59484,3
2076,59486,3
2077,59507,27
2078,59534,27
2079,59569,27
2080,59597,27
2081,59610,3
2082,59614,112
2083,59636,11
2084,59646,11
2085,59648,3
2086,59649,3
2087,59650,1137
8208,34502,27
8207,245511,148
2090,59666,3
2091,59700,27
2092,59722,27
2093,59725,27
2094,59726,175
2095,59800,27
2096,59831,201
2097,59836,27
2098,59837,27
2099,59844,11
2100,59909,27
2101,59925,27
2102,59930,10
2103,59931,3
2104,59941,89
2105,59957,27
2106,59983,27
2107,60018,264
2108,60025,95
2109,60051,27
2110,60052,27
2111,60053,264
2112,60208,10
2113,60225,11
2114,60251,43
2115,60261,3
2116,60271,79
2117,60307,27
2118,60308,27
2119,60325,27
2120,60329,27
2121,60380,11
2122,60393,27
2123,60396,27
2124,60398,3
2125,60462,27
2126,60530,3
2127,60736,22
2128,60756,10
2129,60815,148
2130,60816,27
2132,60818,3
5562,161483,27
2134,60880,112
2136,60883,3
2137,60884,3
9456,70400,4
2139,61085,3
2140,61086,3
2141,61100,3
9455,264939,112
4076,118624,27
2144,61112,112
2145,61125,3
2146,61126,112
2147,61130,112
2148,61133,3
2149,61134,112
2150,61145,112
2151,61159,11
2152,61165,112
2153,61167,27
2154,61174,112
2155,61275,27
2156,61284,112
2157,61313,112
2158,61337,162
2159,61355,133
2160,61371,3
2161,61374,355
2162,61439,27
2163,61454,45
2164,61487,148
2165,61583,44
2166,61632,3
2167,61683,3
2168,61702,27
2169,61795,3
2170,61884,27
2171,61909,27
2172,61980,27
2173,62056,45
2174,62146,27
2175,62171,27
2176,62173,27
2177,62174,27
2178,62189,210
2179,62221,27
2180,62280,29
2181,62316,27
9454,264938,112
2183,62457,3
2184,62465,148
2185,62467,3
2186,62476,3
2187,62478,493
2188,62505,27
2189,62545,3
2190,62550,27
2191,62551,256
3267,62640,27
2193,62641,65
2194,62644,3
2195,62658,45
2196,62716,68
2197,56797,25
2198,62742,3
2199,62787,3
2200,62796,21
2201,62808,15
2203,62818,21
2205,62821,21
2206,58042,651
8200,58628,246
8199,245216,225
2209,62863,27
2210,62865,27
2211,62868,179
9452,69866,32
2213,62870,30
2214,62886,3
2216,62898,27
2217,62891,27
2218,62899,222
2219,62900,27
5561,161385,112
2221,62909,32
2222,63011,27
2223,63018,10
2224,63038,11
5560,161345,3
2226,63120,11
2227,63121,41
2228,63216,344
2229,63217,256
2230,63218,256
2231,63225,3
2232,63273,3
2233,63295,27
2234,63297,27
2235,63302,112
2236,63304,10
2237,63305,10
2238,63340,201
2239,63341,3
2240,63344,10
2241,63358,201
2242,63363,27
2243,63392,3
2244,63470,3
2245,63471,3
2246,63477,565
2247,63478,148
2248,63481,665
2249,63506,11
2250,63507,11
2251,63516,25
2254,63524,27
9451,69147,3
2256,63538,10
2257,63587,3
2258,63589,4
2259,63593,3
2260,63621,27
2261,63658,27
8293,247887,27
2263,63672,27
2264,63674,27
2265,63675,27
2266,63676,27
2267,63678,27
2268,63680,3
2269,63721,10
2270,63756,27
2271,63757,201
2272,63762,3
2273,63764,3
2274,63766,27
2275,63806,11
2276,63887,669
2277,63904,148
2278,63905,148
2279,63976,27
2280,64107,3
2281,64117,27
2282,64120,27
2283,64193,3
2284,64206,29
2285,64215,10
2286,64266,10
2287,64268,27
9450,69146,3
9448,264933,679
2290,64300,27
2291,64304,27
2292,64425,11
2293,64426,11
2294,64441,3
2295,64446,4
2296,64455,44
2297,64456,673
2298,64458,6
2299,64503,3
2300,64721,3
2301,64728,3
2302,64793,27
2303,64457,4
2304,64797,27
2305,64811,3
2306,64813,27
2307,64851,27
2308,64915,3
2309,64933,3
2310,64935,4
2311,64938,11
2312,65006,3
2313,65019,3
2314,65027,27
2315,65127,27
2316,65148,109
2317,65173,3
2318,65232,27
2319,65234,27
2320,65235,27
2321,65236,27
2322,65237,27
2323,65238,27
2324,65239,27
2325,65240,27
2326,65241,27
2327,65295,27
2328,65298,3
2329,65313,493
2330,65324,3
2331,65329,3
2332,65331,3
2333,65351,27
2334,65352,27
2335,65396,27
2336,65411,10
2337,65425,3
2338,65448,167
2339,65512,3
2340,65555,10
2341,65560,3
2342,65564,167
2343,65751,3
2344,65753,4
2345,65809,1137
2346,65881,27
2347,65903,4
2348,65902,4
2349,66008,10
2350,66016,3
2351,66115,3
9449,68134,3
2353,66119,606
2354,66125,3
2355,66127,3
2356,66129,3
2357,66145,27
2358,66131,27
2359,66177,3
2360,66178,3
2361,66193,3
2362,66204,44
2363,66205,3
2364,66234,3
2368,66265,92
2367,66251,27
2369,66277,92
2370,66278,92
2371,66308,210
2372,66317,25
2373,66379,3
2374,66381,3
2375,66383,27
2376,66413,3
2377,66491,27
2378,66498,27
2379,66548,27
2380,66570,27
2381,66711,27
2382,66719,27
2383,66723,27
2384,66742,3
2385,66802,3
2386,66813,3
2387,66836,3
2388,66933,686
2389,66968,3
2390,66969,27
2391,66970,1320
2392,67022,27
2393,67048,471
2394,67136,62
2395,67146,3
2396,67295,27
2397,67296,27
2398,67299,133
2399,67327,3
2400,67338,22
2401,67375,3
2403,67460,264
2404,67656,3
2405,67658,3
2406,67681,10
2407,67682,3
2408,67770,27
2409,67778,27
2410,67879,693
2411,67885,44
2412,67917,10
2413,67928,27
2414,67929,11
2415,67930,3
2416,67956,3
2417,67971,471
2418,68007,179
2419,68076,27
2420,68077,27
2422,68090,27
2423,68094,4
2424,68098,3
2425,68105,27
2426,68112,12
2427,68141,27
5559,161341,112
2429,68163,27
2430,68177,3
2431,68180,3
2432,68294,3
2433,68450,27
2434,68468,3
2435,68494,3
2436,68504,3
2437,68574,3
2438,68605,179
2439,68634,22
2440,68635,27
2441,68636,27
2442,68654,29
2443,68655,330
2444,68656,252
2445,68661,27
2446,68806,44
2447,68807,65
2448,68921,27
2449,69018,3
2450,69049,27
2451,69151,27
3006,86327,3
3005,86324,3
2454,69205,112
5558,161337,9
2456,69285,3
2457,69315,3
2458,69344,3
2459,69414,3
2460,69463,3
2461,69541,27
2462,69569,27
2463,69666,27
2464,69678,27
2465,69681,441
2466,69727,128
2467,69759,27
2468,69760,3
2469,69774,11
2470,69794,348
2471,69831,179
2472,69841,3
2473,69872,27
2474,69873,27
2475,69922,15
9453,70393,112
2477,70195,27
2478,70221,29
2479,70232,27
2480,70236,27
2481,70332,27
2482,70333,3
2483,70343,3
2484,70345,3
2485,70362,27
2486,70387,3
2487,70401,112
2488,70411,27
2489,70434,27
2490,70442,27
2491,70447,27
2492,70455,27
2493,70545,27
2494,70546,27
2495,70547,3
9458,264940,112
2497,70560,44
9457,71163,4
2499,70562,256
2500,70598,3
2501,70604,3
2502,70607,112
2503,70677,3
2504,70847,112
2505,70882,27
2506,70938,112
2507,70940,112
2508,71015,4
2509,71103,246
2512,71158,112
2511,71131,3
3558,102405,10
2514,71175,27
2515,71179,25
2516,71278,27
2517,71279,112
2518,71281,3
2519,71282,3
2520,71284,3
2521,71319,112
2522,71449,62
2523,71560,27
2524,71566,27
2525,71586,27
2526,71606,112
2527,71644,3
2528,71102,404
2529,71711,27
2530,71722,3
2531,71728,27
2532,71831,449
2533,71832,112
2534,71838,148
2535,71840,3
2536,71860,27
2537,71861,112
2538,71880,27
2539,71882,27
2540,71976,112
2541,71981,27
2542,72007,112
2543,72013,112
2544,72016,112
2545,72033,27
2546,72076,112
2547,72097,112
2548,72098,112
2549,72104,112
2550,72108,112
2551,72120,112
2552,72122,112
2553,72144,27
2554,72145,112
2555,72173,27
2556,72367,148
2557,72378,112
2558,72456,3
2559,72499,148
2560,72511,15
2561,72520,3
2562,72526,27
2563,72532,148
2564,72536,112
2565,72603,27
2566,72605,148
2568,72613,442
2569,72614,27
2570,72619,27
2571,72620,3
2572,72682,32
2573,72697,27
2574,72762,27
2575,72761,27
2576,72760,27
2577,72838,27
2578,72887,196
4891,143908,27
2580,73037,100
2581,73041,4
2582,64292,222
2583,73138,3
2584,73140,112
2585,73157,3
2586,73161,27
2587,73185,3
2588,73197,27
2589,73200,11
2590,73231,3
2591,73254,3
2592,73303,3
2593,73392,3
2597,73403,27
2596,73402,3
2598,73495,3
2599,73516,17
2600,73551,27
2601,73560,9
2602,73565,10
2603,73597,112
2604,73623,3
2605,73708,27
2606,73809,714
2607,73819,11
2608,73821,22
2609,73895,3
2610,73980,56
2611,73998,3
2612,73999,3
2613,74062,3
2614,74145,27
2615,74146,27
2616,74147,27
2617,73042,27
2618,74330,4
2619,74380,3
2620,74463,3
2621,74488,27
2622,74489,27
2623,74551,3
2624,74555,27
2625,74556,27
2626,74568,128
2627,74571,3
2628,74578,3
2629,74592,11
2630,74634,27
2631,74674,22
2632,74753,112
2633,74785,27
2634,74783,27
2635,74791,11
2636,74794,443
2637,74919,148
2638,74964,3
2639,74980,3
2640,74987,27
2641,74997,83
2642,74998,194
2643,74999,3
2644,75000,3
2645,75027,27
2646,75028,27
2647,75041,27
2648,75111,148
2649,75137,27
2650,75152,3
2651,75225,27
2652,75244,3
2653,75248,449
2654,75271,27
2655,75277,3
2656,75369,27
2657,75401,11
2658,75402,11
2659,75410,11
2660,75413,3
2661,75419,442
2662,75484,17
2663,75519,449
9491,214609,112
9489,208944,27
9490,210351,714
2667,75533,32
2668,75549,27
9488,208535,3
9484,206550,4
2671,75650,3
2672,75657,6
2673,75672,248
2674,75685,3
2675,75703,3
2676,75737,3
2677,75749,3
2678,75817,3
2679,75818,148
2680,75853,27
2681,75857,3
2682,75860,27
2683,75873,27
2684,75896,726
2685,75979,27
2686,76041,3
2687,76097,3
2688,76107,3
2689,76185,11
2690,76219,830
2691,76247,22
2692,76326,27
2693,76331,27
2694,76344,154
2695,76411,3
5557,161329,3
9483,206547,4
2698,76485,3
2699,76515,11
2700,76516,11
2701,76523,11
3850,111670,3
2703,76727,17
2704,76743,3
2705,76745,3
2706,76820,3
2707,76832,442
2708,76878,3
2709,76881,11
2710,76896,3
2711,77003,27
2712,77013,22
2713,77014,11
2714,77034,3
2715,77036,27
2716,77047,3
2717,77054,3
2718,77055,3
2719,77056,3
2720,77057,27
2721,77087,180
2722,77088,32
2723,77175,175
2724,77179,3
2725,77187,3
2726,77235,731
2727,77240,3
2728,77253,10
2729,77264,3
2730,77302,27
2731,77313,27
2732,77531,11
2733,77577,27
2734,77578,145
2735,77579,3
2736,77629,3
2737,77781,27
2738,77788,27
2739,77794,3
2740,77796,27
2741,77851,148
2742,78009,3
2743,78015,27
2744,78025,27
2745,78073,3
2746,78117,44
2747,78118,3
2748,78140,3
2749,78153,27
2750,78190,3
2751,78204,3
2752,78261,27
2753,78263,27
2754,78264,27
2755,78317,3
2756,78327,25
2757,78333,44
2759,78418,3
2760,78596,3
2761,78658,27
2762,78668,27
2763,78678,398
2764,78725,112
2765,78728,112
2766,78813,27
2767,78815,404
9481,205976,4
2769,78903,32
9476,200130,3
9482,206011,3
9474,198432,3
2773,79134,29
2774,79201,3
9473,194739,112
9472,191852,27
9471,189956,4
9467,264951,27
9469,264953,27
9468,264952,27
2781,79250,21
2782,79253,4
9464,264948,27
2784,79289,27
2785,79334,3
2786,79364,27
2787,79366,27
2788,79378,27
2789,79388,3
2790,79472,112
2791,79474,3
2792,79498,27
2793,79513,3
2794,79560,3
2795,79660,3
2796,79664,3
2797,79670,112
2798,79758,3
2799,79783,3
2800,79802,9
2801,79944,17
2802,80059,27
2803,80062,27
2804,80123,194
2805,80169,148
2806,80170,27
2807,80206,27
2808,80248,3
2809,80371,27
2810,80373,3
2811,80378,154
2812,80379,3
2813,80392,10
2814,80431,162
2815,80454,27
2816,80467,148
2817,80488,27
2818,80489,3
2819,80503,27
2820,80593,27
2821,80625,3
2822,80626,196
2823,80701,3
2825,80859,112
2826,80862,112
2827,80887,3
2828,80889,3
2829,80910,3
2830,80945,112
2831,80948,148
2832,80965,3
2833,80972,27
2834,81051,3
2835,81084,27
2836,81095,27
2837,81105,27
2838,81124,112
2839,81146,3
2840,81153,112
2841,81246,112
2842,81252,3
2843,81292,3
2844,81293,3
2845,67001,27
2846,67002,27
2847,67003,27
2848,81379,10
2849,81378,10
2850,81391,27
2851,81410,27
2852,81431,112
2853,81440,112
2854,81475,3
2855,81474,3
2856,81506,4
2857,81518,112
2858,81523,112
2859,81526,3
2860,81573,3
2861,81592,3
2862,81603,112
2863,81607,112
2864,81609,3
2865,81610,112
2866,81611,4
2867,81612,196
2868,81708,112
2869,81826,27
2870,81837,27
2871,81857,27
2872,81862,3
2873,81909,69
2874,81988,112
2875,81989,112
2876,82075,3
2877,82101,112
2878,82130,27
2879,82132,3
2880,82134,9
2881,82249,11
2882,82264,112
2883,82270,27
2884,82336,3
2885,82396,74
2886,82465,148
2887,82552,112
2888,82570,3
2889,82603,27
2890,82604,27
2892,82642,3
2893,82664,112
2894,82673,10
2895,82681,148
2896,82742,3
2897,82872,3
2898,82878,112
2899,82915,565
2900,82916,148
2902,83005,112
2903,83013,112
2904,83046,112
2905,83052,3
2907,83217,3
2909,83263,27
2910,83376,3
2911,83415,27
2912,83423,3
2913,83424,3
2914,83447,565
2915,83479,148
2916,83485,148
2917,83521,27
2918,83569,27
2919,83689,3
2920,83731,25
2921,83843,3
2922,83900,3
2923,83931,3
2924,83987,3
2925,84043,27
2926,84058,3
2927,84061,3
3849,97863,27
2929,84063,27
2930,84123,27
2931,84196,27
2932,84205,3
2933,84260,3
2934,84281,27
2935,84382,27
2936,84383,27
2937,84397,29
2938,84394,29
2939,84459,27
2940,84546,27
2941,84547,27
3627,104779,3
2943,84568,27
2944,84569,179
2945,84579,27
2946,84583,315
7129,212083,25
2948,84620,309
2949,84622,3
2950,84628,148
2951,84629,3
2952,84634,330
2953,84638,148
2954,84639,148
2955,84646,3
2956,84650,27
2957,84666,175
2958,84668,148
2959,84706,27
2960,84718,154
2961,84724,3
2962,84817,762
7135,213313,66
7134,212501,148
2965,84941,3
2966,84968,27
2967,85025,27
2968,85049,6
2969,85050,112
2970,85060,27
2971,85061,148
2972,85067,3
2973,85107,27
2974,85142,27
2975,85143,10
2976,85224,3
2977,85223,3
2978,85255,27
2979,85369,194
2980,85370,27
2981,85371,25
2982,85456,148
2983,85457,148
2984,85466,214
2985,85467,739
2986,85505,27
2987,85513,148
9470,189565,3
2989,85520,148
2990,85525,3
2991,85600,3
2992,85601,3
2993,85854,128
2994,85975,383
2995,85989,112
2996,85994,264
2997,86018,119
2998,86045,248
2999,86145,3
3000,86164,3
3001,86190,10
3002,86191,10
3003,86226,3
3004,86279,27
3007,86359,10
3008,86404,3
3009,86410,100
3010,86591,27
3011,86602,10
3012,86614,767
3013,86635,27
3014,86636,27
3015,86637,27
3016,86638,27
3017,86639,27
3018,86640,27
3019,86641,27
3020,86642,27
3021,86643,27
3022,86770,3
3023,86773,148
3024,86800,27
3025,86822,27
3026,86910,10
3027,86913,11
3028,86921,11
3029,87079,264
3030,87086,278
3031,87108,4
3032,87151,512
3033,87155,3
3034,87163,210
3035,87280,27
3036,87348,3
3037,87356,3
3038,87376,27
3039,87410,11
3040,87422,4
3041,87456,167
3042,87470,3
3043,87501,3
3044,87510,3
3045,87556,27
3046,87557,27
3047,87558,27
3048,87593,3
3049,87658,27
3050,87680,154
3051,87682,3
3052,87727,3
3053,87728,3
3054,87730,3
3055,87747,11
3056,87776,3
3057,87817,3
3058,87850,3
3059,87862,27
3060,87926,3
3061,87932,10
3062,87933,10
3063,87946,3
3064,88002,145
3065,88018,27
3066,88049,194
3067,88060,4
3068,88137,3
3069,88148,3
3070,88191,3
3071,88206,9
3072,88319,27
3073,88320,27
3074,88330,3
3075,88336,3
3076,88337,3
3077,88393,3
3078,88534,27
3079,88535,27
3080,88539,3
3081,88547,21
3082,88618,3
3083,88664,27
3084,88665,22
3085,88677,3
3086,88847,3
3087,88854,3
3088,88855,27
3089,88962,89
3090,89053,3
3091,54111,27
3092,89062,27
3843,111573,27
3104,89208,348
3105,89261,27
3106,89262,27
3841,111571,112
3840,111570,112
3109,89290,25
3110,89292,25
3111,89303,27
3112,89305,773
3113,89320,4
3114,3012,3
3117,89485,779
3118,89491,4
3119,89500,3
3120,89699,27
3122,89713,3
3124,4114,3
3125,4165,3
3126,50438,27
3127,4232,27
3128,4524,775
3129,89870,27
3130,89898,27
3131,4782,3
3132,89975,10
3133,89979,3
3134,90014,3
3135,90042,3
3136,90053,10
3137,90054,10
3138,90084,27
3139,90122,3
3140,90147,27
3141,90214,10
3142,90219,27
3143,5061,27
3144,5232,4
3145,5345,3
3146,5365,229
3147,5379,27
3148,90281,112
3149,90286,27
3150,90294,3
3151,90297,3
3152,90299,3
3153,90326,3
3154,90345,74
3155,90358,27
3156,90380,222
3157,54845,112
7324,222224,17
7323,222223,27
3161,90630,27
3163,90757,3
3165,90758,3
3166,90783,27
3167,90934,3
3168,90960,3
8838,263943,11
3170,90965,3
3171,91071,3
3172,91075,3
3173,91076,3
3174,91078,3
3175,150,27
3176,91145,27
3177,5712,788
3178,6400,3
3179,91174,3
3180,91259,3
3181,91279,27
3182,91285,3
3183,91302,4
3184,91303,3
3185,91340,27
3186,7100,27
3187,91432,3
3188,91459,4
3189,91472,3
3190,91473,112
3191,91475,3
3192,91538,92
3193,56443,3
3194,7724,3
3195,91619,3
3196,91643,1
3197,91644,3
3198,91653,179
3199,91665,3
3200,91671,278
3201,91676,3
3202,91760,27
3203,91766,3
3204,91830,27
3206,91894,11
3207,91903,15
3208,91906,89
3209,91941,27
3210,91955,112
3211,91962,27
3212,8847,27
3213,8973,112
3214,92007,3
3216,92107,27
3218,11047,25
3219,92289,27
3220,11470,112
3222,11586,27
3223,11635,4
3224,57631,148
3225,92341,27
3226,12293,11
3227,12346,3
3228,92384,112
3230,92421,148
3231,92422,225
3232,92426,3
3233,92427,27
3234,92444,27
3235,92519,3
3236,92529,27
3237,92530,27
3247,92902,27
3248,92903,27
3249,92914,1
3250,92919,3
3251,92920,4
3252,14638,27
3253,14639,27
3254,92931,4
6774,204615,112
3256,92988,743
3257,92996,3
3258,93013,27
3259,93014,3
3260,93022,27
3261,93040,112
3262,93043,27
3263,93044,27
3264,62401,27
3265,93125,22
3266,62549,27
3268,62902,87
3269,93166,29
3270,93178,27
3271,93242,3
3272,93244,112
3273,93387,3
3274,15030,3
3275,93451,4
3276,15170,3
3278,93493,3
3279,93518,112
3280,93527,1
3281,93534,4
3282,93583,27
3283,93586,3
3284,93611,27
3285,93617,179
3286,93620,3
3287,93642,3
3288,93648,148
3289,93649,27
3290,93653,27
3291,93661,27
3292,93685,112
3293,93697,27
3294,93703,112
3295,93705,112
3296,16032,3
3297,93728,3
3298,93731,112
3299,93737,3
3300,93743,112
3301,93810,3
3302,93811,3
3303,16730,27
3304,93816,112
3305,93822,112
3306,93866,112
3307,93870,3
3308,93871,112
3309,93878,112
3310,93893,112
3311,93896,112
3312,93993,112
3313,93999,27
3315,94112,3
3316,94143,112
3317,94217,112
3318,94232,112
3319,94234,3
3320,94236,706
3321,17346,27
3322,94237,112
3323,94330,3
3324,94335,10
3325,94412,112
3326,94415,18
3327,94417,18
3328,94418,3
3329,94477,148
3330,94587,196
3331,94588,3
8862,264021,644
3333,94641,112
3334,94653,27
3335,94658,4
3336,94660,196
3337,94663,210
3338,94681,404
3339,94684,196
3340,94706,27
3341,94772,27
3342,95014,27
3343,95070,112
3344,95078,112
3345,95079,201
3346,95105,3
3347,95118,11
3348,95127,814
3349,95132,3
3350,95166,15
3351,95167,11
5556,161273,27
3353,95191,10
3354,95348,27
3355,95355,27
3356,95356,167
3357,95367,193
3358,95369,196
3359,95373,3
3360,95378,27
9479,265040,27
9480,204043,27
3363,95392,3
3364,95458,27
3365,95459,27
9466,264950,27
9465,264949,27
3368,95520,27
3369,95526,27
3370,95529,44
3371,95535,12
3372,95595,576
3373,95597,27
3374,95603,148
3375,95604,3
3376,95606,112
3377,95608,112
3378,95723,148
3379,95724,179
3380,95725,3
3381,95727,194
3382,95814,27
3383,95815,27
3384,95824,3
3385,95851,12
3386,95884,3
3387,95940,27
3388,96083,112
3389,96113,27
3390,96117,112
3391,96119,112
3392,96153,112
3393,96261,27
3394,96278,4
3395,96280,3
3396,96281,27
6939,207031,112
3398,96284,148
3399,96293,27
3400,96302,112
3401,96306,112
3402,64448,27
3403,96317,79
3404,17825,27
3405,64494,3
3406,96325,27
3407,96481,9
4248,125934,3
3409,96537,27
3410,96551,493
3411,96586,27
3412,96597,27
3413,66257,27
3415,96839,3
3416,96894,281
3417,96920,27
3418,96923,1
3419,96986,3
3420,97002,112
3421,97025,11
3422,97026,11
3423,97034,25
3424,97041,3
3425,97047,3
3426,97083,27
3427,97129,3
3428,97131,112
3429,67555,10
3430,97149,27
3431,97223,27
3432,97347,27
3433,97349,112
3434,97369,27
3435,97376,27
3436,97377,27
3437,97499,1
3438,97501,27
3439,97532,27
3440,97560,3
3441,97600,27
3442,97642,25
3443,97650,112
3444,97651,3
3445,97742,27
3446,97743,27
3447,97744,27
3448,97773,3
3449,97774,112
3450,97859,160
3451,97868,3
3452,97900,3
3453,98045,10
3454,98108,10
3455,67684,148
3456,98235,27
3457,98242,3
3458,98263,3
3459,98361,27
3460,98402,3
3461,98410,27
3462,98415,27
3463,98492,3
3464,98502,3
3465,98512,3
3466,98563,27
3467,98592,4
3468,69004,3
3469,98706,811
3470,98739,27
3471,98788,3
3472,98789,112
3473,98928,27
3474,17973,3
3475,99113,344
3476,99111,27
3477,99118,27
3479,99226,27
3480,99228,27
3481,99270,27
3482,99271,27
3484,99292,89
3485,69537,112
3486,99306,27
3487,99321,315
3488,99323,3
3489,99350,27
3490,99351,27
3491,99366,27
3492,99498,814
3493,99594,3
3494,69597,112
3495,99654,775
3496,99747,3
3497,99750,3
3498,99763,112
3839,107661,11
3502,99969,27
3503,100000,3
3504,100044,3
3505,100149,3
3506,100276,256
3507,100315,27
3508,100319,27
3509,100339,11
3510,100472,27
3511,100486,12
3512,100581,3
3513,100604,25
3514,100682,273
3515,100684,479
3516,100685,409
3517,100686,27
3518,100699,3
3519,100703,38
6741,101126,12
3521,100984,27
3522,100985,27
3523,101054,27
3524,101148,3
3525,101163,27
3527,69845,3
3528,69846,3
3529,101345,3
3530,101346,112
3531,101347,112
3532,101349,27
3533,101355,148
3534,69936,3
3535,69937,28
3536,101468,11
3537,101469,814
3538,101529,3
3539,101539,1
3540,101626,3
3541,101630,27
3542,101718,3
3543,101819,27
3544,101878,27
3545,101927,27
3546,101931,3
3547,101933,65
3548,101937,27
3549,101938,526
3550,101974,27
3551,70176,3
3552,102067,112
3553,102070,3
3554,102113,10
3555,102119,27
3556,102121,3
3557,102192,100
3559,102432,27
3560,102433,4
3561,102436,3
3562,72705,11
3563,102538,3
3564,102633,27
3566,74837,112
3567,101467,21
3568,75716,95
3569,19916,27
3570,102786,1
3571,97840,27
3572,102791,27
3573,102793,27
3574,102794,27
3575,102796,27
3576,102797,27
3577,102798,27
3578,77123,11
3579,102799,27
3580,102801,27
3581,102802,27
3582,102803,27
3583,102804,27
3584,101729,27
3586,102881,10
3589,102999,27
3590,103012,27
3591,103048,73
3592,81282,109
3593,81278,10
3594,21428,222
3595,21503,27
3596,103197,797
3597,103199,3
3598,103205,248
3599,103224,27
3600,21569,471
3601,103275,27
3602,103276,148
3603,103282,27
3604,103322,372
3605,103337,27
3606,103360,13
3607,103361,3
3608,103362,179
3609,103635,27
3610,103636,112
3611,103642,27
3612,103724,404
3613,103740,3
3614,103793,3
3615,103867,112
3616,103871,10
3617,103874,148
3618,103982,3
3619,104321,3
3620,104360,11
3621,104361,11
3622,104469,27
3623,104517,11
3624,104497,11
3625,104588,112
3626,84298,27
3628,104792,4
3629,104815,1
3632,105110,3
3633,105111,3
3634,105112,3
3635,105140,148
3636,105141,27
3637,105174,27
3638,105178,112
3639,105212,27
3640,105214,1
3641,105215,1
3642,105217,27
3643,105219,148
3644,105318,158
8850,105328,27
3646,105352,112
3647,105367,148
3648,105406,3
3649,105407,1
3650,105409,3
3651,105423,27
3652,105463,27
3653,105464,27
3654,105478,167
3655,105508,148
3656,105532,3
3657,105600,160
3658,105639,27
3659,105640,112
3660,105694,11
3661,105871,27
3662,105980,65
3663,105986,3
3665,105991,112
3666,106015,18
3667,106016,362
3668,106025,248
3669,22094,3
3670,106122,3
3671,106126,3
3672,106159,179
3673,106277,4
3674,106289,201
3675,106293,3
3676,106295,27
3677,106312,27
3678,106334,3
3679,106353,4
3680,106355,27
8854,122821,27
3682,106468,248
3683,106572,160
3684,106631,27
3685,106737,11
3686,106751,442
3687,106804,27
3688,106809,112
3689,106812,10
3690,106836,112
3691,106838,10
3692,107028,11
3693,107035,27
3694,107036,3
3695,107045,27
3696,107067,112
3697,107087,112
3698,107139,11
3699,107147,3
3700,107173,27
3701,107186,27
3702,107252,27
3703,107253,112
3704,23530,3
3705,107271,27
3706,107273,112
3707,107275,27
3708,107279,3
3709,107293,3
3710,107304,3
3711,107319,27
3712,107320,112
3713,107324,112
3714,107333,112
3716,107346,112
