nachnameId,nachname,nachname_quelle,nachname_bemerkungen
476,von Selb,v. Selb,
477,Schaur,Schaur,
478,Winklmayr,"Winkhlmayr, Winkhmayr, Winklmayr, Wincklmayr, Finckhlmayr",
479,von Heffner,"v. Heffener, v. Heffner, de Hefener",
480,Hibler,"Hibler, Hübler, Hüebler, Hüber, Hiebler, Häbler, Hubler, Hybler",
482,Freisleder,"Freißleeder, Freysleeder, Freißleder, Freyßleeder",
483,Pittall,Pitall,
484,Käserer,"Käßerer, Käßer, Käserer, Kässerer, Köserer, Kayserer, Kaser",
485,Fischer,"Fischer, Vischer",
486,Oberngruber,Oberngrueber,
487,Millner,"Millner, Miller, Müllner, Mihlner, Mühlner, Müller",
488,Sigl,"Sigl, Siegl, Zigl",
489,Ott,Oth,
490,Obermayrin,Obermayrin,
491,Glaser,"Glaser, Glasser, Gloser, Glass",
492,Schrof,"Schrof, Schrofen",
493,Sailer,"Sailer, Sailler, Saller",
494,Klinger,"Klinger, Clinger, Klingler, Klünger",
495,Baumann,"Pauman, Baumann, Bauman (selten)",
496,Trunzer,"Trunzer, Trunzner",
497,Gugumus,"Gugumus, Gugomus, Guccumus, v. Gugomos",
499,Prey,"Brey, Prey, Preyer",
500,Dörfel,"Dörffel, Dörffler, Derffel",
501,Kraer,"Kraer, Kraner",
502,Jeitner,"Jeitner, Zeitner, Seitner, Sayel, Seydner, Jeihtel",
503,Orenghi,"Orenghy, Orenghi, Oringhy, Orainghi, Oringhye, Origenhi, Arengho, Oraghi",
504,Voit,"Voith, Vaith",
505,Bencard,"Bencard, Benkard, Bencart, Bernardi, Benwardt",
507,Pachinger,"Pachinger, Pächinger",
508,Pillewizer,"Pillerwizer, Pillewizer, Pillowizer, Pillewüzer, Pilliwizer, Pollewiezer, Püllewüzer, Bülawizer",
509,Mari,Märi,Evtl. identisch mit Marei!
510,Engl,"Engl, Engel",
511,Vogler,"Vogler, Vegler",
512,Krochmann,"Krachman, Krochman",
513,Koller,"Koller, Kholler, Keller, Köller, Kohler, Holler, Gölter, Göller, Gailler, Gäiller, Geiller",
6578,Sallinger,Sallinger,
515,Heubl,"Heubl, Hiebl, Heibl, Hübl, von Heibl",
516,Krug,"Krueg, Krueger",
517,Knaus,"Knaus, Knauss",
518,Springer,Springer,
519,Rollin,"Rollin, Rollie, Roll, Rolling, Rollinet, Röllin",
520,Steinhuber,Stainhueber,
521,Hartmann,"Hartman, Hardman, Hordtman, Hartmon, Hardtman, Härtmann","
"
522,Wismayr,"Wismayr, Wisstmayr, Wissmayr",
523,Düringer,Düringer,
524,Erckl,"Erckhl, Erkher, Erkhl, Erckhell, Ekhl, Engl",
525,Mandlmayr,"Mandlmayr, Wandlmayr, Mantlmayr, Modlmayr",
526,Rothan,"Rothann, Rotton, Rottonn, Rottann, Rottan, Roththann",
527,Wurster,"Wurster, Wuster, Wuester, Woster, Wurscher",
528,Reinbath,"Reinbath, Rembath, Reinbach, Reinpackh, Reinbakh, Rainbath, Reinparth, Rainpath, Reinpolt, Remboth",
529,Frohn,"Frohm, Frobm, From, Fromb, Fohrn, Fohn, Froher",
530,Böhmer,"Pöhmer, Pehmer, Behmer, Löhner, Böhaimb",
531,Funk,"Funkh, Funckh, Fing, Finkh, Fünck",
532,Leypold,"Leypold, Leybold, Leipold, Leupold, Laipoldt, Leyboldt, Leipoldt",
533,Hagen,"Hagen, Haagen, v. Hagen, Hägen, Hagn, Haggen, Hagger, Haaben, Hager",Siehe von Hagen
534,Kiendler,"Kiendler, Könler, Kientler, Köntler, Kienler, Kentler, Kiedler, Köndtler, Kiende, Kindter, Kientler, Khiendl, Kindler, Köntle, Köndle",Sicherlich identisch mit allen Personen des Namens Kindler bzw. viele Doppelanlegungen! Teilweise bereits gelöscht (Kindler) - bitte nicht wieder neu anlegen. [AS]
535,Haglauer,Haglauer,
536,Daissenberger,"Daissenberger, Dassenberger, Dißenberger, Daißenberger, Doissenberger, Daßenberger, Dasenberger, Dossenberger, Sossenberger, Dassenberger, Dachenberger, Assenberger, Daysenberger",
537,von Wenser,"Wenser, Wenßler, v. Wenser, Wenser v. Freyenthurn, de Wenser, Wenßerin, Wernser von und zu Freyen thuern",
538,Seyfried,Seyfrid,
539,Vienne,"Vienne, Venne",
540,Engelschall,"Englschall, v Englschall",
541,Hörmann,"Hörman, Horman, Herman, Hörbman, Hierman, Hörmaner, Görman",
542,Christian,"Christian, Chrüstiani, Christioni, Christiani, Chrüstian",
543,Maret,"Moret, Maret, Mareth",
544,Sandreither,"Sandreither, Santreither, Randreither, Santreitter",
545,Saurauer,"Saurauer, Saurau, Surauer",
546,Förg,"Ferg, Förg, Fieg",
548,Schöttl,"Schöttl, Schettl, Schödl, Schetl, Schötl, Schödtl",
549,Hegele,"Hegele, Hegle, Hekhele, Högle",
550,Jäger,"Jäger, Jager, Jeger",
552,Aigner,"Aigner, Aichner, Aügner",
553,Sibmhard,"Sibmhard, Sinhard, Sünhart, Sübmhardt, Sibenarth, Schmibhart [oder Schimbhart?]",
554,Grohammer,Grohamer,
555,Fichtner,"Fiechtner, Füechtner, Viechtner, Fichtner, Fürchtner, Veichtner, Fürthner, Fürhtner, Fiertner, Füchtner, Forstner, Feichtner",
557,Steininger,Staininger,
558,Höck,"Hökh, Hockh, Kökh",
559,Freymädl,"Freymädl, Freymatl, Freymändl, Freymäntl, Freymadl",
560,Kästl,"Kästl, Kastl, Kestl, Cäestl",
561,von Churfeld,"v. Curfeld, v. Churfeld",
562,Klingenbrunner,"Klingenpruner, Klingenbruner, Klingenbruer",
563,Täsch,"Täsch, Tösch, Däsch, v. Täsch",
565,Grass,"Gras, Gräß, Grass, Graß, Graiß","Zumindest die Familie Grass in Bürs existiert bis heute und schreibt sich mit ""ss"". https://www.herold.at/telefonbuch/SHqkf_b%C3%BCrs/was_gra%C3%9F/, daher Name bitte mit ""ss"" belassen."
566,Malanesta,"Malanesta, Malanotha, Mallanotti",
567,Rohrwürth,"Rohrwürth, Rohrwirth",
568,Käpler,"Kapler, Kappler, Käppler, Käpler, Käpl, Gapler",
569,Martinelli,"Martinelli, Martinelle, Mortinelli",
570,Hengsberger,"Hengsperger, Hensperger, Henkhsperger, Henkhßperger",
571,Rigotti,"Rigoti, Rigolti, Rigotti",
572,Grimaldi,Grimaldi,
574,Lobmayr,Lobmayr,
575,Hinterberger,"Hinterberger, Hinderberger, Hindernperger",
577,Daniel,Daniel,
937,Langheinrich,Langhainrich,
579,Feilotter,"Veilloder, Feilloder, Vellodner, Veillokher, Vellodter, Weillandter","Familie aus Nürnberg. Bayerisches Hauptstaatsarchiv, Reichskammergericht, Bd. 12, Nr. 5092, S. 7 (Johann Feilotter)."
580,Schwarz,"Schwarz, Schwaz",
582,Seybold,"Seybold, Seebold, Seybalth, Seypold, Seywold, Sebaldt, Seywald, Seywalth, Seywaldt, Seyboldt, Sebolth",
583,Schedl,"Schedl, Schödl, Schädl, Schedtl, Schidl, Schöderl, Schettl, Schadtel",
586,Steinheibl,"Stainheibl, Stainheubl",
587,Gänsler,"Gänßler, Gänsler",
588,Voggerreuther,"Voggerreuther, Voggerreither, Vokhereither, Vockhereither, Voggerreider, Noggerreüther, Vockherreither, Vokhenreither, Voggerreitter, Voggenreither, Vogerreider, Vogenreither",
589,Gritsch,"Gritsch, Kritsch, Krisch, Rietsch, Grietsch, Grith",
590,Thiel,"Thiell, Thel?, Thierl, Thieler, Thile, Düll, v. Thiell, Dhielle, Thierl",
591,von Lamberg,"v. Lamberg, Lamperg",
593,Stubeck,"Stubekh, Stupeck, Stubökh, Stupökh, Stöbach",
594,Pollniz,"Pollniz, Pollnit",
595,Kriegner,"Krieger, Kriegner, Krüegner, Krienger, Kriegner, Khrieger, Krüegner",
596,Gämbl,"Gämbl, Gabl, Gäml, Gaml","Siehe auch die Ortsbezeichnung ""Gämblau""!
In den Katasterplänen als ""Gamel"" und ""Kamel"" zu finden."
597,Hohenreither,"Hohenreither, Hochenreither, Hohenreuther, Hochenreuther, Hechenreither, Hechenreuther",
598,Laimbrucher,"Laimprucher, Lambruckhner, Lampruecher",
599,Stoz,Stoz,
600,Brudersdorfer,Bruederstorffer,
601,Früholz,"Früeholz, Frieholz",
602,Grad,Grad,
603,Weinmeister,"Weinmaister, Weinmeister, Weinmöster",
604,Eisenhofer,"Eisenhofer, Eisenhofen, Eisenhoffer",
6379,Dopeiner,"Dopainer, Topeiner, Dopein, Dopinner, Tobeiner, Dapeiner, Dapemer, Debeiner",
606,Pogner,"Pogner, Bogner, Boggner, Pögner, Bögner",
607,Ducini,"Ducini, Duciri, Duce, Ducci",
608,Carignani,"Carigani, Carignani, Caringnoni, Canigoni, Carignane",
609,von Fünfkirchen,Fünffkürchen,
610,Setti,"Setti, Seti, Sotti",
611,Neukirchner,"Neukürchner, Neukürchen, Neukürcher, Neukhürcher",
5115,Riegor,Riegor,
613,Aicher,"Aicher, Eicher",
615,Grindler,"Grindler, Gründler",
616,Gröbl,"Gröbl, Griebl",
617,Le Comte,"Lee Comte, Lee Conte, de Comte",
618,Maiz,"Maiz, Mäz, Moiz, Mais",
619,Damian,"Damion, Damian, Damin",
621,Thann,"Thann, Thonn, Dann, Than, Thun",
622,Schadt,"Schad, Schadt, Schodt, v. Schadt, Schatt, Schandt",
623,Gnädl,"Gnädl, Gnadl, Knädl, Gnändl",
624,Fellner,"Fellner, Föllner, Fellmer, Fehlmer, Fehlner",
625,Ennstaler,"Enßdaller, Enzthaller, Ennßthaller, Entsthaller",
626,Steibl,"Steibl, Steubl, Steipl, Streibl",
627,Heil,"Heill, Haill, Heille, Heyll, Heihle",
628,Schulzin,Schulzin,
629,Hubmer,"Huebmer, Huember, Huebner, Hueber",event. ident mit Huber
630,Knabich,"Knobich, Knapich, Knabich, Knopich, Knappich, Knepich, Kneppich, Knöppich, Knabitz, Knapitsch, Knatficht",
631,Selhammer,"Selhamer, Seelhamber, Seelhamer, Schelhamer, Schelhammer, Sehlhamer",
632,Perndt,"Perndt, Pernd, Pernt, Bernet, Prand, Prend, Prendt, Berndt, Bernd, Perend, Berendt",
634,Meisenbach,"Meissenbach, Meisenbach, Maisenbach, Meisenpach","Schreibweise bei Paritius, Regensburg (1722) 124."
635,Schachter,"Schachter, Schachtner",
636,Träxler,"Träxler, Träxl, Dröxler, Dröxl, Dräxler, Traxl",
637,Aigl,Aigl,
638,von Breuner,"v. Preuner, v. Preüner, Preiner",
639,von Sastago,"v. Saltago, von Sastago, Sustago",
640,Bernini,"Bernini, de Bernini, v. Bernini, Bernin, Bornin",
641,Veronese,"Verones, Veroness, Veronesse, Veronesso, Verannesa",
642,Perlas,Perlas,de Villanova Perlas Marquis de Rialpe
643,Zeisberger,Zeisberger,
644,Weißmann,"Weißmann, Weissman, Weyßman, Wesman, Wiesman",
647,Kreidemann,"Kreidmann, Kreidemann, Kreudenman, Kreudenmann, Kreiteman, Kreitteman, Kreideman",
648,Pillmann,"Pillman, Pillmann, Pillmoni, Pilman",
650,von Lachowitz,v. Lachowiz,
651,von Tschiderer,von Tschidern,
652,von Schwarzenberg,v. Schwarzenberg,
653,von Jodoci,"v. Jodoci, v. Judoci",
654,Jud,Jud,
656,Sindhuber,"Sindhueber, Sinhueber, Shindthueber",
657,Pernsteiner,Pernstainer,
660,von Mindemann,v. Mindeman,
661,Cornaro,"Cornaro, Conaro",
662,von Dicent,v. Dicent,
663,von Miller,"von Millern, v. Müller, v. Moller",
664,von Berger,"von Berger, von Perger, von Pergern, v. Bergen",
666,von Halden,v. Holdten, 
667,von der Ehr,"von der Ehr, v. Erer",
668,Scheunderer,Scheunderer,
669,Bader,"Paader, Pader, Porder, Podter, Pooder, Poder, Bader, Padter",
670,Pauernfeind,"Paurnfeindt, Paurnfeind",
671,Röck,"Rökh, Reck, Rööck, Rückh, Rükh",
672,Pellissier,"Pellissier, Pellißier, Pellisier, Pelchsier, Belisier, Bellissier, Pelisier, Fellisier, Pilihsier, Phellissier, Pellissei, Bellissieri, Phillisier, Phellisier, Sellisier, Sellissier, Fellissier, Dellisia, Dellisier",
673,Egert,"Egert, Eggerd, Egkert",
674,Stumpf,Stumpff,
675,Heimerl,"Heimerl, Heymerl, Heymel, Haymerl, Heimmerl, Heimerol, Heymerlin, Heymerll, Heymer, Haimer, Hamerl",
677,Holzmayr,"Holzmayr, Holzmager",
678,Gräsl,"Gräsl, Grässl",
679,Haas,"Haas, Höss, Haaß",
682,Wittiber,Wittiber,
683,Chares,"Chares, Cares, Charäs",
14279,von Schalkhammer,v. Schalkhamer,
685,Schröfl,Schröfl,
686,Lampersdorfer,"Lämplstorffer, Lamperstorffer, Lamperster, Lamplstorfer",
687,Pröll,"Pröll, Prüel",
688,Widhalm,"Widhalbm, Widthall, Wildman",
689,von Württemberg,v. Württenberg,
690,Pomler,"Pombler, Pamer",
692,Mösenlechner,"Mössenlechner, Messenlechner, Moßenlehner, Mesenlehner, Möstlehner, Messlechner, Mößlechner, Mosstlechner, Mesenlechner, Misenlechner",
693,Mätler,Mätler,
696,Amon,"Amon, Aman, Amann, Ammon, Armann",
697,Harti,"Harti, Herti, Hartly",
698,Bernhard,Bernhard,
699,Göbl,"Gebl, Göbl, Köbl, Gäbl, Gebel, Göbbl",Siehe auch Gämbl
700,Pamberger,"Pamberger, Pamerßperger",
701,Kilian,"Killian, Kylian",
702,Happach,"Habbach, Happach",
703,Götz,"Göz, Gez, Götz, Göze, Gözer, Getz, Gözl, Görz, Gög, Götzer, Güz",
704,Esslinger,"Eslinger, Eßlinger, Essinger",
705,Eggendorfer,Eggendorffer,
706,Weider,"Weider, Weyder, Weiter, Weyda, Weither",
707,Memler,"Memler, Menler, Wemler [?], Membler, Memer, Mender",
708,von Starhemberg,"von Starhnberg, v. Stahrnberg, Stahrnberg, Stahrnberg zu Gstöttenau, zu Gstettenau",
709,Mühl,"Michl, Mähl, Mühl, Muhl",
710,Rück,"Rück, Rikh, Rickh, Rick, Rükh, Rügg, Riegg, Rigg",
711,Hollner,"Hollner, Hollmer, Holler, Hällner",
712,Friedl,"Friedl, Fridl, Freidl, Fridl",
713,Riezberger,"Riezberger, Rietzberger, Rüezberger",
714,Hartnagl,"Hartnagl, Hörtnagl, Härtnagl, Hertnagl",
715,Weillmann,"Weillman, Weyman",
716,Peissl,"Peissl, Peißl, Peisl",
13964,von Königshofen,v. Königshofen,
6934,Krünin,Krünin,
720,Condone,"Codone, Condano, Condona, Codona, Contone, Condon",
721,Lenderdinger,"Lenderdinger, Lemerdinger, Lendertinger, Lenderinger, Kinderdinger, Linderdinger, Lendtertinger",
722,Binder,"Binder, Pinder, Pünder, Pündter, Bündter",
723,Kayser,"Kayser, Keyser, Käser, Kaiser, Kaisser, Khayserer, Keißer, Keiser, Kaiser, Kheyser",
724,Blommart,"Blumarth, Blumart, Plumarth, Plumardt, Plomart, Blumorth, Blumnarth, Blumbarth, Blumarcht, Blomarckht, Plumart",
725,Laufer,"Lauffer, Laufer",
726,Weickmann,"Weickmann, Weükhmann",
727,de Beyne,"du Peyne, du Beyne, de Beyne, de Beyn, de Bayne, Bey, de Benier, du de Beyne, von Peyr",
728,Suff,Suff,
730,Gschmid,Gschmid,"Wahrscheinlich Synonym von ""Schmid""."
731,Rathgeb,"Rathgeb, Rothgeb, Rotgeb, Rattgeb, Rathgeeb",
732,von Buol,"von Buol, von Puol, von Buoll, von Puoll, v. Becol, von Boull, v. Buell, v. Buel, von Bueln",
733,Dussini,"Dussini, Dusini, Dosini, Dasini, Dutini, Dichini, Duffini, Tassin, Toussini, Ducini",
734,Mäzinger,"Mäzinger, Mözinger, Mazinger, Mozinger, Merzinger, Maizinger, Matzinger",
735,Harrer,"Harer, Harrer",
736,Herndl,"Herndl, Hörndl, Hörnel, Härndl, Haindl, Hiendl",
737,Kürchner,"Kürchner, Kirchner, Kiercher",
738,Ducci,Duci,
739,Pfanzelt,"Pfanzell, Pfanzelt, Pfannzehlt",
740,Landerer,"Landerer, Lander, Landterer",
741,Wind,"Windt, Wündt",
742,Ruess,"Rues, Ruess, Rueß",Variante Ruess in der Lit. gefunden.
743,de La Haye,"de Haye, de La Haye, de La Hage, Lee Haye",
744,Hassecker,"Hassecker, Hassegger, Haßecker, Hassenekher, Haasegger, Holstekher",
745,von Francken,"von Frankn, von Frankh",
746,Buttner,,
747,Balthauser,"Balthaußer, Balthasar",
748,Becker,"Beckher, Peckher, Bekher, Pekher, Pekhar, Beckh, Pekhner, Bekh",
749,Töminger,"Teminger, Theminger, Thominger, Töminger, Timinger, Thaninger, Treninger, Toninger, Teininger, Triminger, Thäminger",
750,Gallicris,,
751,Kunath,"Kunath, Kunoth [?] Kunatt, Kunätt, Kuneth, Kunäth, Kumath, Cunath, Kumert, Cunat, Conath",
752,Demmerl,"Demmerl, Demerel, Demerl, Demberl, Dembler",
7700,Burgermeister,"Burgmaister, Burgermaister, v. Burgmaister",
754,Reiner,"Rainer, Rämer, Rainner, Reiner, Reinner",
4803,Pausel,Pausel,Lesung unsicher
1765,Kögler,"Rigler, Kogler, Kögler, Rögler, Rogler",Alternativ Kögler oder Rögler. Siehe auch Riegler.
757,Frevange,"Frevange, Fravege",
758,Spann,"Spann, Spänn, Span, Spän",
759,Sick,"Sikh, Sükh",
760,Solder,"Solderer, Solder, Soldero, Solderio, Salero",
761,Dietmann,"Dietman, Diethman, Dienstmann, Tietmann",
762,Bassoti,"Bassoti, Passoti, Passati, Posati, Bassetin",
763,Chini,"Chini, Cini, Ciny, Choni",
764,Barachino,"Barrachin, Barachini, Barachin, Barrachini, Bärächin, Borochin, Borohin, Barochin, Barochino, Borachin",
765,von Eilenheim,v. Eilenheimb,
766,Vilossa,,
767,Ertl,"Erthl, Erdl, Ertl, Erkhl, Ertly, Ertle, Eutl",
768,Labeck,"Lapekh, Labekh, Labökh, Lapäckh, Lachbökh, Lapeck, Laßpekh, Lobekh",
769,Räckl,"Räckhl, Rächl",Ident mit Röckl?
770,Bierling,"Pielling, Pürling, Püringer, Pierlinger, Pierling, Pieling, Pührling","Der Familienname ""Pierling"" kommt in Murnau am Staffelsee vor. Evtl. ist das die richtige Form des Namens: MAtriken: Bierling!"
771,Dötl,"Dötl, Detl, Döttl",
772,Apfalder,"Apfalder, Alfalder, Abpfalter, Apfolder",
773,von Koch,"v. Koch, Koch, de Koch",
775,Pedal,"Pedal, Petall, Bedal, Nedäll, Bedall, Betöll, Betall, Redöll",
776,Kuau,ainem Baron Kuau; Kuilau,
10999,Wandeling,Wandeling,
778,Nomacher,,
779,Göschl,"Göschl, Görhell, Göscher, Götschl, Guschl",
781,Heiss,"Heiss, Heis, Heiß, Heuß, Heuss, Heys, Heess, Heysser, Heüser, Heiser, Heyss, Heüsl",
782,Kaufleithner,,
783,Herbst,"Herbst, Hörbst",
784,Günter,"Günter, Gintner",
1284,Kaltschmid,"Kaldschmidt, Kalchschmid",
788,Macht,,
789,de Rialpe,"de Rialpe, de Riolpi, Rialp, de Rialpi, de Relapa, de Rialp, de Realpo, de Riolp, de Realpi, Rialpi",
790,Tiller,,
791,Schwarzhuber,Schwarzhueber,
792,Ebersperger,"Ebersperger, Eblsperger",
793,Eysles,,
794,Dressel,"Dreßl, Dressl, Treßl, Dresl",Zu Familie Dressel vgl. auch die Krems-Datenbank!
795,Wittmann,"Widman, Wiedman, Wittman, Weidman, Widermann, Widerman, Widemann, Wikhman, Wildman, Widtmann, Widtman, Wüdmann, Wüttman, Wittmann, Widterman, Witteman",
796,Wächtler,"Wächtler, Wachtler, Wechtler",
797,Wild,"Wildt, Wilth, Wild, Wilt, Wilh",
798,Probst,"Probst, Prollst, Brobst",
799,Grienberger,"Grienberger, Grüenberger, Krünberger",
800,von Sternbach,,
801,Tschudi,"Tschudi, Tschcudi, Schuti, Scoudi, Schnaej [?]",
802,Rohrer,"Rohrer, Rehrer, Rorer",
803,Ackermann,"Ackherman, Ekhermann, Ankherman, Akhermann, Agermann, Angermann",
804,Bosquet,"Bosquet, Posquet",
805,Protschlaipfer,"Protschlaipfer, Brödtschlaipfer",
806,Geyeneder,"Geyeneder, Geineder, Gaieneder, Geiender, Gaineder, Geiaeder",
807,Heit,"Heut, Heith, Heit, Haill, Heidt",
809,Purner,"Purner, Purer",
810,von Brandeis,"von Brandeis, v. Brandeis, von Brondeis, von Prandeis","Heute: ""von Brandis""."
811,von Mohr,"v. Mohr, de Mohr, v. Morr, Mohr",
812,Dornbacher,"Dornbacher, Dormacher, Dornacher",
813,Valle,"Valle, Volle",
814,Eckhard,"Ekhhard, Ekhard, Egghardt, Ekarth, Ekhert",
815,Bigognini,"Bigonini, Bigangini, Bigongini, Pigagoni, Piggnani, Bigognini, Bonini",
816,Barbieri,"Barberi, Barbieri, Barbiere, Berberi, Barbery, Berbieri, Barbari, Barber",
818,Schulz,,
819,Plumenhuber,"Plumenhueber, Plaimbhueber",
820,Lechenauer,"Lechenauer, Lehenauer, Luechtenauer, Dechenauer, Hechenauer",
821,Minolli,"Minolli, Minoll",
822,Fagerer,,
823,Stöger,"Stöger, Steeger",
824,Laiminger,"Laiminger, Laimbinger, Leiminger, Lieminger, Liembinger, Lainninger, Layminger, Liminger",
825,Pettenkofer,"Pettenkofer, Püttenkhofer, Podtenkofer",
826,Ringer,"Ringer, Singer",Ringer: Lesung unsicher
827,Pernegger,"Pernöger, Pernecker, Vernegger, Pernögger",
828,Strasserin,,
829,Spezinger,"Spezinger, Spazinger, Pezinger",
830,Steiger,,
831,Ebermayr,"Ebermayr, Ebmayr, Ebermair",
832,Margraf,"Margraff, Marggraf",
833,Courlet,"Courleth, Courlette, Courlett, Courleti, Chourlet, Couret",
836,Fromhold,"Fromhold, Fromoldt, Frumhold, Fronhold, Fromhald, Frankhholth",
837,Gischet,"Gioscheti, Gischett, Gitschett, Guschett, Gischüz, Gießhetz",
838,Rothaupt,"Rodthaupt, Rodhaubt, Rothhaubt, Rodthaubt, Rotthaubt, Rathhaubt, Statthaubt",
839,Breuning,"Breuning, Preuning, Preining, Breuninger, Preüning, Prauning",
840,Ducrue,"Duxrue, Duxrui, Ducray, Duirie, Ducart",
841,Aufmuth,Aufmueth,
843,Engler,"Engler, Egler, Enkhler",
844,Krather,,
5478,Piber,"Püber, Piber",
5479,Proberger,,
847,Regenfuß,"Regenfues, Reckenfueß, Regenfueß, Reggenfues, Reckhenfueß, Rugenfues, Rugenlos, Regenfues, Regenlas",Evtl. ident mit Rugendas.
848,Rosenauer,"Rosenauer, Rosenaur, Roßenhauer, Drosenauer",
849,Gäch,"Gäch, Gach",
850,Redl,"Redl, Rödl, Radl, Rethl",
851,von Coellen,"v. Cöllen, v. Böllenn, v. Cölln",
852,Hägele,"Hägele, Hägler, Hägl, Hegele",
7211,von Stephanegg,von Steffanegg,
854,Aschaz,"Aschaz, Oschaz",
856,Schaidthaufen,"Schaidthauffen, Schaidhauffen, Schaidthauff, Schaydhoff, Schadthauffen",
857,Eckmayr,"Eckmayr, Eggmayr, Eggmair",
859,Söldt,,
862,Rettenbacher,"Rettenbacher, Redtenbacher, Redenbacher, Rezenbacher, Röttenbacher, Redenpacher",
863,Tiefenhofer,Tieffenhofer,
864,Schlesinger,"Schleßinger, Schlößinger, Schlessinger, Schleßing, Schlösinger, Scheßinger",
865,Lorenz,"Lorenz, Florenz",
866,Wenzl,"Wenzl, Wezl, Menzl",
867,Henkl,"Henkhl, Henckhl, Hänckhl, Heinchl, Hengl, Hennichl, Hanichl, Henickl, Henkh, Hendl, Henichl, Hengel, Henngl, Hengell, Herrechl, Fechtl, Hanckel",
868,Weber,"Wöber, Weber, Wehber, Wechber",
869,Dinebruck,"Dinebrkh, Dinebrükh",
870,Steiglechner,,
871,Storch,"Storch, Storkh, Storckh",
872,Weckerle,"Weckerle, Wekherle, Wekherl, Weckher, Weckhler, Weckerl, Wekherll, Wergerle, Weckherland",
873,Kalbenhuber,"Kalbenhueber, Kolmhueber, Kalmhueber, Kolbmhueber, Kaltenhuber, Kolbmhofer, Kolmbhuebmer, Kalmbhueber, Kolthueber",
874,von Salaburg,"von Salaburg, v. Sallaburg, v. Salburg, graffen v. Altenhoff, grafen am Altenhof, v. Sallaberg, von Salburg, von Salburg zu Salleberg","Heutige Schreibweise: Salburg. Besitzer von Schloss Altenhof und weiteren Burgen, Schlössern und Herrschaften in Oberösterreich."
875,Högl,"Högl, Higl",
876,Obermayr,"Obermayr, Obermair",
877,Pliem,"Bliemb, Pliem, Pliemb, Plein, Plimb, Plemb",
878,von Gotsching,"v. Gotsching, Gotsching, v. Gottesching, v. Gottesschmidt, v. Gottessching, Gotsching, Gottsching, Gotschnegg, Gottschnid, Gotschenikh, Goteschnig, Goteshing, v. Gottsschnegg, von Gedesching, von Gedersching, v. Gottschnegg, Gottessching, von Godesching, von Gersching, Gottesschniz",
879,Rubacker,"Ruebacher, Ruepacher, Ruechbacher, Ruebackher, Ruepakher, Rubacker, Rupackher, Stubacher, Stupacher, Ruebakher",
880,Schweiger,"Schweiger, Schweyer, Schwaiger",
881,Rother,"Rother, Rothner, Röther, Roder, Rockhor",
882,Bentigalo,,
883,Essler,"Eseler, Esseler, Eßler, Esler",
885,Marnia,"Marnia, Marina, Morina, Marine, Maria, Marian, Marni, Marino",
886,Forstner,"Forstner, Forster, Forchtner",
887,Kopp,"Kopp, Kapp, Kupp, Kop",
888,Pleyer,"Pleyer, Ployer",
891,Minkenleithner,"Minkhenleithner, Mikhleithner",
892,Faltner,"Faltner, Falter, Foldner, Falttner, Feltner",
894,Froschauer,Froschauer,
895,Stränzinger,"Stränzinger, Strönzinger, Stranzinger, Störzinger, Stierzinger, Stänzinger, Stränbinger, Strenzinger, Streißlinger",
896,Eggartnerin,"Eggartnerin, Ehegarthnerin",
897,Daucherin,"Daucherin, Claucherin, Taucherin",
898,Geisler,"Geißler, Geisler, Grissler, Keisler, Geiser, Gaisler",
899,Herzler,"Herzler, Kerzler",
900,Rauch,,
902,Praunsperger,"Praunsperger, Praunberger",
903,de Castagnola,"de Castagnola, Catognola, Castagnia",
904,von Strein,,
905,Jeschti,,
906,Degano,,
907,Schnizer,Schnizer,
908,Kreil,"Kreill, Khreil",ident mit Greill
909,Caldera,"Caldera, Caldero, Callederer, Kalterä",
910,Hofer,"Hofer, Hoffer, Hof, Höfler, Höffer, Hoffler",
911,Herzog,"Herzog, Hörzog",
912,Liebl,,
913,Gigler,"Gigler, Gügler, Gugler, Gegler",
914,Kurz,Kuerz,
915,Gogler,Gogl,
916,von Oettingen,"von Öttingen, Öttingen, v. Öttingen, von Öetting, von Dötting",
917,Edlinger,Edlinger,
918,Seiz,"Seiz, Seiss, Seitz, Seuz, Saiz, Suiz",
920,Wenk,"Wenkh, Benck, Benkh, Weng",
921,Wohlgemut,"Wohlgemueth, Wollgemuth, Wolgemueth",
922,von May,"v. May, ihro gnaden hr. May, de Mayo",
923,von Schwerling,"v. Schmerling, v. Schwerling",
924,Pögl,,
925,Kleth,"Kleth, Kledt, Khlett",
928,Gössinger,"Gößinger, Gassinger, Göstinger, Gössinger, Gossinger",
