angabenId,datum,quelle,bildnummer
80390,1652/05/17,026 (1652),320
80391,1652/05/17,026 (1652),320
80392,1652/05/17,026 (1652),320
80393,1652/05/17,026 (1652),320
80394,1652/05/18,026 (1652),321
80395,1652/05/18,026 (1652),321
80396,1652/05/18,026 (1652),321
80397,1652/05/18,026 (1652),321
80398,1652/05/18,026 (1652),321
80399,1652/05/18,026 (1652),321
80400,1652/05/18,026 (1652),321
80401,1652/05/18,026 (1652),322-325
80402,1652/05/19,026 (1652),325
80403,1652/05/19,026 (1652),325
80404,1652/05/19,026 (1652),325
80405,1652/05/20,026 (1652),325
80406,1652/05/20,026 (1652),325
80534,1652/05/21,026 (1652),326
80535,1652/05/21,026 (1652),326
80536,1652/05/22,026 (1652),326
80537,1652/05/22,026 (1652),326
80538,1652/05/22,026 (1652),326
80539,1652/05/22,026 (1652),326
80824,1652/05/22,026 (1652),327
80825,1652/05/22,026 (1652),327
80826,1652/05/22,026 (1652),327
80827,1652/05/22,026 (1652),327
80828,1652/05/22,026 (1652),327
80829,1652/05/22,026 (1652),327
80830,1652/05/22,026 (1652),327
80831,1652/05/23,026 (1652),328
80832,1652/05/23,026 (1652),328
80833,1652/05/23,026 (1652),328
80834,1652/05/23,026 (1652),328
80835,1652/05/24,026 (1652),329
80836,1652/05/24,026 (1652),329
80837,1652/05/24,026 (1652),329
80838,1652/05/24,026 (1652),329
80839,1652/05/24,026 (1652),329
80840,1652/05/24,026 (1652),329
80841,1652/05/24,026 (1652),329
80842,1652/05/24,026 (1652),330
80843,1652/05/24,026 (1652),330
80844,1652/05/24,026 (1652),330
80845,1652/05/24,026 (1652),330-331
80846,1652/05/24,026 (1652),331-332
80847,1652/05/24,026 (1652),332
80848,1652/05/24,026 (1652),332
80849,1652/05/25,026 (1652),333
80850,1652/05/25,026 (1652),333
80851,1652/05/25,026 (1652),333
80852,1652/05/25,026 (1652),333
80853,1652/05/25,026 (1652),333
80854,1652/05/25,026 (1652),333
80855,1652/05/25,026 (1652),333
80856,1652/05/25,026 (1652),333
80857,1652/05/25,026 (1652),334
80858,1652/05/25,026 (1652),334
80859,1652/05/25,026 (1652),334
80860,1652/05/25,026 (1652),334
80861,1652/05/25,026 (1652),334
80862,1652/05/25,026 (1652),334
80863,1652/05/25,026 (1652),334
80864,1652/05/25,026 (1652),335
80865,1652/05/25,026 (1652),335
80866,1652/05/26,026 (1652),336-337
80867,1652/05/26,026 (1652),337
80868,1652/05/26,026 (1652),338
80869,1652/05/26,026 (1652),338
80870,1652/05/26,026 (1652),338
80871,1652/05/26,026 (1652),338
80872,1652/05/26,026 (1652),338
80873,1652/05/26,026 (1652),338
80874,1652/05/27,026 (1652),339
80875,1652/05/27,026 (1652),339
80876,1652/05/27,026 (1652),339
80877,1652/05/27,026 (1652),339
80878,1652/05/27,026 (1652),339
80879,1652/05/27,026 (1652),339-340
80880,1652/05/27,026 (1652),340
80881,1652/05/27,026 (1652),340-341
80883,1652/05/27,026 (1652),341
80884,1652/05/27,026 (1652),341
80885,1652/05/27,026 (1652),341
80886,1652/05/27,026 (1652),341
80887,1652/05/28,026 (1652),342
80888,1652/05/28,026 (1652),342
80889,1652/05/28,026 (1652),342
80890,1652/05/28,026 (1652),342
80891,1652/05/28,026 (1652),342
80892,1652/05/28,026 (1652),342
80893,1652/05/28,026 (1652),342
80894,1652/05/28,026 (1652),343
80895,1652/05/28,026 (1652),343
80896,1652/05/28,026 (1652),343
80897,1652/05/28,026 (1652),343
80898,1652/05/28,026 (1652),343
80905,1652/05/29,026 (1652),344
80906,1652/05/29,026 (1652),344
80907,1652/05/29,026 (1652),344
80908,1652/05/29,026 (1652),344
80909,1652/05/29,026 (1652),344
80910,1652/05/29,026 (1652),344
80911,1652/05/29,026 (1652),344
80912,1652/05/29,026 (1652),344
80913,1652/05/29,026 (1652),345
80914,1652/05/29,026 (1652),345
80915,1652/05/29,026 (1652),345
80917,1652/05/29,026 (1652),345
80921,1652/05/30,026 (1652),346
80922,1652/05/30,026 (1652),346
80923,1652/05/30,026 (1652),346-347
80924,1652/05/30,026 (1652),347
80925,1652/05/30,026 (1652),347
80926,1652/05/30,026 (1652),347
80927,1652/05/30,026 (1652),347
80928,1652/05/30,026 (1652),347
80929,1652/05/31,026 (1652),348
80930,1652/05/31,026 (1652),348
80931,1652/05/31,026 (1652),348
80932,1652/05/31,026 (1652),348
80933,1652/05/31,026 (1652),348
80934,1652/05/31,026 (1652),348
80935,1652/05/31,026 (1652),348
80936,1652/05/31,026 (1652),349
80937,1652/05/31,026 (1652),349
80938,1652/05/31,026 (1652),349
80939,1652/05/31,026 (1652),349
80940,1652/05/31,026 (1652),349
80941,1652/05/31,026 (1652),349
80942,1652/05/31,026 (1652),349
80943,1652/06/01,026 (1652),350
80944,1652/06/01,026 (1652),350
80945,1652/06/01,026 (1652),350
80946,1652/06/01,026 (1652),350
80947,1652/06/01,026 (1652),350
80948,1652/06/01,026 (1652),350
80949,1652/06/01,026 (1652),350
80950,1652/06/01,026 (1652),351
80951,1652/06/01,026 (1652),351
80952,1652/06/01,026 (1652),351
80953,1652/06/01,026 (1652),351
80954,1652/06/01,026 (1652),351
80955,1652/06/01,026 (1652),351-352
80956,1652/06/01,026 (1652),352
80957,1652/06/02,026 (1652),352
80958,1652/06/02,026 (1652),352
80959,1652/06/02,026 (1652),352
80960,1652/06/02,026 (1652),353
80961,1652/06/02,026 (1652),353
80962,1652/06/02,026 (1652),354
80963,1652/06/02,026 (1652),354
80964,1652/06/02,026 (1652),354
80965,1652/06/02,026 (1652),354
80966,1652/06/02,026 (1652),354
80967,1652/06/02,026 (1652),354
81277,1652/06/03,026 (1652),355
81279,1652/06/03,026 (1652),355
81280,1652/06/03,026 (1652),355
81282,1652/06/03,026 (1652),355
81284,1652/06/03,026 (1652),355
81286,1652/06/03,026 (1652),355
81287,1652/06/03,026 (1652),355
81288,1652/06/03,026 (1652),355-356
81290,1652/06/03,026 (1652),356
81291,1652/06/03,026 (1652),356
81292,1652/06/03,026 (1652),356
81294,1652/06/03,026 (1652),356
81296,1652/06/03,026 (1652),356
81297,1652/06/03,026 (1652),356
81300,1652/06/04,026 (1652),357
81301,1652/06/04,026 (1652),357
81302,1652/06/04,026 (1652),357
81304,1652/06/04,026 (1652),357
81305,1652/06/04,026 (1652),357
81306,1652/06/04,026 (1652),357
81307,1652/06/04,026 (1652),358
81308,1652/06/04,026 (1652),358
81309,1652/06/04,026 (1652),358
81310,1652/06/04,026 (1652),358
81311,1652/06/04,026 (1652),358
81312,1652/06/04,026 (1652),359
81337,1652/06/05,026 (1652),360
81338,1652/06/05,026 (1652),360
81339,1652/06/05,026 (1652),360
81340,1652/06/05,026 (1652),360
81341,1652/06/05,026 (1652),360
81342,1652/06/05,026 (1652),360
81343,1652/06/05,026 (1652),360
81344,1652/06/05,026 (1652),361
81345,1652/06/05,026 (1652),361
81346,1652/06/05,026 (1652),361
81347,1652/06/05,026 (1652),361
81348,1652/06/05,026 (1652),361
81349,1652/06/06,026 (1652),362
81350,1652/06/06,026 (1652),362
81351,1652/06/06,026 (1652),362-363
81352,1652/06/06,026 (1652),363
81353,1652/06/06,026 (1652),363
81354,1652/06/06,026 (1652),363
81355,1652/06/06,026 (1652),363
81356,1652/06/06,026 (1652),363
81357,1652/06/06,026 (1652),363
81358,1652/06/06,026 (1652),364-365
81359,1652/06/06,026 (1652),365
81360,1652/06/07,026 (1652),365
81361,1652/06/07,026 (1652),365
81362,1652/06/07,026 (1652),365
81363,1652/06/07,026 (1652),365
81364,1652/06/07,026 (1652),365
81365,1652/06/07,026 (1652),365
81366,1652/06/07,026 (1652),366
81367,1652/06/07,026 (1652),366
81368,1652/06/07,026 (1652),366
81369,1652/06/07,026 (1652),366
81370,1652/06/07,026 (1652),366
81371,1652/06/07,026 (1652),366
81372,1652/06/07,026 (1652),366
81373,1652/06/07,026 (1652),366
81374,1652/06/07,026 (1652),366
81375,1652/06/07,026 (1652),367
81376,1652/06/07,026 (1652),367
81377,1652/06/07,026 (1652),367
81378,1652/06/07,026 (1652),367
81379,1652/06/08,026 (1652),367
81380,1652/06/08,026 (1652),367
81381,1652/06/08,026 (1652),367
81382,1652/06/08,026 (1652),368
81383,1652/06/08,026 (1652),368
81384,1652/06/08,026 (1652),368
81385,1652/06/08,026 (1652),368
81386,1652/06/08,026 (1652),368
81387,1652/06/08,026 (1652),368-369
81388,1652/06/08,026 (1652),369
81389,1652/06/08,026 (1652),369
81390,1652/06/08,026 (1652),369
81391,1652/06/08,026 (1652),369
81392,1652/06/08,026 (1652),369
81393,1652/06/08,026 (1652),369
81394,1652/06/08,026 (1652),369
82122,1652/06/09,026 (1652),370
82124,1652/06/09,026 (1652),370
82125,1652/06/09,026 (1652),370
82195,1652/06/09,026 (1652),371
82196,1652/06/09,026 (1652),371
82197,1652/06/10,026 (1652),371
82198,1652/06/10,026 (1652),371
82199,1652/06/10,026 (1652),371
82200,1652/06/10,026 (1652),371
82201,1652/06/10,026 (1652),371
82202,1652/06/10,026 (1652),371
82203,1652/06/10,026 (1652),372
82204,1652/06/10,026 (1652),372
82205,1652/06/10,026 (1652),372
82206,1652/06/10,026 (1652),372
82207,1652/06/10,026 (1652),372
82208,1652/06/10,026 (1652),372
82209,1652/06/10,026 (1652),372
82210,1652/06/10,026 (1652),373
82211,1652/06/10,026 (1652),373
82212,1652/06/10,026 (1652),373
82213,1652/06/10,026 (1652),373
82214,1652/06/10,026 (1652),373
82215,1652/06/10,026 (1652),373
82216,1652/06/10,026 (1652),373
82217,1652/06/11,026 (1652),374
82218,1652/06/11,026 (1652),374
82219,1652/06/11,026 (1652),374
82220,1652/06/11,026 (1652),374
82221,1652/06/11,026 (1652),374-375
82222,1652/06/11,026 (1652),375
82223,1652/06/11,026 (1652),375
82224,1652/06/11,026 (1652),375
82225,1652/06/11,026 (1652),375
82226,1652/06/11,026 (1652),375
82227,1652/06/11,026 (1652),376
82228,1652/06/11,026 (1652),376
82229,1652/06/11,026 (1652),376
82230,1652/06/11,026 (1652),376-377
82231,1652/06/11,026 (1652),377
82232,1652/06/11,026 (1652),377
82233,1652/06/11,026 (1652),377
82234,1652/06/11,026 (1652),377
83450,1652/06/12,026 (1652),378
83451,1652/06/12,026 (1652),378
83452,1652/06/12,026 (1652),378
83453,1652/06/12,026 (1652),378
84041,1652/06/13,026 (1652),379
84042,1652/06/13,026 (1652),379
84043,1652/06/13,026 (1652),379
84044,1652/06/13,026 (1652),379
84045,1652/06/13,026 (1652),379
84046,1652/06/13,026 (1652),379
84047,1652/06/13,026 (1652),379
84048,1652/06/13,026 (1652),380
84049,1652/06/13,026 (1652),380
84050,1652/06/13,026 (1652),380
84601,1652/06/13,026 (1652),381
84602,1652/06/13,026 (1652),381
84603,1652/06/13,026 (1652),381
84604,1652/06/13,026 (1652),381
84605,1652/06/13,026 (1652),381
84606,1652/06/13,026 (1652),381
84607,1652/06/13,026 (1652),381
84608,1652/06/14,026 (1652),382
84609,1652/06/14,026 (1652),382
84610,1652/06/14,026 (1652),382
84611,1652/06/14,026 (1652),382
84612,1652/06/14,026 (1652),382-383
84613,1652/06/14,026 (1652),383
84614,1652/06/14,026 (1652),384
84615,1652/06/14,026 (1652),384
84616,1652/06/14,026 (1652),384
84617,1652/06/14,026 (1652),384
84618,1652/06/14,026 (1652),384
84619,1652/06/14,026 (1652),384
84620,1652/06/15,026 (1652),385
84621,1652/06/15,026 (1652),385
84622,1652/06/15,026 (1652),385
84623,1652/06/15,026 (1652),385
84624,1652/06/15,026 (1652),385
84625,1652/06/15,026 (1652),385
