fahrzeugId,personenId,herkunft,region,maut_fl,maut_s,maut_d,fahrtrichtungId
1,168,2,4,,,6,2
2,169,225,6,,,6,2
3,170,4,6,,,6,2
4,169,225,6,,,6,2
5,171,5,6,,,6,2
6,172,11,122,,,16,2
7,1495,26,6,,,6,2
8,174,27,1,,,16,2
9,2581,59,2,,,18,2
10,176,4,6,,,6,2
11,177,10,38,,,16,2
12,13496,28,6,,,6,2
13,179,11,122,,,16,2
14,2014,29,6,,,16,2
15,181,9,5,,,16,2
16,1696,30,34,,,16,2
17,183,36,40,,1,18,2
18,184,28,6,,,6,2
19,185,66,6,,,18,2
20,1671,3,6,,,6,2
21,88,3,6,,,16,1
22,4975,5,6,,,6,2
23,193,11,122,,,16,2
24,2396,26,6,,,6,2
25,15000,29,6,,,6,2
26,186,3,6,,,16,2
27,2598,29,6,,,6,2
28,2365,69,2,,,16,2
29,4703,70,5,,,16,2
30,190,11,122,,1,2,2
31,204,10,38,,,6,2
32,1495,26,6,,,6,2
33,171,5,6,,,6,2
34,734,32,2,,,16,2
35,197,2,4,,,6,2
36,198,8,5,,,16,2
37,2082,31,6,,,16,2
38,200,13,38,,1,4,2
39,201,10,38,,,16,2
40,202,66,6,,,12,2
41,203,66,6,,,12,2
42,204,10,38,,,6,2
43,88,3,6,,,16,2
44,3139,8,5,,,16,2
45,169,225,6,,,6,2
46,6859,66,6,,,6,2
47,169,225,6,,,6,2
48,104,3,6,,,6,2
49,207,10,38,,,6,2
50,208,2,4,,,6,2
51,170,4,6,,,16,2
52,169,225,6,,,6,2
53,171,5,6,,1,4,2
54,203,66,6,,,6,2
55,200,13,38,,,18,2
56,209,10,38,,,16,2
57,210,10,38,,,6,2
58,4956,8,5,,,16,2
59,204,10,38,,,6,2
60,212,71,38,,,6,2
61,200,13,38,,1,2,1
62,213,32,2,,1,18,2
63,214,30,34,,,16,2
64,169,225,6,,,6,2
65,122,1274,2,,,6,2
66,215,34,2,,,6,2
67,216,35,6,,,6,2
68,3311,75,6,,,10,2
69,2014,29,6,,,16,2
70,1449,11,122,,,16,2
71,219,33,6,,,6,2
72,4158,21,34,,,16,2
73,221,2,4,,,6,2
74,2365,69,2,,,16,2
75,222,5,6,,,6,2
76,1495,26,6,,,6,2
77,222,5,6,,,6,2
78,190,11,122,,,16,2
79,171,5,6,,,6,2
80,259,13,38,,,,2
81,260,8,5,,,16,2
82,261,32,2,,,24,2
83,263,3,6,,,16,1
84,265,3,6,,,,2
85,269,3,6,,,6,2
86,271,175,6,,,16,2
87,1459,13,38,,,16,2
88,277,78,2,,,6,2
89,209,10,38,,,16,1
90,280,3,6,,,16,1
91,282,35,6,,,18,2
92,263,3,6,,,16,2
93,283,11,122,,,16,2
94,285,39,5,,,16,2
95,169,225,6,,,16,1
96,286,8,5,,,16,2
97,288,175,6,,,16,2
98,2375,40,2,,,16,2
99,291,4,6,,,6,2
100,293,11,122,,,16,2
101,168,2,4,,,6,2
102,321,15,3,,,16,2
103,5393,3,6,,,6,2
104,324,10,38,,,6,2
105,326,4,6,,,6,2
106,280,3,6,,,16,2
107,204,10,38,,,16,2
108,171,5,6,,,6,2
109,170,4,6,,,16,2
110,204,10,38,,,16,1
111,328,5,6,,,12,2
112,331,82,2,,1,18,2
113,222,5,6,,,6,2
114,333,41,2,,,16,2
115,334,32,2,,1,18,2
116,207,10,38,,,6,2
117,336,30,34,,,16,2
118,337,8,5,,,16,2
119,339,42,34,,,16,2
120,1386,8,5,,,16,2
121,341,8,5,,,16,2
122,342,4,6,,,16,2
123,343,225,6,,,18,2
124,344,44,6,,,6,2
125,345,8,5,,,16,2
126,347,15,3,,,16,2
127,2016,57,2,,2,12,2
128,358,72,42,,3,6,2
129,328,5,6,,,16,2
130,360,30,34,,,6,2
131,734,32,2,,,16,2
132,364,28,6,,,16,2
133,197,2,4,,,6,2
134,328,5,6,,,22,2
135,377,3,6,,,6,2
136,203,66,6,,,6,2
137,378,83,6,,,6,2
138,171,5,6,,,6,2
139,379,11,122,,,16,2
140,404,32,2,,1,18,2
141,406,13,38,,,16,2
142,210,10,38,,,6,2
143,207,10,38,,,6,2
144,410,9,5,,,16,2
145,406,13,38,,,16,1
146,413,8,5,,,16,2
147,204,10,38,,,16,2
148,169,225,6,,,6,2
149,170,4,6,,,6,2
150,1495,26,6,,,6,2
151,208,2,4,,,6,2
152,171,5,6,,,6,2
153,11786,10,38,,,6,2
154,198,8,5,,,16,2
155,425,5,6,,,6,2
156,426,10,38,,,6,2
157,222,5,6,,,6,2
158,210,10,38,,,6,2
159,427,13,38,,,24,2
160,207,10,38,,,6,2
161,429,8,5,,,16,2
162,171,5,6,,,6,2
163,431,225,6,,,18,2
164,432,46,34,,,16,2
165,171,5,6,,,6,2
166,221,2,4,,,6,2
167,170,4,6,,,6,2
168,328,5,6,,,6,2
169,445,22,2,,,16,2
170,447,2,4,,,6,2
171,324,10,38,,,6,2
172,467,11,122,,,6,2
173,454,3,6,,,6,2
174,455,47,2,,,6,2
175,222,5,6,,,6,2
176,185,66,6,,1,6,2
177,1696,30,34,,,16,2
178,5196,10,38,,,12,2
179,467,11,122,,,16,2
180,484,32,2,,1,18,2
181,485,28,6,,,24,2
182,219,33,6,,,6,2
183,326,4,6,,,6,2
184,4370,15,3,,,16,2
185,494,48,38,,,16,2
186,498,30,34,,,16,2
187,501,42,34,,,16,2
188,4703,70,5,,,16,2
189,171,5,6,,,6,2
190,505,32,2,,2,12,2
191,506,11,122,,,16,2
192,508,85,6,,1,18,2
193,509,17,6,,,16,2
194,288,175,6,,,6,2
195,510,30,34,,,16,2
196,512,86,43,,,24,2
197,519,13,38,,,6,2
198,520,49,2,,,16,2
199,522,30,34,,,16,2
200,326,4,6,,,6,2
201,506,11,122,,,16,2
202,169,225,6,,,16,2
203,168,2,4,,,6,2
204,530,87,6,,,6,2
205,200,13,38,,1,2,2
206,171,5,6,,,6,2
207,532,50,1,,,16,1
208,183,36,40,,4,24,2
209,170,4,6,,,6,2
210,537,225,6,,,6,2
211,538,8,5,,,16,2
212,4941,225,6,,,6,2
213,540,66,6,,,6,2
214,169,225,6,,,6,2
215,541,3,6,,,6,2
216,343,225,6,,1,6,1
217,542,13,38,,,6,2
218,543,29,6,,,16,2
219,545,89,1,,,16,2
220,1386,8,5,,1,2,2
221,2014,29,6,,1,18,2
222,546,90,81,,,24,2
223,204,10,38,,,16,2
224,548,13,38,,,16,2
225,171,5,6,,,6,2
226,549,385,6,,,6,2
227,550,66,6,,,12,2
228,326,4,6,,,6,2
229,552,92,2,,,6,2
230,2396,26,6,,,16,2
231,177,10,38,,,6,2
232,555,93,,,,6,2
233,556,94,6,,,18,2
234,558,225,6,,,6,2
235,559,28,6,,,6,2
236,169,225,6,,,6,2
237,560,13,38,,,16,1
238,562,9,5,,1,2,2
239,574,90,81,,,24,2
240,575,3,6,,,16,2
241,576,22,2,,,16,2
242,577,9,5,,1,2,2
243,186,3,6,,,6,2
244,600,51,2,,1,18,2
245,601,29,6,,,6,2
246,602,35,6,,,18,2
247,603,30,34,,,16,2
248,1495,26,6,,,6,2
249,606,29,6,,,16,2
250,607,13,38,,,16,2
251,506,11,122,,,16,2
252,615,22,2,,,16,2
253,616,30,34,,1,2,2
254,618,15,3,,,16,2
255,185,66,6,,1,2,2
256,209,10,38,,,16,1
257,2437,96,6,,1,18,2
258,621,52,6,,,16,2
259,622,86,43,,,24,2
260,204,10,38,,1,2,2
261,624,53,1,,,6,2
262,1449,11,122,,1,2,2
263,197,2,4,,,6,2
264,633,11,122,,,16,2
265,635,97,2,,1,18,2
266,3748,11,122,,,16,2
267,637,10,38,,,6,2
268,16378,21,34,,,16,2
269,1495,26,6,,,16,1
270,640,225,6,,,18,2
271,328,5,6,,,6,2
272,642,54,2,,,6,2
273,643,32,2,,1,18,2
274,2014,29,6,,,6,2
275,646,82,2,,,16,2
276,1150,21,34,,,16,2
277,342,4,6,,,16,2
278,607,13,38,,,16,1
279,214,30,34,,,16,2
280,209,10,38,,,16,2
281,406,13,38,,,16,2
282,259,13,38,,,16,2
283,185,66,6,,1,2,1
284,648,59,2,,,16,2
285,649,98,2,,,24,2
286,650,99,2,,1,18,2
287,651,54,2,,,16,2
288,426,10,38,,,16,2
289,652,15,3,,,16,2
290,602,35,6,,,16,2
291,171,5,6,,,6,2
292,286,8,5,,,16,2
293,285,39,5,,,16,2
294,207,10,38,,,6,2
295,654,100,2,,,16,2
296,655,101,2,,,16,2
297,656,100,2,,,16,2
298,658,44,6,,,6,2
299,633,11,122,,,16,2
300,360,30,34,,,16,2
301,673,7,2,,,6,2
302,88,3,6,,1,2,1
303,169,225,6,,,6,2
304,2016,57,2,,3,6,2
305,283,11,122,,,16,2
306,485,28,6,,,16,2
307,88,3,6,,,16,1
308,726,24,2,,3,6,2
309,727,15,3,,,16,2
310,731,8,5,,,16,2
311,171,5,6,,,6,2
312,732,64,38,,,16,2
313,734,32,2,,,16,2
314,38950,58,1,,,16,2
315,736,66,6,,,6,2
316,738,7,2,,1,2,2
317,739,102,38,,,16,2
318,740,59,2,,,22,2
319,741,9,5,,1,2,2
320,169,225,6,,,6,2
321,328,5,6,,1,2,2
322,209,10,38,,1,2,2
323,760,14,6,,,6,2
324,169,225,6,,,6,2
325,169,225,6,,,6,2
326,208,2,4,,,6,2
327,5068,32,2,,1,18,2
328,1495,26,6,,,12,2
329,169,225,6,,,6,2
330,770,24,2,,2,12,2
331,2510,24,2,,1,18,2
332,170,4,6,,,16,2
333,772,98,2,,,24,2
334,773,104,43,,,24,2
335,200,13,38,,1,2,2
336,774,60,2,,1,18,2
337,776,13,38,,,16,2
338,777,11,122,,,24,2
339,179,11,122,,,16,2
340,780,13,38,,,16,2
341,222,5,6,,1,2,2
342,784,14,6,,,18,2
343,343,225,6,,2,8,3
344,177,10,38,,,16,2
345,785,24,2,,4,24,2
346,1696,30,34,,,16,2
347,787,98,2,,,24,2
348,177,10,38,,,16,2
349,789,61,2,,1,18,2
350,738,7,2,,,22,2
351,790,8,5,,,6,2
352,791,99,2,,,24,2
353,170,4,6,,,16,1
354,792,4,6,,,16,1
355,797,9,5,,,16,2
356,177,10,38,,,16,2
357,207,10,38,,,6,2
358,806,9,5,,,16,2
359,810,11,122,,,16,2
360,343,225,6,,2,10,2
361,820,11,122,,1,2,2
362,204,10,38,,,16,2
363,821,105,2,,4,,2
364,822,12,35,,,16,2
365,200,13,38,,,16,1
366,4956,8,5,,,6,2
367,784,14,6,,,18,2
368,321,15,3,,,16,2
369,824,87,6,,,6,2
370,825,16,41,,1,18,2
371,826,66,6,,,6,2
372,827,17,6,,1,2,1
373,835,8,5,,,16,2
374,169,225,6,,,6,2
375,836,19,39,,,16,2
376,900,15,3,,,16,2
377,220,21,34,,,16,2
378,177,10,38,,,16,2
379,171,5,6,,,6,2
380,908,9,5,,,16,2
381,910,22,2,,,16,2
382,221,2,4,,,6,2
383,911,110,2,,,6,2
384,918,111,2,,1,18,2
385,821,105,2,,3,6,2
386,204,10,38,,,16,2
387,770,24,2,,1,18,2
388,826,66,6,,,6,2
389,326,4,6,,,6,2
390,920,11,122,,,16,2
391,933,25,6,,,6,2
392,1771,66,6,,,16,2
393,934,26,6,,,6,2
394,650,99,2,,1,18,2
395,209,10,38,,,16,2
396,935,225,6,,,6,2
397,936,403,2,,,16,2
398,937,94,6,,,6,2
399,939,4,6,,,16,2
400,940,51,2,,3,6,2
401,2448,30,34,,,16,2
402,204,10,38,,,6,2
403,169,225,6,,,6,2
404,177,10,38,,,16,2
405,945,42,34,,,16,2
406,946,19,39,,,16,2
407,947,42,34,,,16,2
408,184,28,6,,,16,1
409,328,5,6,,,16,2
410,948,114,42,,3,6,2
411,339,42,34,,,16,2
412,615,22,2,,,16,1
413,88,3,6,,1,8,2
414,949,62,148,,,24,2
415,964,115,42,,1,18,2
416,358,72,42,,1,18,2
417,965,63,42,,1,18,2
418,344,44,6,,1,2,1
419,177,10,38,,1,2,2
420,88,3,6,,1,8,2
421,209,10,38,,2,20,2
422,209,10,38,,,6,2
423,522,30,34,,,16,2
424,979,64,38,,,6,2
425,981,385,6,,,6,2
426,170,4,6,,,16,2
427,169,225,6,,,6,2
428,222,5,6,,,12,2
35280,826,66,6,,,6,2
430,982,24,2,,4,,2
431,984,116,42,,3,6,2
432,16384,370,42,,3,6,2
433,88,3,6,,1,2,2
434,328,5,6,,,16,2
435,985,11,122,,,16,2
436,640,225,6,,,16,2
437,4941,225,6,,,6,2
438,997,118,2,,,6,2
439,177,10,38,,,6,2
440,177,10,38,,,16,2
441,168,2,4,,,6,2
442,1005,35,6,,,18,2
443,1006,24,2,,4,24,2
444,1007,119,5,,,16,2
445,204,10,38,,,16,2
446,203,66,6,,,6,2
447,3139,8,5,,,16,2
448,1008,9,5,,,16,2
449,1009,9,5,,,16,2
450,1016,385,6,,,16,2
451,1017,118,2,,,12,2
452,168,2,4,,,6,2
35281,3748,11,122,,,16,2
454,1024,11,122,,,16,2
455,505,32,2,,,24,2
456,177,10,38,,,16,2
457,1028,16,41,,,24,2
458,1029,120,,,,16,2
459,222,5,6,,,6,2
460,171,5,6,,,6,2
461,1030,15,3,,,16,2
462,1033,121,2,,,16,2
463,1034,8,5,,,16,2
464,344,44,6,,,16,2
465,1035,11,122,,,16,2
466,169,225,6,,,6,2
467,174,27,1,,,16,1
468,1051,16,41,,1,18,2
469,1053,115,42,,1,18,2
470,1054,101,2,,,18,2
471,7582,115,42,,3,6,2
472,1056,49,2,,3,6,2
473,1057,9,5,,1,2,2
474,792,4,6,,,16,2
475,1069,90,81,,1,18,2
476,615,22,2,,,16,2
477,1070,1313,2,,,16,2
478,1071,7,2,,,16,2
479,1072,13,38,,,16,2
480,1073,97,2,,1,18,2
481,1074,10,38,,,6,2
482,177,10,38,,,16,2
483,179,11,122,,,16,2
484,1075,9,5,,,16,2
485,1411,11,122,,,16,2
486,1005,35,6,,,18,2
487,4941,225,6,,,6,2
488,171,5,6,,,6,2
489,170,4,6,,,16,2
490,4140,15,3,,,16,2
491,4530,24,2,,4,24,2
492,1087,123,2,,,16,2
493,1088,3,6,,,6,2
494,1089,66,6,,,16,2
495,508,85,6,,1,18,2
496,1971,127,2,,1,18,2
497,1091,125,2,,,24,2
498,326,4,6,,,6,2
499,1089,66,6,,,16,1
500,169,225,6,,,6,2
501,347,15,3,,,16,2
502,1097,11,122,,,16,2
503,280,3,6,,,6,2
504,1106,126,38,,,6,2
505,345,8,5,,,16,2
506,337,8,5,,,6,2
507,5196,10,38,,,6,2
508,171,5,6,,,6,2
509,4941,225,6,,,6,2
510,1108,127,2,,,16,2
511,2396,26,6,,,6,2
512,1671,3,6,,,6,2
513,1110,4,6,,,6,2
514,171,5,6,,,6,2
515,1120,6,6,,,16,2
516,204,10,38,,1,18,1
517,1123,90,81,,,24,2
518,1124,11,122,,,16,2
519,1125,21,34,,,16,2
520,204,10,38,,,16,2
521,827,17,6,,1,2,2
522,1108,127,2,,,6,2
523,169,225,6,,,6,2
524,406,13,38,,,16,2
525,204,10,38,,,6,2
526,1132,1241,,,,16,2
527,1133,127,2,,,6,2
528,207,10,38,,,6,2
529,1071,7,2,,,16,2
530,1135,125,2,,,24,2
531,204,10,38,,,16,2
532,210,10,38,,,16,2
533,204,10,38,,,16,2
534,16513,30,34,,,6,2
535,1137,9,5,,1,2,2
536,426,10,38,,,16,2
537,1150,21,34,,,16,2
538,214,30,34,,,16,2
539,777,11,122,,,16,2
540,1162,131,6,,1,18,2
541,1449,11,122,,3,10,2
542,1172,60,2,,1,18,2
543,603,30,34,,,16,2
544,1173,62,148,,,24,2
545,197,2,4,,,6,2
546,1190,10,38,,,16,2
547,1191,129,2,,1,2,2
548,1449,11,122,,,16,2
549,1192,114,42,,,16,2
550,5068,32,2,,1,18,2
551,1196,132,2,,1,18,2
552,261,32,2,,1,18,2
553,342,4,6,,,16,2
554,3063,16,41,,1,18,2
555,1190,10,38,,,16,2
556,1201,10,38,,,16,2
557,88,3,6,,,16,1
558,283,11,122,,3,10,2
559,1224,25,6,,,16,1
560,177,10,38,,,16,2
561,344,44,6,,,16,2
562,203,66,6,,,6,2
563,222,5,6,,,6,2
564,1190,10,38,,,16,2
565,1228,30,34,,,16,2
566,204,10,38,,,16,2
567,1231,5,6,,,6,2
568,204,10,38,,,16,2
569,1495,26,6,,,6,2
570,1234,134,34,,,6,2
571,1236,136,2,,,16,2
572,1237,9,5,,1,2,2
573,1248,8,5,,,16,2
574,341,8,5,,,16,2
575,1250,137,42,,4,24,2
576,1251,15,3,,,16,2
577,200,13,38,,1,2,2
578,177,10,38,,,16,2
579,207,10,38,,,6,2
580,738,7,2,,1,2,1
581,1253,29,6,,,6,2
582,177,10,38,,,16,2
583,1254,225,6,,,6,2
584,3129,138,5,,,16,2
585,286,8,5,,1,2,2
586,2597,25,6,,,6,2
587,1257,41,2,,1,18,2
588,544,55,6,,,16,2
589,1258,4,6,,,6,2
590,1190,10,38,,,16,2
591,1268,92,2,,,16,2
592,1270,16,41,,,24,2
593,726,24,2,,4,24,2
594,345,8,5,,,16,2
595,344,44,6,,1,2,2
596,1273,139,2,,,16,2
597,169,225,6,,,6,2
598,185,66,6,,,16,2
599,222,5,6,,,16,2
600,2365,69,2,,,16,2
601,406,13,38,,1,2,1
602,210,10,38,,,16,2
603,1190,10,38,,,16,2
604,1275,42,34,,,16,2
605,562,9,5,,,16,2
606,498,30,34,,,16,2
607,792,4,6,,,16,2
608,1282,140,2,,,16,2
609,1283,13,38,,,6,2
610,259,13,38,,,16,2
611,171,5,6,,,6,2
612,177,10,38,,,6,2
613,1284,26,6,,,16,2
614,209,10,38,,,16,2
615,1286,16,41,,3,6,2
616,328,5,6,,,16,2
617,222,5,6,,,16,2
618,177,10,38,,,22,2
619,1190,10,38,,,16,2
620,169,225,6,,,12,2
621,648,59,2,,,16,2
622,1290,141,,,,16,2
623,900,15,3,,,16,2
624,1292,100,2,,,16,2
625,467,11,122,,,16,2
21436,4941,225,6,,,6,2
627,2014,29,6,,,16,2
628,646,82,2,,,16,2
629,1299,142,2,,2,12,2
630,1300,32,2,,1,18,2
631,1301,29,6,,,6,2
632,174,27,1,,1,2,1
633,1312,60,2,,2,12,2
634,1190,10,38,,,16,1
635,734,32,2,,,16,2
636,1315,100,2,,,16,2
637,200,13,38,,,16,1
638,1318,121,2,,,16,2
639,342,4,6,,,6,2
640,1319,54,2,,,16,2
641,177,10,38,,,22,2
642,1322,9,5,,,16,2
643,8707,8,5,,,16,2
644,1325,16,41,,1,18,2
645,1286,16,41,,,24,2
646,208,2,4,,,6,2
647,494,48,38,,1,2,2
648,170,4,6,,,6,2
649,1338,28,6,,,16,2
650,259,13,38,,,16,1
651,210,10,38,,,16,2
652,207,10,38,,,6,2
653,1190,10,38,,,6,2
654,214,30,34,,,16,2
655,328,5,6,,,16,1
656,334,32,2,,3,6,2
657,1346,27,1,,,16,2
658,1349,30,34,,,16,2
659,169,225,6,,,12,2
660,222,5,6,,,6,2
661,1089,66,6,,,16,1
662,821,105,2,,3,6,2
663,1351,60,2,,1,18,2
664,1352,105,2,,1,18,2
665,1353,60,2,,1,18,2
666,184,28,6,,,16,2
667,222,5,6,,,22,2
668,336,30,34,,,16,2
669,522,30,34,,1,2,2
670,169,225,6,,,6,1
671,1357,5,6,,,16,2
672,328,5,6,,,16,2
673,1358,8,5,,,16,2
674,1359,9,5,,,16,2
675,1190,10,38,,,16,1
676,1365,60,2,,1,18,2
677,2014,29,6,,,16,1
678,1284,26,6,,,16,1
679,1312,60,2,,1,18,2
680,1368,146,2,,1,18,2
681,1369,16,41,,3,6,2
682,1371,41,2,,2,12,2
683,770,24,2,,4,,2
684,209,10,38,,,6,2
685,204,10,38,,,16,2
686,1190,10,38,,,16,5
687,169,225,6,,,6,2
688,204,10,38,,,16,2
689,1373,22,2,,,16,2
690,1374,8,5,,,16,2
691,1190,10,38,,,16,1
692,1378,149,6,,,16,2
693,1379,13,38,,,6,2
694,169,225,6,,,6,2
695,1254,225,6,,,6,2
696,328,5,6,,,16,2
697,1380,11,122,,4,24,2
698,88,3,6,,1,2,2
699,171,5,6,,,6,2
700,1381,66,6,,2,12,2
701,177,10,38,,,16,2
702,204,10,38,,,16,1
703,3942,150,,,1,18,2
704,543,29,6,,1,2,2
705,1386,8,5,,,16,2
706,1387,151,46,,1,18,2
707,1388,40,2,,,16,2
708,6409,13,38,,,16,2
709,603,30,34,,,16,2
710,200,13,38,,1,2,2
711,328,5,6,,,6,2
712,826,66,6,,,12,2
713,88,3,6,,,16,2
714,1190,10,38,,,16,2
715,1389,30,34,,,16,2
716,806,9,5,,,16,2
717,204,10,38,,,16,1
718,1411,11,122,,,16,2
719,1424,15,3,,,16,2
720,1428,10,38,,,16,2
721,1429,30,34,,,16,2
722,1190,10,38,,,16,2
723,577,9,5,,,16,2
724,1190,10,38,,,16,1
725,1442,66,6,,,16,1
726,1443,92,2,,,16,2
727,1444,16,41,,1,18,2
728,169,225,6,,,16,2
729,220,21,34,,,16,2
730,1449,11,122,,2,4,2
731,221,2,4,,,6,2
732,1190,10,38,,,16,1
733,169,225,6,,,6,2
734,344,44,6,,,16,1
735,326,4,6,,,6,2
736,177,10,38,,,16,2
737,213,32,2,,2,12,2
738,1231,5,6,,,6,2
739,1457,9,5,,,16,2
740,1459,13,38,,,16,1
741,209,10,38,,,6,2
742,171,5,6,,,6,2
743,1190,10,38,,,16,2
744,1035,11,122,,,16,2
745,979,64,38,,,6,2
746,177,10,38,,,16,1
747,520,49,2,,,16,2
748,1162,131,6,,2,4,2
749,328,5,6,,,16,2
750,1465,26,6,,,6,2
751,1190,10,38,,,16,1
752,1231,5,6,,,16,1
753,185,66,6,,1,20,2
754,1190,10,38,,,16,2
755,1468,60,2,,1,18,2
756,1469,83,6,,,6,2
757,222,5,6,,1,2,1
758,344,44,6,,,16,2
759,222,5,6,,,6,2
760,1346,27,1,,1,2,2
761,1471,86,43,,,24,2
762,1474,85,6,,1,18,2
763,1475,66,6,,,16,2
764,1476,155,6,,,6,2
765,770,24,2,,2,12,2
766,1477,15,3,,,16,2
767,1479,61,2,,5,18,2
768,2448,30,34,,,16,2
769,1190,10,38,,,16,1
770,1484,61,2,,2,12,2
771,1485,225,6,,,6,2
772,177,10,38,,,16,2
773,1486,9,5,,,16,2
774,1494,157,2,,4,24,2
775,1495,26,6,,,6,2
776,2014,29,6,,,16,2
777,1496,14,6,,,18,2
778,982,24,2,,4,24,2
779,1497,12,35,,1,2,2
780,1346,27,1,,,16,2
781,4674,11,122,,,16,2
782,1511,1157,42,,1,2,2
783,1512,155,6,,,6,2
784,328,5,6,,1,2,1
785,1511,1157,42,,4,24,2
786,1353,60,2,,1,18,2
787,406,13,38,,,16,2
788,1514,13,38,,,6,2
789,1515,157,2,,2,12,2
790,1516,35,6,,,24,2
791,1517,13,38,,,18,2
792,792,4,6,,1,2,1
793,1172,60,2,,1,18,2
794,209,10,38,,2,20,1
795,1349,30,34,,1,2,2
796,1282,140,2,,,16,1
797,1475,66,6,,,16,1
798,1449,11,122,,1,2,1
799,177,10,38,,1,2,1
800,1541,16,41,,3,6,2
801,261,32,2,,1,18,2
802,785,24,2,,4,24,2
803,168,2,4,,,6,2
804,792,4,6,,,16,2
805,1190,10,38,,1,2,1
806,185,66,6,,,16,2
807,170,4,6,,1,4,2
808,88,3,6,,1,18,1
809,210,10,38,,,16,2
810,1566,9,5,,,16,2
811,406,13,38,,,16,1
812,485,28,6,,,16,1
813,169,225,6,,,16,2
814,1568,24,2,,1,18,2
815,777,11,122,,,24,2
816,1571,17,6,,1,2,1
817,522,30,34,,,16,2
818,1573,1157,42,,3,6,2
819,1284,26,6,,,16,1
820,1574,30,34,,,16,2
821,171,5,6,,,6,2
822,209,10,38,,,16,2
823,934,26,6,,,16,1
824,1575,100,2,,,16,2
825,774,60,2,,1,18,2
826,1338,28,6,,1,2,1
827,650,99,2,,2,12,2
828,1576,62,148,,,24,2
829,190,11,122,,,16,2
830,200,13,38,,1,2,2
831,649,98,2,,,24,2
832,652,15,3,,,16,2
833,2014,29,6,,1,2,1
834,1583,57,2,,2,12,2
835,1584,159,43,,3,6,2
836,1586,29,6,,,16,2
837,222,5,6,,,6,2
838,646,82,2,,,16,2
839,1495,26,6,,,6,2
840,285,39,5,,,16,2
841,204,10,38,,,16,2
842,209,10,38,,1,2,2
843,1589,42,34,,,16,2
844,336,30,34,,,6,2
845,1590,16,41,,,24,2
846,1591,16,41,,1,18,2
847,1592,9,5,,,16,2
848,1349,30,34,,2,20,2
849,2268,66,6,,,6,2
850,1594,92,2,,2,12,2
851,169,225,6,,,6,2
852,186,3,6,,,16,2
853,177,10,38,,1,2,2
854,1595,5,6,,,18,2
855,2014,29,6,,,16,2
856,1071,7,2,,,16,2
857,1596,66,6,,,18,2
858,222,5,6,,,6,2
859,88,3,6,,1,2,1
860,949,62,148,,,24,2
861,797,9,5,,1,2,2
862,1192,114,42,,3,6,2
863,1322,9,5,,,16,2
864,1648,9,5,,,16,2
865,1495,26,6,,,16,2
866,185,66,6,,1,4,1
867,200,13,38,,,16,1
868,259,13,38,,,16,2
869,727,15,3,,,16,2
870,494,48,38,,,16,2
871,177,10,38,,,16,2
872,741,9,5,,,16,2
873,222,5,6,,,16,2
874,328,5,6,,,16,2
875,1162,131,6,,1,2,2
876,209,10,38,,,16,2
877,406,13,38,,1,2,2
878,1369,16,41,,6,12,2
879,190,11,122,,,16,2
880,640,225,6,,,16,2
881,934,26,6,,1,2,2
882,169,225,6,,,16,2
883,1668,44,6,,,16,2
35396,2047,15,3,,,16,2
885,204,10,38,,,16,2
886,1670,96,6,,1,18,2
887,1349,30,34,,,16,2
888,776,13,38,,,16,2
889,169,225,6,,,16,2
890,1671,3,6,,,6,2
891,508,85,6,,1,18,2
892,328,5,6,,1,2,3
893,88,3,6,,1,24,2
894,169,225,6,,,6,2
895,1072,13,38,,,16,2
896,1150,21,34,,,16,2
897,1672,13,38,,1,2,2
898,197,2,4,,,6,2
899,650,99,2,,1,18,2
900,404,32,2,,1,18,2
901,328,5,6,,,16,2
902,259,13,38,,,16,1
903,1679,30,34,,1,2,2
904,1680,8,5,,,16,2
905,934,26,6,,,16,1
906,1682,16,41,,,24,2
907,169,225,6,,,22,2
908,485,28,6,,2,4,3
909,1691,66,6,,,16,2
910,1692,66,6,,,6,2
911,1693,101,2,,,,2
912,222,5,6,,,6,2
913,821,105,2,,3,6,2
914,772,98,2,,,24,2
915,520,49,2,,,16,2
916,1694,15,3,,,16,2
917,169,225,6,,,6,2
918,1695,385,6,,,16,1
919,177,10,38,,,16,2
920,1696,30,34,,,16,2
921,1700,27,1,,1,2,1
922,1270,16,41,,1,18,2
923,169,225,6,,,16,1
924,177,10,38,,,16,2
925,1718,45,6,,,6,2
926,88,3,6,,1,2,2
927,7851,303,6,,1,18,2
928,774,60,2,,1,18,2
929,1033,121,2,,1,2,2
930,1720,28,6,,,6,2
931,1721,66,6,,,6,2
932,1722,165,6,,,18,2
933,1723,9,5,,,16,2
934,283,11,122,,,16,2
935,214,30,34,,,16,2
936,501,42,34,,,16,2
937,1734,166,6,,,16,1
938,1737,44,6,,1,4,2
939,336,30,34,,,16,2
940,177,10,38,,,16,1
941,648,59,2,,,22,2
942,726,24,2,,3,6,2
943,1075,9,5,,,16,2
944,1057,9,5,,1,2,2
945,1763,168,6,,,18,2
946,1764,169,42,,3,6,2
947,640,225,6,,1,4,2
948,1251,15,3,,,16,2
949,1768,66,6,,,16,2
950,1769,30,34,,1,2,2
951,1571,17,6,,1,2,2
952,1449,11,122,,1,2,2
953,9981,15,3,,1,2,2
954,1196,132,2,,1,18,2
955,184,28,6,,,16,2
956,16513,30,34,,,16,2
957,821,105,2,,3,6,2
