fahrzeugId,personenId,herkunft,region,maut_fl,maut_s,maut_d,fahrtrichtungId
11924,204,10,38,,,16,2
11925,506,11,122,,,16,2
11926,4434,241,2,,,24,2
11927,1475,66,6,,,16,1
11928,364,28,6,,,6,2
11929,1571,17,6,,1,2,1
11930,2479,8,5,,,16,2
11931,169,225,6,,,6,2
11932,210,10,38,,,16,2
11933,37271,41,2,,2,12,2
11934,13026,477,,,1,18,2
11935,4252,180,2,,,16,1
11936,169,225,6,,,6,2
11937,9432,8,5,,,16,2
11938,204,10,38,,,16,2
11939,177,10,38,,,16,2
11940,177,10,38,,,16,2
11941,1312,60,2,,1,18,2
11942,1268,92,2,,,16,2
11943,210,10,38,,,16,2
11944,1696,30,34,,,16,2
11945,1672,13,38,,,16,2
11946,2843,105,2,,3,6,2
11947,345,8,5,,,16,2
11948,739,102,38,,,16,1
11949,2479,8,5,,,16,2
11950,792,4,6,,,16,2
11951,2014,29,6,,,16,2
11952,88,3,6,,,16,1
11953,2367,138,5,,,16,2
11954,3141,134,34,,,16,2
11955,505,32,2,,1,18,2
11956,9439,10,38,,,6,2
11957,181,9,5,,1,2,2
11958,88,3,6,,1,18,2
11959,1349,30,34,,,16,2
11960,1190,10,38,,,16,2
11961,326,4,6,,,6,2
11962,1251,15,3,,,16,2
11963,2449,44,6,,,16,1
11964,3748,11,122,,,16,2
11965,3237,13,38,,,16,2
11966,1386,8,5,,,16,2
11967,204,10,38,,,16,2
11968,1325,16,41,,1,18,2
11969,5172,7,2,,,6,2
11970,222,5,6,,,16,2
11971,328,5,6,,,6,2
11972,9448,48,38,,,12,2
11973,1275,42,34,,,16,2
11974,4703,70,5,,,6,2
11975,210,10,38,,,16,2
11976,210,10,38,,,16,2
11977,1190,10,38,,,16,2
11978,4370,15,3,,,16,2
11979,1137,9,5,,1,2,2
11980,8707,8,5,,,16,2
11981,9454,87,6,,,6,2
11982,88,3,6,,,16,2
11983,2161,204,6,,,18,2
11984,169,225,6,,,16,2
11985,9455,32,2,,1,18,2
11986,792,4,6,,,16,2
11987,1284,26,6,,,16,2
11988,7029,66,6,,,16,2
11989,222,5,6,,,16,2
11990,1495,26,6,,,16,2
11991,328,5,6,,,16,2
11992,1190,10,38,,,16,2
11993,204,10,38,,1,2,2
11994,174,27,1,,,16,2
11995,6638,87,6,,,6,2
11996,1411,11,122,,,16,2
11997,1349,30,34,,,16,2
11998,652,15,3,,,16,2
11999,9465,13,38,,,16,2
12000,1495,26,6,,,16,2
12001,328,5,6,,,16,2
12002,204,10,38,,,16,2
12003,821,105,2,,3,6,2
12004,169,225,6,,,12,1
12005,9466,61,2,,1,18,2
12006,222,5,6,,,6,2
12007,1346,27,1,,,16,2
12008,1494,157,2,,2,12,2
12009,2448,30,34,,,16,2
12010,1351,60,2,,1,18,2
12011,1484,61,2,,1,18,2
12012,789,61,2,,1,18,2
12013,726,24,2,,4,24,2
12014,222,5,6,,,6,2
12015,2014,29,6,,,16,1
12016,204,10,38,,,6,2
12017,3031,225,6,,,6,2
12018,3744,82,2,,,6,2
12019,203,66,6,,,6,2
12020,9469,8,5,,,16,2
12021,5196,10,38,,,6,2
12022,210,10,38,,,16,2
12023,494,48,38,,,6,2
12024,2397,4,6,,,16,2
12025,203,66,6,,,6,2
12026,204,10,38,,,16,2
12027,9470,89,1,,,6,2
12028,168,2,4,,,6,2
12029,1190,10,38,,,16,2
12030,177,10,38,,,6,2
12031,171,5,6,,,6,2
12032,939,4,6,,,6,2
12033,1381,66,6,,1,2,2
12034,36651,3,6,,1,2,1
12035,543,29,6,,1,2,2
12036,3627,9,5,,,16,2
12037,1359,9,5,,,16,2
12038,6592,30,34,,,16,2
12039,9476,10,38,,,16,2
12040,168,2,4,,,6,2
12041,203,66,6,,,6,2
12042,5030,32,2,,1,18,2
12043,183,36,40,,1,18,2
12044,1006,24,2,,4,24,2
12045,508,85,6,,,24,2
12046,1231,5,6,,,6,2
12047,169,225,6,,,6,2
12048,1089,66,6,,,16,1
12049,210,10,38,,,16,2
12050,1495,26,6,,,16,2
12051,4530,24,2,,2,12,2
12052,358,72,42,,1,18,2
12053,4965,3,6,,,6,2
12054,328,5,6,,,6,2
12055,1284,26,6,,,16,1
12056,1495,26,6,,1,2,1
12057,4711,337,156,,,24,2
12058,5708,16,41,,1,18,2
12059,1864,16,41,,,24,2
12060,1299,142,2,,1,18,2
12061,378,83,6,,,6,2
12062,1495,26,6,,,6,2
12063,1590,16,41,,,24,2
12064,1190,10,38,,,16,2
12065,204,10,38,,,16,2
12066,7582,115,42,,3,6,2
12067,204,10,38,,,16,2
12068,1583,57,2,,3,6,2
12069,1190,10,38,,,16,1
12070,5454,60,2,,1,18,2
12071,174,27,1,,,16,1
12072,1495,26,6,,,6,2
12073,1089,66,6,,,16,2
12074,9483,15,3,,,16,2
12075,494,48,38,,2,4,2
12076,770,24,2,,2,12,2
12077,7029,66,6,,,16,1
12078,1250,137,42,,3,6,2
12079,1541,16,41,,,24,2
12080,179,11,122,,,16,2
12081,177,10,38,,,16,2
12082,17346,105,2,,3,6,2
12083,602,35,6,,,16,1
12084,1253,29,6,,,16,2
12085,174,27,1,,1,2,1
12086,259,13,38,,,16,2
12087,222,5,6,,,16,2
12088,214,30,34,,,16,2
12089,1424,15,3,,,16,2
12090,1190,10,38,,,16,1
12091,1694,15,3,,,16,2
12092,1720,28,6,,,6,2
12093,8976,66,6,,,12,2
12094,1495,26,6,,,6,2
12095,326,4,6,,,6,2
12096,10329,211,42,,3,6,2
12097,2218,212,42,,3,6,2
12098,1190,10,38,,,16,2
12099,293,11,122,,,16,2
12100,9502,138,5,,,16,2
12101,345,8,5,,,16,2
12102,558,225,6,,,6,2
12103,204,10,38,,,6,2
12104,171,5,6,,,6,2
12105,2697,127,2,,,6,2
12106,558,225,6,,,6,2
12107,1514,13,38,,,16,2
12108,6286,83,6,,,6,2
12109,9506,69,2,,,6,2
12110,1584,159,43,,2,12,2
12111,1571,17,6,,1,2,2
12112,207,10,38,,,6,2
12113,169,225,6,,,6,2
12114,1190,10,38,,,16,1
12115,203,66,6,,,6,2
12116,9507,30,34,,,6,2
12117,6466,2,4,,,6,2
12118,1224,25,6,,,16,1
12119,640,225,6,,,6,2
12120,169,225,6,,,16,2
12121,2030,196,6,,,16,1
12122,1936,16,41,,,24,2
12123,1907,15,3,,,16,2
12124,3437,151,46,,1,18,2
12125,177,10,38,,,16,2
12126,3064,258,2,,1,18,2
12127,2660,98,2,,1,18,2
12128,88,3,6,,,16,2
12129,949,62,148,,,24,2
12130,88,3,6,,1,2,2
12131,1349,30,34,,1,2,2
12132,806,9,5,,,16,2
12133,9524,553,2,,,6,2
12134,558,225,6,,,6,5
12135,171,5,6,,,6,2
12136,3746,30,34,,1,2,2
12137,259,13,38,,,16,1
12138,222,5,6,,,6,2
12139,204,10,38,,1,2,1
12140,558,225,6,,,6,2
12141,9529,22,2,,,6,2
12142,3748,11,122,,,16,2
12143,222,5,6,,,6,2
12144,1495,26,6,,,6,2
12145,5068,32,2,,1,18,2
12146,197,2,4,,,6,2
12147,207,10,38,,,16,2
12148,19911,178,42,,,16,2
12149,1190,10,38,,,16,1
12150,606,29,6,,,16,1
12151,259,13,38,,1,2,2
12152,6062,16,41,,1,18,2
12153,4527,114,42,,3,6,2
12154,939,4,6,,,6,2
12155,2016,57,2,,1,18,2
12156,1053,115,42,,2,20,2
12157,328,5,6,,,16,2
12158,8225,225,6,,,6,2
12159,200,13,38,,,16,2
12160,5296,25,6,,,18,2
12161,4706,4,6,,,6,2
12162,652,15,3,,,16,2
12163,1231,5,6,,,16,1
12164,360,30,34,,,16,2
12165,177,10,38,,,16,2
12166,222,5,6,,,6,2
12167,1495,26,6,,,16,2
12168,739,102,38,,,16,1
12169,637,10,38,,,6,2
12170,426,10,38,,,6,2
12171,9546,26,6,,,6,2
12172,204,10,38,,,16,2
12173,222,5,6,,,6,2
12174,2171,95,6,,,16,2
12175,2014,29,6,,,16,2
12176,985,11,122,,,16,2
12177,169,225,6,,,6,2
12178,7029,66,6,,,16,1
12179,6367,98,2,,,24,2
12180,506,11,122,,1,2,2
12181,16077,13,38,,,16,2
12182,1089,66,6,,,16,1
12183,1231,5,6,,,6,2
12184,1300,32,2,,1,18,2
12185,1571,17,6,,1,2,2
12186,1349,30,34,,1,2,2
12187,3746,30,34,,1,2,2
12188,5776,11,122,,,16,2
12189,7994,29,6,,,16,1
12190,1479,61,2,,3,6,2
12191,1190,10,38,,,16,2
12192,2478,30,34,,,16,2
12193,222,5,6,,,16,2
12194,169,225,6,,,12,1
12195,222,5,6,,1,2,1
12196,1190,10,38,,,6,2
12197,171,5,6,,,6,2
12198,200,13,38,,,16,1
12199,204,10,38,,,16,2
12200,2600,221,6,,,16,2
12201,328,5,6,,,16,1
12202,2804,10,38,,,6,2
12203,1449,11,122,,,16,2
12204,3596,60,2,,1,18,2
12205,9551,12,35,,,6,2
12206,577,9,5,,1,2,2
12207,2397,4,6,,,16,2
12208,2397,4,6,,,,2
12209,9558,418,38,,,6,2
12210,2116,2,4,,,6,2
12211,3744,82,2,,,16,2
12212,982,24,2,,1,18,2
12213,204,10,38,,,16,2
12214,2445,7,2,,,16,2
12215,321,15,3,,,16,2
12216,558,225,6,,,6,2
12217,900,15,3,,,16,2
12218,171,5,6,,,6,2
12219,1190,10,38,,,16,1
12220,3534,11,122,,,16,2
12221,7462,126,38,,,6,2
12222,326,4,6,,,6,2
12223,169,225,6,,,6,2
12224,169,225,6,,,6,2
12225,88,3,6,,,16,1
12226,4658,41,2,,1,18,2
12227,204,10,38,,,6,2
12228,263,3,6,,,16,1
12229,1349,30,34,,2,4,2
12230,3746,30,34,,1,18,2
12231,506,11,122,,1,2,1
12232,293,11,122,,,16,2
12233,7177,345,38,,,6,2
12234,8694,8,5,,,16,2
12235,770,24,2,,1,18,2
12236,204,10,38,,,16,2
12237,2506,195,6,,,16,2
12238,7015,49,2,,4,24,2
12239,222,5,6,,,16,2
12240,9573,554,2,,1,18,2
12241,9574,380,42,,1,18,2
12242,1231,5,6,,,6,2
12243,204,10,38,,,16,2
12244,2863,126,38,,,6,2
12245,1150,21,34,,,16,2
12246,9575,3,6,,,12,2
12247,4941,225,6,,,6,2
12248,9576,13,38,,,6,2
12249,203,66,6,,,12,2
12250,177,10,38,,,16,2
12251,2381,10,38,,,16,2
12252,9577,41,2,,,12,2
12253,9578,175,6,,1,18,2
12254,9579,10,38,,,6,2
12255,648,59,2,,1,2,2
12256,4706,4,6,,,6,2
12257,9580,51,2,,1,18,2
12258,640,225,6,,1,6,2
12259,177,10,38,,,16,2
12260,4563,329,157,,,24,2
12261,3870,15,3,,,16,2
12262,6148,415,6,,,16,2
12263,1133,127,2,,,6,2
12264,655,101,2,,,18,2
12265,171,5,6,,,6,2
12266,17877,4,6,,,16,2
12267,209,10,38,,,16,2
12268,1449,11,122,,1,2,1
12269,1070,1313,2,,,16,2
12270,9587,39,5,,,6,2
12271,6838,15,3,,,16,2
12272,4009,66,6,,,6,2
12273,4683,44,6,,,6,2
12274,2375,40,2,,,16,2
12275,4022,70,5,,,6,2
12276,221,2,4,,,6,2
12277,1190,10,38,,1,2,1
12278,734,32,2,,,16,2
12279,406,13,38,,1,2,2
12280,6409,13,38,,,6,2
12281,505,32,2,,1,18,2
12282,1696,30,34,,,16,2
12283,208,2,4,,,6,2
12284,774,60,2,,1,18,2
12285,9600,29,6,,,16,2
12286,263,3,6,,,16,2
12287,1495,26,6,,,16,1
12288,9454,87,6,,,18,2
12289,204,10,38,,,16,1
12290,9602,7,2,,,6,2
12291,1468,60,2,,1,18,2
12292,2863,126,38,,,12,2
12293,171,5,6,,,6,2
12294,1365,60,2,,1,18,2
12295,2014,29,6,,,16,2
12296,5196,10,38,,,6,2
12297,88,3,6,,,16,2
12298,826,66,6,,,6,2
12299,9575,3,6,,,12,2
12300,558,225,6,,,6,2
12301,1962,10,38,,,24,2
12302,732,64,38,,,16,2
12303,171,5,6,,,6,2
12304,171,5,6,,,6,2
12305,1843,16,41,,,24,2
12306,210,10,38,,,6,2
12307,1411,11,122,,,16,2
12308,615,22,2,,,6,2
12309,328,5,6,,,6,2
12310,1231,5,6,,,16,1
12311,328,5,6,,,6,2
12312,169,225,6,,,6,2
12313,210,10,38,,,6,2
12314,378,83,6,,,6,2
12315,8976,66,6,,,6,2
12316,4530,24,2,,2,12,2
12317,1275,42,34,,,16,2
12318,1351,60,2,,1,18,2
12319,1057,9,5,,,16,2
12320,200,13,38,,,16,2
12321,9612,99,2,,,16,2
12322,9613,86,43,,,24,2
12323,1346,27,1,,,16,2
12324,9295,10,38,,,16,2
12325,177,10,38,,,6,2
12326,179,11,122,,,16,2
12327,1477,15,3,,,16,2
12328,522,30,34,,,16,2
12329,640,225,6,,,16,2
12330,170,4,6,,1,2,2
12331,1234,134,34,,,16,2
12332,1190,10,38,,,16,2
12333,6990,69,2,,,6,2
12334,558,225,6,,,6,2
12335,179,11,122,,,16,2
12336,2166,5,6,,,16,2
12337,9621,39,5,,1,2,2
12338,347,15,3,,,16,2
12339,640,225,6,,,18,2
12340,171,5,6,,,6,2
12341,4271,22,2,,,16,2
12342,4869,41,2,,,24,2
12343,3031,225,6,,,6,2
12344,404,32,2,,1,18,2
12345,190,11,122,,3,6,2
12346,9623,3,6,,,16,2
12347,2365,69,2,,,16,2
12348,9624,25,6,,,6,2
12349,826,66,6,,,6,2
12350,9625,87,6,,,16,2
12351,168,2,4,,,6,2
12352,174,27,1,,,16,2
12353,171,5,6,,,16,2
12354,9629,30,34,,,6,2
12355,190,11,122,,1,18,2
12356,6932,775,6,,,6,2
12357,2478,30,34,,,16,2
12358,4941,225,6,,,12,5
12359,2626,11,122,,,16,2
12360,171,5,6,,,6,2
12361,336,30,34,,,16,2
12362,3123,125,2,,,24,2
12363,177,10,38,,1,2,2
12364,575,3,6,,,6,2
12365,334,32,2,,,24,2
12366,3285,215,5,,,16,2
12367,1248,8,5,,,16,2
12368,2030,196,6,,,16,1
12369,9635,22,2,,2,4,2
12370,209,10,38,,,6,2
12371,209,10,38,,2,20,2
12372,9469,8,5,,,16,2
12373,5946,100,2,,,16,2
12374,2863,126,38,,,18,2
12375,9638,100,2,,,16,2
12376,2079,15,3,,,16,2
12377,222,5,6,,,16,2
12378,760,14,6,,,6,2
12379,9272,30,34,,,16,2
12380,1097,11,122,,,16,2
12381,204,10,38,,,16,2
12382,5910,30,34,,,16,2
12383,177,10,38,,1,2,1
12384,1346,27,1,,1,2,2
12385,4045,195,6,,,16,2
12386,169,225,6,,,6,2
12387,259,13,38,,,16,2
12388,3748,11,122,,,16,2
12389,204,10,38,,1,2,1
12390,171,5,6,,,6,2
12391,5881,100,2,,,16,2
12392,6305,87,6,,,6,2
12393,558,225,6,,,6,2
12394,4140,15,3,,1,2,2
12395,1475,66,6,,1,4,2
12396,640,225,6,,,16,2
12397,171,5,6,,,6,2
12398,203,66,6,,,6,2
12399,9643,105,2,,2,12,2
12400,2653,24,2,,,24,2
12401,209,10,38,,1,18,2
12402,522,30,34,,,16,2
12403,9645,557,2,,2,12,2
12404,2313,11,122,,,16,2
12405,1595,5,6,,,16,2
12406,1190,10,38,,,6,2
12407,2449,44,6,,,16,2
12408,2682,15,3,,1,18,2
12409,1718,45,6,,,6,2
12410,485,28,6,,1,2,3
12411,220,21,34,,,16,2
12412,406,13,38,,,16,2
12413,88,3,6,,,16,1
12414,9652,27,1,,,6,2
12415,5041,32,2,,,24,2
12416,9655,66,6,,,6,2
12417,1811,30,34,,,16,2
12418,9657,140,2,,1,2,2
12419,277,78,2,,,6,2
12420,30602,2,4,,,6,2
12421,207,10,38,,,16,2
12422,1494,157,2,,2,12,2
12423,204,10,38,,,16,2
12424,2504,44,6,,,16,2
12425,2506,195,6,,,16,1
12426,520,49,2,,,16,2
12427,326,4,6,,,6,2
12428,1595,5,6,,,16,1
12429,169,225,6,,,16,2
12430,1173,62,148,,,24,2
12431,1381,66,6,,,16,2
12432,2182,66,6,,,16,2
12433,169,225,6,,,6,2
12434,6142,90,81,,,24,2
12435,1150,21,34,,,16,2
12436,171,5,6,,,12,2
12437,216,35,6,,,18,2
12438,1672,13,38,,,16,2
12439,177,10,38,,,16,2
12440,2397,4,6,,,18,5
12441,171,5,6,,,6,2
12442,5119,60,2,,1,18,2
12443,378,83,6,,,6,2
12444,171,5,6,,,6,2
35382,259,13,38,,,16,1
12446,1829,4,6,,,16,2
12447,9668,100,2,,1,2,2
12448,221,2,4,,,6,2
12449,9669,51,2,,1,2,2
12450,204,10,38,,,16,2
12451,169,225,6,,,6,2
12452,9670,22,2,,,16,2
12453,177,10,38,,,16,2
12454,741,9,5,,,16,2
12455,2729,13,38,,,16,2
12456,9673,559,2,,,16,2
12457,280,3,6,,,16,1
12458,171,5,6,,,6,2
12459,9107,8,5,,,16,2
12460,213,32,2,,3,6,2
12461,204,10,38,,3,6,2
12462,1511,1157,42,,1,18,2
12463,9677,266,165,,,24,2
12464,4733,424,166,,,24,2
12465,259,13,38,,,16,1
12466,344,44,6,,,16,2
12467,9678,402,6,,,6,2
12468,12102,30,34,,,6,2
12469,640,225,6,,,18,2
12470,2448,30,34,,,16,2
12471,2047,15,3,,,16,2
12472,379,11,122,,,16,2
12473,280,3,6,,,16,2
12474,2621,25,6,,,6,2
12475,9693,100,2,,,16,2
12476,177,10,38,,,16,2
12477,4022,70,5,,,16,2
12478,4703,70,5,,,16,2
12479,8817,340,41,,1,18,2
12480,2116,2,4,,,6,2
12481,209,10,38,,1,2,2
12482,177,10,38,,,16,2
12483,3924,11,122,,,16,5
12484,283,11,122,,,16,2
12485,7187,26,6,,,12,2
12486,4539,266,165,,,24,2
12487,6931,1265,164,,3,6,2
12488,280,3,6,,,16,2
12489,822,12,35,,,6,2
12490,9335,39,5,,,16,2
12491,2863,126,38,,,6,2
12492,171,5,6,,,6,2
12493,1106,126,38,,,12,2
12494,1696,30,34,,,16,2
12495,505,32,2,,1,18,2
12496,2014,29,6,,,16,2
12497,9211,15,3,,,16,2
12498,9700,383,,,6,12,2
12499,9701,3,6,,,6,2
12500,2643,8,5,,,16,2
12501,2698,239,2,,,16,2
12502,1108,127,2,,,6,2
12503,9702,118,2,,,6,2
12504,2598,29,6,,,16,2
12505,344,44,6,,1,2,2
12506,9703,221,6,,,6,5
12507,558,225,6,,,6,2
12508,2644,7,2,,,16,2
12509,1070,1313,2,,,16,2
12510,2014,29,6,,,16,1
12511,209,10,38,,1,2,2
12512,2161,204,6,,,18,2
12513,344,44,6,,,16,2
12514,1594,92,2,,2,12,2
12515,821,105,2,,3,6,2
12516,4434,241,2,,1,18,2
12517,650,99,2,,1,18,2
12518,1495,26,6,,,6,2
12519,739,102,38,,1,2,2
12520,9706,10,38,,,6,2
12521,177,10,38,,1,2,2
12522,328,5,6,,,16,2
12523,1495,26,6,,,6,2
12524,37271,41,2,,,24,2
12525,169,225,6,,,6,2
12526,8376,401,42,,,16,2
12527,1224,25,6,,,16,1
12528,169,225,6,,,16,2
12529,2028,16,41,,4,24,2
12530,2421,13,38,,,24,2
12531,2047,15,3,,,16,2
12532,2843,105,2,,3,6,2
12533,9712,264,1,,,16,1
12534,210,10,38,,,16,2
12535,1961,87,6,,1,2,1
12536,792,4,6,,,16,1
12537,640,225,6,,1,2,2
12538,2182,66,6,,,16,1
12539,286,8,5,,,16,2
12540,1584,159,43,,4,,2
12541,9715,100,2,,,16,2
12542,740,59,2,,,16,2
12543,1592,9,5,,,16,2
12544,2189,66,6,,,6,2
12545,9716,44,6,,,16,1
12546,1595,5,6,,,6,2
12547,9721,3,6,,,16,1
12548,4737,126,38,,1,18,2
12549,222,5,6,,,6,2
12550,2014,29,6,,1,6,2
12551,222,5,6,,,6,2
12552,200,13,38,,,16,2
12553,9729,15,3,,,16,2
12554,4520,116,42,,4,,2
12555,406,13,38,,,16,1
12556,1566,9,5,,1,2,2
12557,1150,21,34,,,16,2
12558,726,24,2,,4,,2
12559,1449,11,122,,1,2,2
12560,9731,32,2,,3,6,2
35381,9454,87,6,,,18,2
12562,1312,60,2,,1,18,2
12563,9732,27,1,,1,18,2
12564,9986,44,6,,1,2,2
12565,2122,15,3,,,16,2
12566,789,61,2,,4,24,2
12567,640,225,6,,,16,2
12568,210,10,38,,,16,2
12569,222,5,6,,,6,2
12570,1162,131,6,,3,6,2
12571,494,48,38,,1,2,2
12572,4312,66,6,,,6,2
12573,781,13,38,,,16,2
12574,4975,5,6,,,16,1
12575,445,22,2,,,16,2
12576,1172,60,2,,1,18,2
12577,1089,66,6,,,16,2
12578,934,26,6,,,16,2
12579,379,11,122,,,16,2
12580,501,42,34,,,16,2
12581,280,3,6,,1,18,2
12582,214,30,34,,,16,2
12583,169,225,6,,,16,2
12584,9747,16,41,,,24,2
12585,640,225,6,,,16,1
12586,210,10,38,,,16,2
12587,2583,30,34,,1,2,2
12588,2049,9,5,,,16,2
12589,3748,11,122,,,16,2
12590,16513,30,34,,,16,2
12591,602,35,6,,,16,2
12592,1386,8,5,,1,18,2
12593,1351,60,2,,1,18,2
12594,2617,60,2,,1,18,2
12595,326,4,6,,,6,2
12596,9751,1252,1,,,16,2
12597,1346,27,1,,1,2,1
12598,171,5,6,,,6,2
12599,2692,9,5,,1,2,2
12600,1444,16,41,,1,18,2
12601,1353,60,2,,1,18,2
12602,168,2,4,,,6,2
12603,169,225,6,,,6,2
12604,2368,9,5,,,16,2
12605,1009,9,5,,,16,2
12606,9766,8,5,,,16,2
12607,6887,191,2,,1,18,2
12608,9768,561,,,,16,2
12609,9771,562,,,,16,2
12610,3532,92,2,,1,2,2
12611,221,2,4,,,6,2
12612,9779,86,43,,,24,2
12613,261,32,2,,1,18,2
12614,9781,467,1,,,16,2
12615,214,30,34,,,16,2
12616,1696,30,34,,,16,2
12617,6838,15,3,,,16,2
12618,9782,44,6,,,16,1
12619,88,3,6,,,16,2
12620,9784,291,2,,2,12,2
12621,169,225,6,,,6,2
12622,280,3,6,,,16,2
12623,5501,194,6,,,16,2
12624,37271,41,2,,2,12,2
12625,2164,10,38,,,6,2
12626,6144,22,2,,1,2,1
12627,169,225,6,,,6,2
12628,947,42,34,,,16,2
12629,4254,154,6,,1,2,2
12630,1028,16,41,,2,12,2
12631,222,5,6,,,16,2
12632,602,35,6,,,16,1
12633,9787,173,6,,,6,2
12634,2441,28,6,,,16,1
12635,2445,7,2,,,16,2
12636,643,32,2,,3,6,2
12637,8270,491,6,,,16,2
12638,171,5,6,,,12,2
12639,204,10,38,,1,18,2
12640,1349,30,34,,2,20,1
12641,1190,10,38,,,6,2
12642,209,10,38,,2,4,2
12643,177,10,38,,,16,2
12644,222,5,6,,,16,2
12645,1591,16,41,,1,18,2
12646,543,29,6,,1,2,2
12647,179,11,122,,,16,2
12648,538,8,5,,,16,2
12649,222,5,6,,,16,2
12650,9303,247,42,,1,18,2
12651,1137,9,5,,,16,2
12652,1173,62,148,,,24,2
12653,2478,30,34,,,16,2
12654,946,19,39,,,16,2
12655,360,30,34,,,16,2
12656,1495,26,6,,,16,2
12657,3099,24,2,,3,6,2
12658,1851,66,6,,1,4,2
12659,5912,225,6,,,6,2
12660,2853,211,42,,3,6,2
12661,770,24,2,,3,6,2
12662,558,225,6,,,6,2
12663,739,102,38,,,16,2
12664,785,24,2,,5,18,2
12665,2889,15,3,,,16,2
12666,5983,100,2,,,16,2
12667,6219,16,41,,,24,2
12668,4370,15,3,,,16,2
12669,179,11,122,,1,2,1
12670,1459,13,38,,,16,1
12671,207,10,38,,,16,2
12672,169,225,6,,,6,2
12673,3746,30,34,,1,18,1
12674,1089,66,6,,1,2,1
12675,5776,11,122,,,16,2
12676,1882,4,6,,,16,2
12677,2656,42,34,,,16,2
12678,1907,15,3,,1,2,2
12679,9811,9,5,,,16,2
12680,336,30,34,,1,2,2
12681,650,99,2,,1,18,2
12682,9812,29,6,,1,2,4
12683,558,225,6,,,6,2
12684,920,11,122,,,16,2
12685,602,35,6,,,16,2
12686,9813,243,38,,,24,2
12687,1841,178,42,,,16,2
12688,4674,11,122,,,16,2
12689,1108,127,2,,,6,2
12690,2161,204,6,,,18,2
12691,934,26,6,,,16,2
12692,9818,11,122,,,16,2
12693,2728,98,2,,1,18,2
12694,9819,331,3,,1,18,2
12695,404,32,2,,5,18,2
12696,209,10,38,,1,2,2
12697,168,2,4,,,6,2
12698,2590,230,6,,,18,2
12699,9824,9,5,,,16,2
12700,326,4,6,,,6,1
12701,558,225,6,,,6,5
12702,797,9,5,,,16,2
12703,2608,9,5,,,16,2
12704,222,5,6,,,6,2
12705,602,35,6,,,16,1
12706,204,10,38,,,12,2
12707,558,225,6,,,6,2
12708,9652,27,1,,,6,2
12709,4941,225,6,,,6,2
12710,6144,22,2,,,16,2
12711,498,30,34,,,16,2
12712,2729,13,38,,1,2,2
12713,9832,98,2,,,24,2
12714,622,86,43,,1,18,2
12715,181,9,5,,,16,2
12716,4737,126,38,,,6,2
12717,328,5,6,,,16,2
12718,6828,264,1,,,16,2
12719,3304,30,34,,1,2,2
12720,5402,30,34,,,16,2
12721,3592,62,148,,3,6,2
12722,9841,346,6,,,6,2
12723,177,10,38,,,6,2
12724,213,32,2,,4,,2
12725,9842,21,34,,,16,2
12726,577,9,5,,1,2,2
12727,649,98,2,,1,18,2
12728,3883,24,2,,3,6,2
12729,9845,87,6,,,6,2
12730,9846,452,6,,,16,2
12731,9657,140,2,,2,4,2
12732,344,44,6,,,16,1
12733,2699,30,34,,,16,2
12734,190,11,122,,,16,2
12735,291,4,6,,,6,2
12736,2307,87,6,,,24,2
12737,2397,4,6,,,16,2
12738,177,10,38,,,16,2
12739,2583,30,34,,1,2,2
12740,3139,8,5,,,16,2
12741,552,92,2,,1,18,2
12742,558,225,6,,,16,2
12743,5699,13,38,,,16,2
12744,344,44,6,,,16,2
12745,826,66,6,,,6,2
12746,640,225,6,,1,6,2
12747,1671,3,6,,,6,2
12748,2617,60,2,,1,18,2
12749,2385,11,122,,,16,2
12750,4302,4,6,,,16,1
12751,2079,15,3,,,16,2
12752,5371,366,6,,,6,2
12753,726,24,2,,1,18,2
12754,1270,16,41,,1,18,2
12755,344,44,6,,,16,2
12756,37271,41,2,,1,2,2
12757,522,30,34,,,16,2
12758,3284,270,42,,,24,2
12759,640,225,6,,1,2,3
12760,1089,66,6,,,6,2
12761,9858,8,5,,,16,2
12762,602,35,6,,,18,2
12763,200,13,38,,,16,2
12764,1495,26,6,,,16,1
12765,204,10,38,,,16,2
12766,1224,25,6,,,16,1
12767,169,225,6,,,6,2
12768,3134,62,148,,,24,2
12769,558,225,6,,,16,1
12770,9859,567,,,7,6,2
12771,4563,329,157,,4,,2
12772,9860,2,4,,,6,2
12773,4674,11,122,,,16,2
12774,3949,35,6,,,18,2
12775,204,10,38,,1,2,1
12776,9864,178,42,,4,8,2
12777,38152,367,2,,,16,2
12778,261,32,2,,,24,2
12779,9868,159,43,,,24,2
12780,3748,11,122,,2,20,2
12781,1248,8,5,,,16,2
12782,1477,15,3,,,16,2
12783,9875,100,2,,,6,2
12784,979,64,38,,,16,2
12785,204,10,38,,,16,2
12786,9878,11,122,,5,26,2
12787,9880,28,6,,,6,2
12788,8057,42,34,,,16,2
12789,2696,24,2,,2,12,2
12790,5392,8,5,,,16,2
12791,9881,214,155,,1,18,2
12792,3242,8,5,,,16,2
12793,2969,44,6,,,6,2
12794,835,8,5,,1,2,2
12795,1449,11,122,,1,2,2
12796,3744,82,2,,1,18,2
12797,1696,30,34,,,16,2
12798,2653,24,2,,3,6,2
12799,2307,87,6,,,18,2
12800,328,5,6,,,16,2
12801,88,3,6,,,16,1
12802,1369,16,41,,3,6,2
12803,6144,22,2,,1,2,2
12804,3261,97,2,,1,18,2
12805,177,10,38,,,16,2
