fahrzeug_anzahlTypId,leer
36160,1
36293,1
36297,1
36324,1
36329,1
36366,1
36370,1
36386,1
36417,1
36464,1
36468,1
36473,1
36502,1
36564,1
36578,1
36579,1
36653,1
36657,1
36684,1
36702,1
36727,1
36734,1
36752,1
36790,1
36799,1
36861,1
36863,1
36864,1
36876,1
36880,1
36907,1
36916,1
36941,1
36972,1
36975,1
36984,1
36992,1
36996,1
37017,1
37032,1
37035,1
37061,1
37101,1
37109,1
37197,1
37225,1
37263,1
37266,1
37277,1
37278,1
37280,1
37298,1
37321,1
37354,1
37415,1
37424,1
37439,1
37468,1
37473,1
37492,1
37540,1
37547,1
37595,1
37598,1
37610,1
37629,1
37637,1
37686,1
37715,1
37728,1
37746,1
37760,1
37765,1
37787,1
37804,1
37813,1
37820,1
37832,1
37852,1
37887,1
37929,1
37981,1
38040,1
38120,1
38131,1
38142,1
38168,1
38183,1
38229,1
38233,1
38241,1
38242,1
38326,1
38360,1
38370,1
38380,1
38425,1
38440,1
38461,1
38469,1
38471,1
38476,1
38497,1
38504,1
38516,1
38517,1
38572,1
38579,1
38609,1
38610,1
38639,1
38653,1
38654,1
38663,1
38670,1
38688,1
38695,1
38714,1
38725,1
38762,1
38772,1
38794,1
38824,1
38827,1
38830,1
38845,1
38852,1
38993,1
38994,1
39001,1
39003,1
39006,1
39011,1
39021,1
39026,1
39046,1
39058,1
39064,1
39065,1
39082,1
39085,1
39088,1
39092,1
39096,1
39119,1
39122,1
39126,1
39132,1
39143,1
39165,1
39185,1
39191,1
39209,1
39215,1
39217,1
39227,1
39228,1
39231,1
39239,1
39249,1
39254,1
39260,1
39263,1
39272,1
39287,1
39385,1
39387,1
39410,1
39412,1
39414,1
39428,1
39434,1
39437,1
39439,1
39448,1
39475,1
39508,1
39525,1
39527,1
39553,1
39558,1
39559,1
39590,1
39605,1
39607,1
39609,1
39610,1
39611,1
39612,1
39627,1
39633,1
39635,1
39636,1
39642,1
39664,1
39671,1
39691,1
39702,1
39719,1
39757,1
39760,1
39765,1
39780,1
39783,1
39788,1
39798,1
39843,1
39844,1
39845,1
39854,1
39884,1
39885,1
39892,1
39902,1
39903,1
39906,1
39907,1
39910,1
39915,1
39930,1
39947,1
39955,1
39979,1
39981,1
39996,1
40006,1
40009,1
40011,1
40012,1
40021,1
40030,1
40035,1
40049,1
40080,1
40081,1
40099,1
40114,1
40118,1
40134,1
40135,1
40156,1
40177,1
40180,1
40198,1
40203,1
40210,1
40220,1
40245,1
40279,1
40307,1
40320,1
40327,1
40347,1
40350,1
40361,1
40398,1
40491,1
40532,1
40579,1
40580,1
40630,1
40654,1
40663,1
40684,1
40697,1
40752,1
40755,1
40763,1
40776,1
40778,1
40812,1
40817,1
40820,1
40821,1
40857,1
40866,1
40903,1
40917,1
40961,1
40983,1
41071,1
41086,1
41096,1
41104,1
41130,1
41133,1
41139,1
41164,1
41166,1
41179,1
41195,1
41207,1
41217,1
41235,1
41242,1
41259,1
41263,1
41269,1
41272,1
41293,1
41312,1
41319,1
41341,1
41361,1
41395,1
41414,1
41417,1
41427,1
41428,1
41431,1
41445,1
41458,1
41462,1
41463,1
41469,1
41517,1
41533,1
41542,1
41553,1
41554,1
41556,1
41558,1
41575,1
41601,1
41608,1
41621,1
41633,1
41644,1
41653,1
41673,1
41684,1
41714,1
41721,1
41752,1
41785,1
41787,1
41788,1
41807,1
41811,1
41836,1
41863,1
41865,1
41867,1
41872,1
41886,1
41918,1
41966,1
41969,1
41972,1
41973,1
41990,1
41991,1
42015,1
42038,1
42087,1
42093,1
42112,1
42181,1
42183,1
42188,1
42190,1
42200,1
42220,1
42247,1
42249,1
42290,1
42295,1
42299,1
42317,1
42319,1
42321,1
42326,1
42338,1
42359,1
42360,1
42381,1
42390,1
42407,1
42408,1
42430,1
42467,1
42478,1
42480,1
42482,1
42486,1
42487,1
42488,1
42492,1
42538,1
42563,1
42564,1
42575,1
42581,1
42589,1
42590,1
42594,1
42595,1
42596,1
42601,1
42610,1
42612,1
42616,1
42641,1
42649,1
42653,1
42654,1
42656,1
42657,1
42661,1
42663,1
42667,1
42669,1
42681,1
42746,1
42749,1
42779,1
42790,1
42792,1
42794,1
42798,1
42803,1
42820,1
42824,1
42848,1
42862,1
42896,1
42904,1
42905,1
42914,1
42949,1
42951,1
42966,1
42972,1
42977,1
43010,1
43013,1
43031,1
43071,1
43075,1
43109,1
43118,1
43123,1
43126,1
43129,1
43134,1
43142,1
43146,1
43147,1
43148,1
43158,1
43160,1
43161,1
43192,1
43193,1
43205,1
43222,1
43234,1
43253,1
43277,1
43287,1
43309,1
43314,1
43318,1
43345,1
43351,1
43373,1
43395,1
43403,1
43422,1
43423,1
43439,1
43446,1
43458,1
43469,1
43491,1
43495,1
43524,1
43550,1
43576,1
43577,1
43609,1
43626,1
43687,1
43700,1
43710,1
43713,1
43719,1
43720,1
43730,1
43745,1
43767,1
43768,1
43775,1
43812,1
43824,1
43834,1
43836,1
43837,1
43857,1
43904,1
43956,1
44031,1
44076,1
44119,1
44127,1
44152,1
44163,1
44185,1
44189,1
44205,1
44207,1
44243,1
44249,1
44290,1
44294,1
44319,1
44338,1
44341,1
44348,1
44373,1
44399,1
44400,1
44402,1
44415,1
44454,1
44473,1
44483,1
44490,1
44515,1
44517,1
44528,1
44575,1
44587,1
44591,1
44594,1
44602,1
44679,1
44698,1
44714,1
44739,1
44761,1
44763,1
44782,1
44788,1
44789,1
44798,1
44824,1
44858,1
44860,1
44865,1
44899,1
44986,1
45002,1
45003,1
45010,1
45074,1
45104,1
45110,1
45149,1
45181,1
45199,1
45214,1
45215,1
45239,1
45260,1
45261,1
45264,1
45286,1
45349,1
45355,1
45367,1
45377,1
45387,1
45391,1
45397,1
45398,1
45402,1
45404,1
45410,1
45457,1
45472,1
45479,1
45487,1
45493,1
45506,1
45508,1
45516,1
45518,1
45541,1
45543,1
45547,1
45548,1
45582,1
45585,1
45588,1
45592,1
45602,1
45612,1
45627,1
45692,1
45709,1
45716,1
45744,1
45770,1
45784,1
45792,1
45803,1
45810,1
45824,1
45832,1
45833,1
45839,1
45876,1
45879,1
45910,1
45917,1
45933,1
45936,1
45960,1
45999,1
46000,1
46026,1
46064,1
46083,1
46092,1
46123,1
46167,1
46172,1
46195,1
46196,1
46216,1
46228,1
46247,1
46279,1
46289,1
46290,1
46291,1
46292,1
46295,1
46310,1
46311,1
46318,1
46325,1
46326,1
46352,1
46365,1
46373,1
46374,1
46382,1
46401,1
46420,1
46421,1
46433,1
46512,1
46513,1
46520,1
46575,1
46589,1
46607,1
46634,1
46693,1
46695,1
46699,1
46705,1
46760,1
46766,1
46781,1
46823,1
46829,1
46833,1
46841,1
46870,1
46880,1
46893,1
46896,1
46902,1
46903,1
46911,1
46933,1
46963,1
46996,1
47042,1
47097,1
47103,1
47115,1
47122,1
47155,1
47180,1
47231,1
47274,1
47287,1
47295,1
47298,1
47299,1
47305,1
47306,1
47307,1
47310,1
47312,1
47327,1
47367,1
47392,1
47402,1
47444,1
47447,1
47449,1
47451,1
47462,1
47463,1
47470,1
47471,1
47472,1
47497,1
47498,1
47507,1
47514,1
47518,1
47521,1
47523,1
47527,1
47543,1
47552,1
47566,1
47582,1
47586,1
47602,1
47607,1
47610,1
47611,1
47617,1
47619,1
47624,1
47628,1
47634,1
47657,1
47676,1
47679,1
47706,1
47719,1
47727,1
47774,1
47776,1
47818,1
47837,1
47843,1
47848,1
47892,1
47893,1
47895,1
47896,1
47905,1
47911,1
47913,1
47945,1
47946,1
47950,1
47967,1
47976,1
47988,1
48000,1
48034,1
48040,1
48042,1
48065,1
48068,1
48080,1
48109,1
48116,1
48139,1
48174,1
48175,1
48182,1
48215,1
48226,1
48245,1
48262,1
48264,1
48317,1
48331,1
48348,1
48353,1
48354,1
48363,1
48376,1
48383,1
48426,1
48430,1
48470,1
48471,1
48472,1
48474,1
48490,1
48491,1
48498,1
48535,1
48583,1
48601,1
48612,1
48618,1
48636,1
48664,1
48699,1
48717,1
48734,1
48757,1
48760,1
48800,1
48812,1
48831,1
48836,1
48849,1
48863,1
48877,1
48890,1
48893,1
48913,1
48925,1
48930,1
48969,1
48971,1
48976,1
49027,1
49030,1
49038,1
49092,1
49096,1
49131,1
49134,1
49167,1
49196,1
49197,1
49212,1
49225,1
49241,1
49243,1
49255,1
49293,1
49365,1
49371,1
49380,1
49387,1
49399,1
49407,1
49408,1
49426,1
49429,1
49440,1
49474,1
49583,1
49617,1
49635,1
49643,1
49644,1
49647,1
50277,1
50316,1
50327,1
50333,1
50336,1
50342,1
50343,1
50361,1
50366,1
50391,1
50394,1
50403,1
50430,1
50431,1
50432,1
50433,1
50435,1
50449,1
50465,1
50476,1
50478,1
50509,1
50510,1
50514,1
50515,1
50518,1
50520,1
50525,1
50529,1
50539,1
50546,1
50556,1
50569,1
50575,1
50599,1
50632,1
50641,1
50721,1
50727,1
50980,1
50995,1
51003,1
51010,1
51041,1
51047,1
51098,1
51104,1
51105,1
51127,1
51129,1
51149,1
51226,1
51246,1
51254,1
51258,1
51291,1
51302,1
51318,1
51324,1
51362,1
51394,1
51416,1
51512,1
51514,1
51528,1
51573,1
51640,1
51643,1
51737,1
51793,1
51862,1
51883,1
51923,1
51939,1
51940,1
51952,1
51957,1
52016,1
52038,1
52044,1
52061,1
52062,1
52063,1
52070,1
52091,1
52094,1
52138,1
52149,1
52154,1
52171,1
52183,1
52198,1
52201,1
52275,1
52321,1
52331,1
52351,1
52400,1
52424,1
52463,1
52472,1
52497,1
52514,1
52515,1
52538,1
52544,1
52585,1
52604,1
52643,1
52775,1
52976,1
53051,1
53127,1
53187,1
53227,1
53291,1
53362,1
53373,1
53576,1
53608,1
53627,1
53772,1
53783,1
53865,1
53906,1
53909,1
53983,1
54000,1
54024,1
54106,1
54123,1
54384,1
54579,1
54593,1
54682,1
55002,1
55173,1
55196,1
55368,1
55633,1
55666,1
55669,1
55703,1
55711,1
55776,1
55783,1
55833,1
55929,1
55937,1
55946,1
56485,1
56507,1
56520,1
56532,1
56558,1
56579,1
56580,1
56589,1
56591,1
56603,1
56633,1
56645,1
56663,1
56664,1
56665,1
56666,1
56671,1
56672,1
56685,1
56696,1
56805,1
56807,1
56817,1
56877,1
56945,1
57033,1
57040,1
57059,1
57095,1
57104,1
57130,1
57186,1
57190,1
57204,1
57216,1
57218,1
57233,1
57257,1
57275,1
57334,1
57376,1
57377,1
57392,1
57530,1
57560,1
57652,1
57654,1
57656,1
57657,1
57662,1
57687,1
57688,1
57739,1
57795,1
57815,1
57823,1
57826,1
57829,1
57849,1
57853,1
57858,1
57863,1
57869,1
57881,1
57885,1
57917,1
57923,1
57926,1
57931,1
57940,1
57962,1
57963,1
57973,1
57981,1
57986,1
57996,1
57999,1
58010,1
58013,1
58016,1
58027,1
58048,1
58061,1
58065,1
58068,1
58094,1
58097,1
58099,1
58102,1
58112,1
58120,1
58134,1
58143,1
58144,1
58205,1
58220,1
58226,1
58229,1
58242,1
58243,1
58248,1
58255,1
58258,1
58263,1
58317,1
58327,1
58344,1
58345,1
58357,1
58435,1
58524,1
58558,1
58571,1
58574,1
58578,1
58598,1
58615,1
58626,1
58633,1
58699,1
58700,1
58738,1
58751,1
58755,1
58776,1
58899,1
58900,1
58910,1
58917,1
58918,1
58926,1
58935,1
58982,1
58983,1
59065,1
59118,1
59119,1
59127,1
59144,1
59153,1
59154,1
59245,1
59246,1
59254,1
59282,1
59318,1
59319,1
59335,1
59360,1
59365,1
59366,1
59367,1
59374,1
59405,1
59471,1
59482,1
59483,1
59504,1
59509,1
59520,1
59521,1
59558,1
59606,1
59634,1
59637,1
59656,1
59677,1
59694,1
59713,1
59717,1
59734,1
59739,1
59755,1
59780,1
59781,1
59791,1
59809,1
59810,1
59820,1
59947,1
59953,1
59957,1
59959,1
59967,1
59970,1
59972,1
59973,1
59990,1
59995,1
