fahrzeug_anzahlTypId,leer
59996,1
60006,1
60065,1
60156,1
60158,1
60226,1
60242,1
60259,1
60280,1
60333,1
60346,1
60361,1
60365,1
60368,1
60473,1
60547,1
60655,1
60786,1
60789,1
60798,1
60860,1
60867,1
60870,1
60915,1
61006,1
61010,1
61012,1
61022,1
61024,1
61057,1
61064,1
61090,1
61096,1
61101,1
61102,1
61103,1
61119,1
61120,1
61142,1
61143,1
61153,1
61183,1
61200,1
61206,1
61213,1
61241,1
61261,1
61264,1
61266,1
61272,1
61282,1
61286,1
61288,1
61296,1
61312,1
61316,1
61336,1
61354,1
61373,1
61384,1
61396,1
61401,1
61402,1
61432,1
61457,1
61523,1
61669,1
61670,1
61671,1
61685,1
61742,1
61749,1
61760,1
61765,1
61766,1
61828,1
61917,1
61936,1
61940,1
61951,1
61967,1
62005,1
62006,1
62040,1
62043,1
62056,1
62090,1
62099,1
62104,1
62111,1
62138,1
62143,1
62144,1
62145,1
62161,1
62173,1
62181,1
62182,1
62183,1
62227,1
62240,1
62252,1
62273,1
62301,1
62332,1
62363,1
62386,1
62393,1
62415,1
62453,1
62484,1
62485,1
62493,1
62503,1
62548,1
62551,1
62595,1
62616,1
62674,1
62676,1
62702,1
62735,1
62759,1
62760,1
62809,1
62810,1
62818,1
62821,1
62831,1
62853,1
62856,1
62899,1
62904,1
62911,1
62951,1
62952,1
62975,1
62990,1
63042,1
63054,1
63060,1
63065,1
63068,1
63084,1
63094,1
63098,1
63133,1
63136,1
63149,1
63164,1
63169,1
63204,1
63235,1
63254,1
63300,1
63305,1
63320,1
63521,1
63703,1
63707,1
63848,1
63892,1
63895,1
63948,1
64073,1
64075,1
64102,1
64146,1
64148,1
64184,1
64194,1
64201,1
64210,1
64217,1
64218,1
64223,1
64238,1
64246,1
64249,1
64285,1
64332,1
64364,1
64392,1
64399,1
64498,1
64568,1
64613,1
64619,1
64656,1
64708,1
64751,1
64781,1
64786,1
64841,1
64849,1
64862,1
64932,1
64953,1
64978,1
64982,1
64986,1
65000,1
65033,1
65046,1
65109,1
65155,1
65236,1
65309,1
65310,1
65317,1
65359,1
65361,1
65362,1
65378,1
65409,1
65413,1
65428,1
65451,1
65458,1
65518,1
65532,1
65549,1
65554,1
65666,1
65676,1
65677,1
65697,1
65701,1
65708,1
65714,1
65716,1
65718,1
65754,1
65762,1
65778,1
65804,1
65827,1
65845,1
65927,1
65928,1
65949,1
65977,1
66030,1
66045,1
66059,1
66064,1
66075,1
66083,1
66105,1
66110,1
66129,1
66135,1
66169,1
66170,1
66176,1
66218,1
66226,1
66243,1
66263,1
66271,1
66277,1
66285,1
66292,1
66299,1
66346,1
66352,1
66353,1
66363,1
66380,1
66389,1
66395,1
66423,1
66426,1
66447,1
66485,1
66486,1
66496,1
66517,1
66524,1
66556,1
66572,1
66577,1
66594,1
66598,1
66619,1
66628,1
66669,1
66670,1
66671,1
66708,1
66715,1
66784,1
66795,1
66802,1
66805,1
66815,1
66817,1
66819,1
67019,1
67020,1
67062,1
67065,1
67073,1
67087,1
67112,1
67183,1
67312,1
67327,1
67351,1
67386,1
67388,1
67403,1
67454,1
67466,1
67474,1
67495,1
67504,1
67505,1
67513,1
67574,1
67591,1
67632,1
67661,1
67669,1
67675,1
67685,1
67686,1
67703,1
67744,1
67794,1
67817,1
67818,1
67825,1
67870,1
67958,1
68002,1
68036,1
68037,1
68054,1
68068,1
68092,1
68096,1
68102,1
68111,1
68151,1
68170,1
68192,1
68235,1
68237,1
68278,1
68317,1
68330,1
68338,1
68343,1
68387,1
68390,1
68399,1
68449,1
68457,1
68458,1
68461,1
68474,1
68523,1
68575,1
68582,1
68592,1
68606,1
68608,1
68622,1
68630,1
68646,1
68651,1
68658,1
68681,1
68682,1
68725,1
68740,1
68741,1
68745,1
68748,1
68763,1
68779,1
68785,1
68793,1
68800,1
68846,1
68849,1
68854,1
68931,1
68932,1
68941,1
68968,1
68974,1
68999,1
69011,1
69021,1
69065,1
69071,1
69092,1
69119,1
69142,1
69199,1
69266,1
69296,1
69304,1
69307,1
69343,1
69382,1
69383,1
69391,1
69422,1
69426,1
69427,1
69455,1
69457,1
69474,1
69484,1
69494,1
69505,1
69509,1
69513,1
69517,1
69587,1
69592,1
69611,1
69614,1
69622,1
69637,1
69642,1
69645,1
69646,1
69649,1
69683,1
69687,1
69705,1
69758,1
69759,1
69760,1
69768,1
69796,1
69815,1
69838,1
69843,1
69959,1
69960,1
69966,1
69997,1
70007,1
70037,1
70075,1
70109,1
70115,1
70142,1
70146,1
70148,1
70211,1
70255,1
70270,1
70291,1
70297,1
70376,1
70377,1
70378,1
70385,1
70399,1
70424,1
70518,1
70519,1
70525,1
70559,1
70562,1
70626,1
70646,1
70671,1
70717,1
70719,1
70726,1
70754,1
70766,1
70818,1
70846,1
70915,1
70920,1
70959,1
70972,1
71033,1
71036,1
71045,1
71046,1
71055,1
71056,1
71098,1
71117,1
71155,1
71156,1
71180,1
71202,1
71208,1
71209,1
71210,1
71236,1
71240,1
71242,1
71267,1
71277,1
71325,1
71333,1
71381,1
71382,1
71422,1
71434,1
71435,1
71441,1
71460,1
71461,1
71477,1
71487,1
71488,1
71506,1
71523,1
71525,1
71551,1
71584,1
71632,1
71640,1
71661,1
71672,1
71680,1
71690,1
71700,1
71723,1
71740,1
71770,1
71817,1
71819,1
71836,1
71837,1
71839,1
71853,1
71889,1
71902,1
71927,1
71930,1
71932,1
71937,1
71973,1
71984,1
71997,1
72001,1
72002,1
72009,1
72011,1
72017,1
72039,1
72097,1
72099,1
72104,1
72114,1
72132,1
72169,1
72172,1
72192,1
72211,1
72228,1
72247,1
72262,1
72275,1
72278,1
72294,1
72299,1
72306,1
72309,1
72311,1
72345,1
72355,1
72369,1
72380,1
72398,1
72399,1
72440,1
72442,1
72443,1
72467,1
72505,1
72517,1
72537,1
72582,1
72590,1
72617,1
72622,1
72653,1
72707,1
72756,1
72792,1
72797,1
72806,1
72844,1
72845,1
72874,1
72888,1
72908,1
72909,1
72911,1
72912,1
72919,1
72928,1
72947,1
72948,1
72981,1
73003,1
73076,1
73110,1
73111,1
73119,1
73123,1
73126,1
73143,1
73150,1
73155,1
73179,1
73192,1
73203,1
73210,1
73236,1
73240,1
73279,1
73306,1
73332,1
73333,1
73334,1
73341,1
73397,1
73439,1
73445,1
73452,1
73484,1
73493,1
73510,1
73514,1
73531,1
73547,1
73548,1
73559,1
73572,1
73585,1
73600,1
73617,1
73627,1
73637,1
73644,1
73646,1
73689,1
73699,1
73700,1
73709,1
73737,1
73751,1
73786,1
73834,1
73925,1
73943,1
73994,1
74014,1
74040,1
74072,1
74082,1
74085,1
74089,1
74098,1
74109,1
74220,1
74239,1
74269,1
74276,1
74304,1
74316,1
74321,1
74340,1
74386,1
74397,1
74413,1
74415,1
74416,1
74419,1
74420,1
74421,1
74456,1
74466,1
74488,1
74492,1
74494,1
74505,1
74508,1
74512,1
74517,1
74519,1
74541,1
74551,1
74555,1
74565,1
74588,1
74592,1
74598,1
74672,1
74712,1
74720,1
74723,1
74749,1
74755,1
74765,1
74789,1
74805,1
74825,1
74831,1
74836,1
74837,1
74889,1
74900,1
74919,1
74954,1
74964,1
74992,1
74995,1
75001,1
75087,1
75104,1
75122,1
75126,1
75153,1
75156,1
75184,1
75203,1
75206,1
75208,1
75218,1
75269,1
75277,1
75293,1
75304,1
75311,1
75315,1
75359,1
75395,1
75396,1
75415,1
75417,1
75428,1
75449,1
75450,1
75465,1
75467,1
75470,1
75475,1
75491,1
75496,1
75504,1
75510,1
75520,1
75523,1
75524,1
75532,1
75538,1
75578,1
75601,1
75626,1
75658,1
75673,1
75717,1
75759,1
75762,1
75901,1
75919,1
75926,1
75931,1
75934,1
75957,1
75963,1
75976,1
75995,1
75999,1
76006,1
76025,1
76026,1
76046,1
76113,1
76116,1
76124,1
76128,1
76146,1
76200,1
76250,1
76277,1
76307,1
76345,1
76346,1
76367,1
76377,1
76378,1
76380,1
76381,1
76400,1
76457,1
76466,1
76474,1
76488,1
76498,1
76594,1
76636,1
76655,1
76658,1
76661,1
76675,1
76712,1
76720,1
76745,1
76754,1
76758,1
76776,1
76781,1
76786,1
76802,1
76858,1
76882,1
76906,1
76926,1
76931,1
76998,1
77039,1
77044,1
77064,1
77073,1
77183,1
77185,1
77186,1
77188,1
77214,1
77249,1
77294,1
77318,1
77381,1
77388,1
77401,1
77442,1
77456,1
77465,1
77474,1
77506,1
77523,1
77536,1
77554,1
77556,1
77564,1
77577,1
77604,1
77613,1
77614,1
77616,1
77620,1
77632,1
77688,1
77693,1
77694,1
77697,1
77698,1
77699,1
77741,1
77803,1
77804,1
77807,1
77849,1
77893,1
77894,1
77904,1
77906,1
77924,1
77929,1
77941,1
77950,1
77955,1
77982,1
77983,1
77989,1
77998,1
78003,1
78006,1
78007,1
78008,1
78013,1
78025,1
78034,1
78042,1
78062,1
78102,1
78105,1
78152,1
78197,1
78212,1
78219,1
78266,1
78270,1
78271,1
78275,1
78278,1
78281,1
78301,1
78309,1
78317,1
78328,1
78339,1
78341,1
78374,1
78393,1
78400,1
78405,1
78413,1
78421,1
78485,1
78544,1
78574,1
78575,1
78621,1
78622,1
78632,1
78634,1
78659,1
78683,1
78709,1
78713,1
78723,1
78752,1
78769,1
78779,1
78787,1
78825,1
78847,1
78854,1
78855,1
78861,1
78885,1
78886,1
78906,1
78978,1
78979,1
78996,1
78999,1
79046,1
79052,1
79075,1
79084,1
79144,1
79150,1
79162,1
79189,1
79221,1
79254,1
79273,1
79279,1
79282,1
79293,1
79310,1
79311,1
79312,1
79315,1
79324,1
79325,1
79330,1
79336,1
79340,1
79344,1
79352,1
79380,1
79393,1
79399,1
79421,1
79428,1
79441,1
79456,1
79478,1
79491,1
79494,1
79512,1
79514,1
79534,1
79553,1
79566,1
79572,1
79580,1
79587,1
79609,1
79659,1
79718,1
79725,1
79747,1
79811,1
79817,1
79828,1
79838,1
79857,1
79862,1
79916,1
79924,1
79925,1
79962,1
80018,1
80027,1
80039,1
80064,1
80068,1
80075,1
80090,1
80127,1
80134,1
80139,1
80162,1
80167,1
80179,1
80181,1
80191,1
80192,1
80196,1
80210,1
80253,1
80255,1
80261,1
80305,1
80333,1
80334,1
80336,1
80340,1
80343,1
80350,1
80372,1
80393,1
80398,1
80399,1
80405,1
80415,1
80422,1
80423,1
80429,1
80432,1
80436,1
80451,1
80470,1
80492,1
80512,1
80513,1
80547,1
80600,1
80603,1
80673,1
80702,1
80741,1
80753,1
80789,1
80795,1
80801,1
80820,1
80838,1
80849,1
80867,1
80869,1
80878,1
80895,1
80910,1
80957,1
80958,1
80964,1
80965,1
80966,1
80970,1
80994,1
80998,1
81016,1
81054,1
81065,1
81166,1
81170,1
81204,1
81236,1
81322,1
81368,1
81413,1
81417,1
81419,1
81420,1
81441,1
81442,1
81464,1
81467,1
81474,1
81488,1
81504,1
81557,1
81558,1
81559,1
81562,1
81604,1
81608,1
81623,1
81633,1
81643,1
81650,1
81661,1
81662,1
81673,1
81686,1
81695,1
81698,1
81702,1
81775,1
81872,1
81916,1
81921,1
81929,1
81930,1
81945,1
81955,1
81957,1
81958,1
81959,1
81960,1
81975,1
81978,1
82001,1
82037,1
82114,1
82128,1
82130,1
82151,1
82257,1
82258,1
82259,1
82378,1
82384,1
82425,1
82462,1
82479,1
82485,1
82492,1
82527,1
82531,1
82540,1
82546,1
82548,1
82579,1
82594,1
82603,1
82623,1
82771,1
82793,1
82815,1
82818,1
82824,1
82836,1
82863,1
82909,1
82921,1
82940,1
82941,1
82942,1
82945,1
82953,1
82954,1
82973,1
83024,1
83060,1
83107,1
83113,1
83119,1
83120,1
83135,1
83155,1
83221,1
83249,1
83287,1
83329,1
83364,1
83395,1
83396,1
83413,1
83426,1
83446,1
83459,1
83463,1
83491,1
83492,1
83522,1
83676,1
83708,1
83718,1
83732,1
83740,1
83794,1
83824,1
83829,1
83842,1
83912,1
83924,1
83926,1
83942,1
84019,1
84025,1
84032,1
84033,1
84051,1
84052,1
84053,1
84055,1
84056,1
84094,1
84111,1
84125,1
84147,1
84166,1
84210,1
84234,1
84253,1
84268,1
84285,1
84297,1
84298,1
84309,1
84317,1
84320,1
84321,1
84329,1
84360,1
84373,1
84410,1
84415,1
84486,1
84509,1
84523,1
84544,1
84575,1
84605,1
84621,1
84632,1
84661,1
84672,1
84692,1
84717,1
84803,1
84894,1
84911,1
84919,1
84925,1
84947,1
84982,1
84983,1
85003,1
85004,1
85052,1
85066,1
85086,1
85131,1
85167,1
85174,1
85214,1
85259,1
85320,1
85386,1
85410,1
85417,1
85446,1
85484,1
85486,1
85597,1
85622,1
85691,1
85692,1
85715,1
85724,1
85767,1
85768,1
85808,1
85816,1
85828,1
85830,1
85833,1
85856,1
85859,1
85875,1
85882,1
85919,1
85926,1
85980,1
86022,1
86043,1
86051,1
86102,1
86103,1
86107,1
86123,1
86131,1
86181,1
86195,1
86202,1
86203,1
86219,1
86232,1
86250,1
86279,1
86283,1
86302,1
86346,1
