angaben_passagiereId,personenId,angabenId,zielort,judenleibmaut,judenleibmaut_fl,judenleibmaut_s,judenleibmaut_d,bemerkungen,passagiereOrder
4227,16,21527,3,,,,,,
4230,1997,21539,3,,,,,,
4229,16,21540,,,,,,,
4231,16,21545,,,,,,,
4232,645,21547,,,,,,,
4233,16,21551,,,,,,,
4234,16,21552,,,,,,,
4235,788,21553,3,,,,,,
4236,788,21554,,,,,,,
4237,554,21562,3,,,,,,
4238,16,21563,3,,,,,,
17035,38685,21564,,,,,,,
4240,13777,21565,,,,,,,
4241,1354,21573,,,,,,,
4242,16,21574,,,,,,,
4243,16,21575,3,,,,,,
4244,1927,21577,10,,,,,,
4245,554,21582,,,,,,,
4246,13834,21585,,,,,,,
4247,788,21586,,,,,,,
11588,6706,21588,175,,,,,,
4249,672,21599,3,,,,,,
4250,17,21600,27,,,,,,
4251,17,21603,,,,,,,
4252,4134,21615,,,,,,,
4253,16,21637,3,,,,,,
4254,16,21639,3,,,,,,
4255,16,21643,,,,,,,
4256,17,21650,,,,,,,
4257,16,21653,3,,,,,,
4451,14256,22525,100,,,,,Die Reise der Passagiere ging von Donauwörth weiter nach Augsburg.,
9787,284,14539,,,,,,,
4260,17,21672,,,,,,,
4261,1927,21673,10,,,,,,
4262,672,21680,,,,,,,
4263,13896,21688,,,,,,,
4264,1911,21689,,,,,,,
4265,1652,21690,,,,,,,
4266,16,21706,,,,,,,
4267,17,21708,,,,,,,
4268,482,21709,27,,,,,,
4269,1320,21719,,,,,,,
4270,16,21720,3,,,,,,
4272,408,21723,11,,,,,,
4273,16,21733,,,,,,,
4274,672,21740,,,,,,,
4275,17,21749,,,,,,,
4277,13916,21750,27,,,,,,
4278,284,21757,27,,,,,,
4279,16,21759,,,,,,,
4280,17,21765,,,,,,,
4281,16,21766,,,,,,,
4283,11277,21769,27,,,,,,
4284,13921,21769,27,,,,,,
4285,13931,21781,27,,,,,,
4286,16,21786,3,,,,,,
4287,17,21787,,,,,,,
4288,13932,21790,112,,,,,Zur Weinlese nach Niederösterreich.,
4289,4007,21802,,,,,,,
4290,909,21812,27,,,,,,
13035,604,21813,27,,,,,,
4292,113,21818,3,,,,,,
4293,909,21824,,,,,,,
4294,113,21830,3,,,,,,
4295,4134,21838,,,,,,,
4296,16,21840,,,,,,,
4297,113,21843,,,,,,,
4298,113,21844,3,,,,,,
4302,6596,21845,,,,,,,
4300,17,21849,,,,,,,
4303,16,21855,,,,,,,
4304,16,21856,,,,,,,
4305,4147,21862,27,,,,,,
4306,16,21863,148,,,,,,
4307,909,21868,,,,,,,
4308,113,21870,3,,,,,,
4309,113,21873,,,,,,,
4310,16,21878,,,,,,,
4311,13958,21880,,,,,,,
4312,13974,21889,,,,,,,
4313,17,21894,,,,,,,
4314,16,21900,10,,,,,,
4315,1306,21905,27,,,,,,
4316,16,21909,3,,,,,,
4317,16,21919,3,,,,,,
4318,322,21935,,,,,,,
4319,16,21951,,,,,,,
9676,3631,45712,216,,,,,,
4321,14005,21956,,,,,,,
4322,17,21958,27,,,,,,
4323,16,21959,,,,,,,
17344,788,21970,,,,,,,
4325,16,21982,3,,,,,,
4326,16,21983,3,,,,,,
4327,14024,21988,27,,,,,,
4329,14027,20593,27,,,,,,
4330,7254,21995,27,,,,,,
4331,414,22002,3,,,,,,
4332,909,22003,27,,,,,,
4333,14047,22020,27,,,,,,
4334,16,22024,27,,,,,,
4335,14050,22027,27,,,,,,
4336,16,22032,,,,,,,
4337,16,22035,,,,,,,
4338,16,22036,10,,,,,,
4339,15,22040,3,,,,,,
4340,14052,22043,,,,,,,
4341,5588,22050,,,,,,,
4342,14053,22054,112,,,,,,
4343,15,22059,,,,,,,
4344,16,22060,,,,,,,
11598,10571,22064,27,,,,,,
4346,16,22069,10,,,,,,
4347,16,22075,,,,,,,
4348,16,22084,,,,,,,
4349,14063,22097,,,,,,,
4350,101,22098,3,,,,,,
4351,16,22100,,,,,,,
4352,1298,22102,3,,,,,,
4353,16,22113,,,,,,,
4354,1225,22114,3,,,,,,
4355,16,22123,3,,,,,,
4356,16,22127,,,,,,,
4357,14084,22138,148,,,,,,
4358,16,22143,,,,,,,
4359,3433,22152,27,,,,,,
4360,16,22153,3,,,,,,
4361,16,22154,3,,,,,,
4362,16,22167,,,,,,,
4363,7261,22170,3,,,,,,
4364,5543,22172,,,,,,,
4365,16,22173,,,,,,,
4366,414,22178,3,,,,,,
4367,15,22182,3,,,,,,
4368,16,22183,,,,,,,
4369,17,22186,,,,,,,
4370,17,22212,,,,,,,
17345,39350,22216,27,,,,,,
4372,17,22233,,,,,,,
4373,16,22251,,,,,,,
4374,17,22262,,,,,,,
4375,14119,22264,162,,,,,,
4376,1874,22265,3,,,,,,
4377,14122,22270,112,,,,,,
4378,14126,22279,112,,,,,,
4379,16,22283,,,,,,,
4380,3631,22287,27,,,,,,
4381,14129,22291,27,,,,,,
4382,14130,22291,27,,,,,,
4383,16,22293,,,,,,,
4384,9449,22295,27,,,,,,
4385,9420,22301,,,,,,,
4387,2572,22326,27,,,,,,
4388,16,22338,,,,,,,
4389,14129,22340,27,,,,,,
4390,17,22355,,,,,,,
4391,17,22356,,,,,,,
4392,16,22363,,,,,,,
4393,2137,22368,,,,,,,
4394,264,22369,,,,,,,
4395,16,22371,,,,,,,
4396,3496,22374,148,,,,,,
4397,16,22379,,,,,,,
4398,16,22382,,,,,,,
4399,16,22386,,,,,,,
4400,7261,22395,,,,,,,
4401,6365,10532,148,,,,,,
4403,9707,7305,,,,,,,
17484,36747,24008,27,,,,,,
4406,14185,22422,27,,,,,,
4407,1587,22423,348,,,,,,
4408,16,22435,27,,,,,,
4409,16,22438,,,,,,,
4410,14198,22439,,,,,,,
4411,16,22446,,,,,,,
4412,14215,22448,,,,,,,
4413,16,22460,,,,,,,
4414,1587,22474,348,,,,,,
4415,7460,22479,112,,,,,,
4416,16,22484,3,,,,,,
4417,5588,22485,,,,,,,
4418,264,22496,27,,,,,,
4420,14244,5880,148,,,,,,
4421,2846,8170,3,,,,,,
4425,14246,20609,27,,,,,,
4427,9420,20878,27,,,,,,
4429,9420,21274,27,,,,,,
4431,9420,21508,27,,,,,,
4436,16,22514,,,,,,,
4437,1874,22516,3,,,,,,
4438,16,22517,,,,,,,
4439,17,22519,,,,,,,
4440,4738,20904,,,,,,,
4441,7298,17031,,,,,,,
4443,11089,15376,27,,,,,Neu geworbene Rekruten für das Regiment Graf Trautson.,
4452,14257,22525,100,,,,,Die Reise der Passagiere ging von Donauwörth weiter nach Augsburg.,
4453,14258,22525,100,,,,,Die Reise der Passagiere ging von Donauwörth weiter nach Augsburg.,
4454,16,22546,,,,,,,
4455,14274,22564,27,,,,,,
4456,14275,22564,27,,,,,,
4457,14276,22564,27,,,,,,
4458,3631,22578,27,,,,,,
4459,16,22580,27,,,,,,
4460,14280,22581,11,,,,,,
4461,14281,22579,112,,,,,,
4462,16,22586,,,,,,,
4463,16,22585,,,,,,,
4464,5118,22596,,,,,,,
4465,14289,22608,27,,,,,,
4466,17,22612,,,,,,,
10617,3496,24594,148,,,,,5 Familien,
4468,16,22615,4,,,,,,
4469,5714,22618,,,,,,,
4470,3631,22628,3,,,,,,
4471,16,22632,,,,,,,
10611,3496,39076,148,,,,,14 Familien,
4473,113,22638,27,,,,,,
4474,16,22645,,,,,,,
4475,16,22668,,,,,,,
4476,414,22670,,,,,,,
4477,1587,22674,,,,,,,
8152,5394,9025,,,,,,,
4479,17,22684,,,,,,,
4480,16,22690,,,,,,,
4481,17,22695,,,,,,,
4482,16,22699,,,,,,,
4483,113,22719,89,,,,,,
4484,16,22720,,,,,,,
4485,3631,22721,,,,,,,
4486,1874,22723,,,,,,,
4487,16,22751,,,,,,,
4488,16,22753,,,,,,,
4489,14346,22765,27,,,,,,
4490,17,22768,,,,,,,
4491,6406,22775,27,,,,,,
4492,14350,22775,27,,,,,,
4493,16,22784,,,,,,,
4494,1587,22789,,,,,,,
4495,16,22793,,,,,,,
4496,16,22798,,,,,,,
4500,14364,22803,714,,,,,,
4499,14363,22803,714,,,,,,
4501,16,22812,3,,,,,,
4502,16,22816,,,,,,,
4503,264,22817,,,,,,,
4504,16,22819,,,,,,,
4505,14376,22821,,,,,,,
4506,3631,22822,,,,,,,
4507,264,22831,27,,,,,,
4508,1587,22836,10,,,,,,
4509,15,22847,3,,,,,,
4510,411,22848,3,,,,,,
4511,1587,22851,348,,,,,,
4512,14382,22852,,,,,,,
4513,17,22855,,,,,,,
4514,16,22856,,,,,,,
4515,17,22862,,,,,,,
4516,16,22864,,,,,,,
4517,16,22875,,,,,,,
4518,8827,22878,,,,,,,
4519,16,22887,,,,,,,
4520,788,22890,3,,,,,,
4521,284,22891,3,,,,,,
4522,284,10370,,,,,,,
4530,16,22896,3,,,,,,
4532,113,22906,89,,,,,,
4533,4026,22917,,,,,,,
4534,414,22919,3,,,,,,
4535,14403,22922,3,,,,,,
4536,16,22933,,,,,,,
4537,16,22935,3,,,,,,
6695,16981,22948,,,,,,,
4539,14420,22955,,,,,,,
4540,554,22961,,,,,,,
4541,17,22975,,,,,,,
4542,4704,22979,3,,,,,,
4543,11745,22979,3,,,,,,
4544,16,22999,,,,,,,
4545,788,23007,,,,,,,
4546,5473,11000,27,,,,,,
4548,16,23036,148,,,,,,
4549,16,23038,,,,,,,
4550,16,23039,,,,,,,
4551,16,23041,148,,,,,,
4552,4179,21397,,,,,,,
4554,10074,23050,27,,,,,,
4555,3631,23051,,,,,,,
4556,16,23057,,,,,,,
4557,16,23063,374,,,,,,
13068,31956,23065,1,,,,,,
4559,17,23066,,,,,,,
4560,16,23067,3,,,,,,
4561,16,23068,3,,,,,,
4562,17,23072,,,,,,,
4563,788,23075,,,,,,,
4564,16,23089,,,,,,,
4565,3631,23095,,,,,,,
4566,1587,23097,,,,,,,
4567,17,23106,,,,,,,
4568,491,7101,,,,,,,
4570,14485,23115,11,,,,,,
4571,14486,23115,11,,,,,,
4572,16,23119,,,,,,,
4573,14487,23122,27,,,,,,
4574,14491,23125,27,,,,,,
4575,14492,23125,27,,,,,,
4576,14493,23128,719,,,,,,
4577,1840,23136,148,,,,,,
4578,788,23137,3,,,,,,
4579,408,23138,10,,,,,,
4580,264,23151,27,,,,,,
4581,16,23153,,,,,,,
4582,4738,23170,,,,,,,
4583,4026,23173,3,,,,,,
4584,14506,23182,,,,,,,
4585,14507,23187,27,,,,,,
4586,3630,23195,27,,,,,,
4587,12779,23195,27,,,,,,
4588,14510,23196,112,,,,,,
4589,16,23197,,,,,,,
4590,16,23200,,,,,,,
4592,8550,23198,27,,,,,,
4593,16,23203,,,,,,,
4594,11394,23195,27,,,,,,
4595,14513,23195,27,,,,,,
4596,14280,23210,11,,,,,,
4597,1927,23212,,,,,,,
4598,16,23215,10,,,,,,
4599,16,23216,148,,,,,,
4600,15,23218,27,,,,,,
4601,15,9486,3,,,,,,
4604,16,23235,3,,,,,,
4605,412,23238,,,,,,,
4606,14523,23243,89,,,,,,
4607,1587,23245,160,,,,,,
4608,14525,23247,27,,,,,,
13822,20349,23263,27,,,,,,
4610,3631,23252,,,,,,,
4612,113,23272,10,,,,,,
4613,17,23281,,,,,,,
4614,16,23282,,,,,,,
4615,3631,23288,,,,,,,
10608,3496,1166,148,,,,,12 Familien,
4617,3631,23295,,,,,,,
4618,6596,23296,,,,,,,
4619,1587,23300,348,,,,,,
4620,3631,23302,,,,,,,
4621,14550,23305,3,,,,,,
4622,16,23307,,,,,,,
4623,16,23310,27,,,,,,
4624,16,23312,,,,,,,
4625,16,23323,27,,,,,,
4626,16,23339,,,,,,,
4627,17,23352,27,,,,,,
4631,407,23355,27,,,,,,
4630,10537,15836,,1,3,,,,
4633,1587,23361,65,,,,,,
13099,31979,23362,27,,,,,,
4635,16,23368,,,,,,,
4636,1587,23370,43,,,,,,
4637,14578,23380,3,,,,,,
4638,16,23384,,,,,,,
4639,14594,23395,10,,,,,,
4640,16,23396,,,,,,,
4641,16,23406,4,,,,,,
4642,17,23408,,,,,,,
4643,16,23409,,,,,,,
4644,1681,23419,,,,,,,
4645,16,23420,,,,,,,
4646,17,23424,,,,,,,
4647,16,23438,,,,,,,
4648,17,23441,,,,,,,
4649,16,23442,,,,,,,
4650,16,23452,,,,,,,
4651,16,23455,,,,,,,
4652,1587,23458,10,,,,,,
4653,4007,23461,,,,,,,
4654,14605,23463,3,,,,,,
4655,1354,23465,3,,,,,,
10596,1840,23466,148,,,,,5 Familien,
4657,17,23474,,,,,,,
4658,14617,23487,,,,,,,
4659,14494,23488,3,,,,,,
4660,1587,23494,,,,,,,
4661,3933,23500,,,,,,,
4662,7298,23506,,,,,,,
4663,14628,23510,,,,,,,
4664,16,23512,,,,,,,
4665,16,23514,27,,,,,,
4666,4026,23519,,,,,,,
4667,16,23529,,,,,,,
4668,1382,23548,3,,,,,,
4669,16,23553,,,,,,,
4670,3496,23567,148,,,,,,
4671,17,23574,,,,,,,
4672,17,23578,,,,,,,
4673,16,23583,,,,,,,
4674,14653,23590,3,,,,,,
4675,14655,23593,27,,,,,,
4676,14656,23595,,,,,,,
4677,1026,23610,,,,,,,
4678,16,23611,,,,,,,
4679,14658,23613,27,,,,,,
4680,284,23614,,,,,,,
4681,16,23615,,,,,,,
4682,284,23616,,,,,,,
4683,14661,23625,27,,,,,,
4684,16,23627,,,,,,,
4685,14663,23629,27,,,,,,
4686,16,23632,,,,,,,
4687,14664,23633,,,,,,,
4688,5317,23637,27,,,,,,
10631,3496,24997,148,,,,,9 Familien,
4690,1911,23647,,,,,,,
4691,17,23649,,,,,,,
4692,16,23650,,,,,,,
4693,16,23659,,,,,,,
4694,1587,23660,348,,,,,,
4696,16,23677,,,,,,,
4697,16,23684,,,,,,,
4698,1587,23687,,,,,,,
4699,14687,23692,27,,,,,,
4700,14688,23693,27,,,,,,
4701,14689,23694,,,,,,,
4702,14690,23694,,,,,,,
4703,14692,23698,27,,,,,,
4704,1587,23702,10,,,,,,
4705,554,23705,,,,,,,
4706,16,23707,,,,,,,
4707,16,23721,,,,,,,
4708,16,23724,,,,,,,
4709,16,23725,,,,,,,
4710,14494,23735,22,,,,,,
13100,16,65087,,,,,,,
13826,15,68165,,,,,,,
4713,14717,23749,27,,,,,,
4714,1587,23752,,,,,,,
4715,16,23757,,,,,,,
4716,16,23758,,,,,,,
4717,6527,23760,27,,,,,,
4718,5972,23763,,,,,,,
4719,16,23767,,,,,,,
10396,9528,34961,,,,,,,
4721,17,23772,,,,,,,
4722,16,23779,27,,,,,,
4723,16,23786,,,,,,,
4724,14617,23791,,,,,,,
4725,14730,23807,27,,,,,,
4726,14733,23810,27,,,,,,
4727,15,23812,,,,,,,
4728,16,23825,44,,,,,,
4729,14737,23828,264,,,,,,
4730,672,23838,27,,,,,,
4731,788,23850,,,,,,,
4732,5090,23852,,,,,,,
4733,30,23853,89,,,,,,
4734,12779,23867,27,,,,,,
4735,4482,23874,27,,,,,,
4736,113,23879,89,,,,,,
4737,16,23880,,,,,,,
4738,15,23883,10,,,,,,
5492,16098,23887,148,,,,,6 Familien,
4740,16,23894,,,,,,,
4741,1927,23900,,,,,,,
4742,411,23902,27,,,,,,
4743,17,23904,,,,,,,
4744,17,23906,,,,,,,
4745,14770,23907,27,,,,,,
4746,15,23920,3,,,,,,
4747,16,23921,,,,,,,
4748,16,23930,,,,,,,
4749,411,23933,27,,,,,,
4750,408,23937,27,,,,,,
4751,16,23953,,,,,,,
4752,4007,23955,,,,,,,
4754,7089,23957,,1,6,,,,
4755,16,23958,,,,,,,
4756,15,23971,27,,,,,,
4757,16,23973,,,,,,,
4758,3631,23974,,,,,,,
4759,14793,23975,27,,,,,,
4760,16,23976,27,,,,,,
4761,17,23977,,,,,,,
4762,4198,23979,11,,,,,,
4763,14794,23979,11,,,,,,
4764,15,23982,3,,,,,,
4765,17,23985,,,,,,,
4766,16,23991,,,,,,,
4767,1927,24002,10,,,,,,
4769,16,24013,,,,,,,
4770,5090,24020,3,,,,,,
4771,16,24032,3,,,,,,
4772,14813,24033,27,,,,,,
4773,1911,24038,,,,,,,
4774,15,24039,27,,,,,,
4775,16,24041,,,,,,,
4776,89,24043,11,,,,,,
4777,3496,24050,148,,,,,,
4778,14820,24044,27,,,,,,
4779,16,24055,,,,,,,
4780,554,24058,,,,,,,
4781,16,24061,,,,,,,
4782,16,24062,,,,,,,
4783,16,24069,,,,,,,
4784,17,24076,,,,,,,
4785,2459,24077,27,,,,,,
4786,1036,24078,3,,,,,,
4787,407,24082,3,,,,,,
4788,16,24088,,,,,,,
4789,16,24092,,,,,,,
4790,1587,24094,10,,,,,,
4791,113,24111,,,,,,,
4792,14846,24113,27,,,,,,
4793,554,24124,,,,,,,
4794,16,24127,,,,,,,
4795,3631,24130,,,,,,,
4796,16,24132,,,,,,,
4797,16,24136,,,,,,,
4798,11783,24140,4,,,,,,
4799,2701,24141,27,,,,,,
4800,15,24143,,,,,,,
4801,16,24148,,,,,,,
4802,16,24150,,,,,,,
4803,14855,24151,27,,,,,,
4804,16,24154,,,,,,,
4805,16,24157,,,,,,,
4806,14857,24165,3,,,,,,
4807,16,24167,,,,,,,
4808,14862,24168,10,,,,,,
4809,16,24171,,,,,,,
4810,30,24177,27,,,,,,
4811,14869,24183,3,,,,,Weiterreise von Linz nach Prag.,
4812,14870,24183,3,,,,,Weiterreise von Linz nach Prag.,
4813,14871,24183,3,,,,,Weiterreise von Linz nach Prag.,
4814,113,24189,3,,,,,,
4815,1840,24190,148,,,,,,
13101,6823,24191,3,,,,,,
4817,14874,24195,,,,,,,
4818,113,24196,3,,,,,,
4819,7827,24198,3,,,,,,
4820,1587,24199,65,,,,,,
4821,16,24211,3,,,,,,
4822,16,24212,3,,,,,,
4823,16,24227,,,,,,,
4824,16,24229,,,,,,,
4825,16,24230,,,,,,,
4826,16,24239,,,,,,,
4827,14890,24241,11,,,,,,
4828,14891,24241,11,,,,,,
4829,14892,24241,11,,,,,,
4830,14893,24241,11,,,,,,
4831,16,24248,,,,,,,
4832,14899,24247,,,,,,,
4833,14902,24250,145,,,,,,
4834,14903,24250,145,,,,,,
4835,14907,24261,27,,,,,,
4836,113,24263,3,,,,,,
4837,16,24267,3,,,,,,
4838,113,24268,3,,,,,,
4839,113,24270,3,,,,,,
4840,14908,24271,167,,,,,,
4841,16,24276,,,,,,,
4842,11783,24283,10,,,,,,
4843,113,24285,3,,,,,,
4844,16,24286,,,,,,,
4845,16,24291,,,,,,,
4846,16,24300,27,,,,,,
4847,16,24307,,,,,,,
4851,617,24319,,,,,,,
4849,5557,24319,,,,,,,
4850,16,24322,3,,,,,,
4852,617,15910,,,,,,,
4854,30,24326,,,,,,,
4855,4026,24327,,,,,,,
4856,17,24329,,,,,,,
4857,16,24332,,,,,,,
4858,16,24337,,,,,,,
4859,9293,24338,,,,,,,
4860,16,24342,3,,,,,,
4861,16,24343,3,,,,,,
4862,17,24344,,,,,,,
4863,16,24348,3,,,,,,
4864,16,24352,,,,,,,
4865,1954,24353,,,,,,,
4866,113,24363,3,,,,,,
4867,15,24367,3,,,,,,
4868,554,24370,,,,,,,
4869,1906,24371,,,,,,,
4870,1587,24375,,,,,,,
4871,16,24377,3,,,,,,
4872,17,24378,,,,,,,
4873,14957,24380,3,1,7,4,,Zum Linzer Bartholomäi-Markt.,
17483,36747,22422,27,,,,,,
4875,16,24382,,,,,,,
4876,16,24385,,,,,,,
4877,1036,24389,,,,,,,
5479,6823,24391,3,,,,,,
4879,113,24395,,,,,,,
4880,16,24397,,,,,,,
4881,14967,24406,,,,,,,
4882,16,24408,,,,,,,
4883,3496,24419,148,,,,,,
4884,17,24432,,,,,,,
4885,14979,24434,27,,,,,,
4886,3712,24436,,,,,,,
4887,16,24439,3,,,,,,
4888,16,24443,3,,,,,,
4889,5090,24445,3,,,,,,
4890,17,24447,,,,,,,
4891,16,24448,,,,,,,
4892,1225,24449,3,,,,,,
4893,1906,24451,,,,,,,
4894,14982,24452,27,,,,,,
4895,8250,24454,,,,,,,
4896,909,24466,,,,,,,
4897,3019,24468,27,,,,,,
4898,16,24470,,,,,,,
4900,16,24473,3,,,,,,
4901,1997,24480,27,,,,,,
4902,16,24481,3,,,,,,
4903,554,24484,526,,,,,,
4905,15005,24487,179,,,,,,
13838,20349,24488,,,,,,,
4907,1927,24490,10,,,,,,
4909,2329,24492,,,,,,,
4910,30,24496,,,,,,,
5493,16107,24502,27,,,,,,
4913,17,24503,3,,,,,,
4915,16,24513,,,,,,,
4916,7246,24519,,,,,,,
4917,16,24521,3,,,,,,
4918,16,24522,3,,,,,,
4919,16,24524,3,,,,,,
4920,909,24525,27,,,,,,
4921,15023,24530,,,,,,,
4922,15024,24530,,,,,,,
4923,1906,24533,,,,,,,
4924,15034,24537,148,,,,,,
4925,16,24542,,,,,,,
4926,4704,24544,27,,,,,,
4927,264,24546,,,,,,,
4928,7089,24548,,1,6,,,,
4929,113,24551,,,,,,,
4930,16,24553,,,,,,,
4931,16,24558,3,,,,,,
4932,15041,24562,,,,,,,
4933,16,24563,,,,,,,
10605,1840,29865,148,,,,,,
4935,788,24571,,,,,,,
4936,788,24577,3,,,,,,
4937,16,24578,,,,,,,
10618,3496,26731,148,,,,,5 Familien,
4939,16,24598,,,,,,,
4940,16,24602,,,,,,,
4941,16,24607,,,,,,,
4942,16,24608,,,,,,,
4943,264,24610,,,,,,,
4944,16,24630,3,,,,,,
4945,788,24634,27,,,,,,
4946,113,24643,,,,,,,
4947,17,24647,,,,,,,
4948,17,24648,,,,,,,
4949,16,24650,3,,,,,,
4950,16,24655,3,,,,,,
4951,15087,24657,27,,,,,,
4952,16,24658,,,,,,,
4953,15092,24666,,,,,,,
4954,11513,24675,,,,,,,
4956,1354,24680,,,,,,,
4957,868,24681,,,,,,,
4958,788,24682,3,,,,,,
4959,264,24684,,,,,,,
4960,16,24686,,,,,,,
4961,16,24687,,,,,,,
4962,16,24688,3,,,,,,
4963,16,24691,,,,,,,
4964,16,24702,,,,,,,
4965,16,24714,,,,,,,
4966,16,24716,3,,,,,,
4967,17,24720,,,,,,,
4968,3496,24723,,,,,,,
4969,4738,24729,160,,,,,,
4970,17,24735,,,,,,,
4971,16,24737,148,,,,,,
4972,15141,24743,,,,,,,
4973,788,24744,,,,,,,
4974,16,24748,,,,,,,
4975,264,24754,,,,,,,
4977,788,24761,,,,,,,
4978,788,24763,,,,,,,
4980,113,24768,,,,,,,
4981,1587,24770,10,,,,,,
4982,788,24788,,,,,,,
4983,3631,24790,3,,,,,,
4985,284,24794,,,,,,,
4986,16,24797,,,,,,,
4987,16,24806,,,,,,,
4988,17,24812,,,,,,,
4989,16,24814,,,,,,,
4990,16,24819,,,,,,,
4992,16,24825,,,,,,,
4993,16,24827,,,,,,,
4994,15180,24842,27,,,,,,
4995,16,24845,,,,,,,
4996,1906,24864,,,,,,,
4997,17,24866,,,,,,,
4998,16,24890,,,,,,,
4999,16,24910,,,,,,,
5000,101,24907,3,,,,,,
5001,16,24911,,,,,,,
5002,4326,24917,,,,,,,
13137,31956,24918,1,,,,,,
5004,6596,24953,,,,,,,
5005,16,24957,,,,,,,
5006,16,24961,,,,,,,
5007,9927,24966,27,,,,,,
5008,15005,24982,,,,,,,
5009,16,24983,27,,,,,,
5010,16,24984,3,,,,,,
5011,16,24985,,,,,,,
10632,3496,39152,148,,,,,"9 Familien
",
5013,788,25004,,,,,,,
5014,788,25006,,,,,,,
5015,16,25007,,,,,,,
5016,16,25011,41,,,,,,
5017,15228,25016,27,,,,,,
5018,16,25020,,,,,,,
5019,5972,25024,,,,,,,
5020,604,25026,27,,,,,,
8157,20448,38748,216,,,,,,
5022,15234,25034,27,,,,,,
5023,2825,25035,,,,,,,
5024,17,25038,,,,,,,
5025,604,25053,27,,,,,,
5026,16,25054,3,,,,,,
5027,15249,25055,89,,,,,,
5028,604,25068,,,,,,,
5029,16,25073,,,,,,,
5030,15263,25079,148,,,,,,
5031,16,25081,,,,,,,
5032,16,25082,,,,,,,
5033,788,25084,,,,,,,
5034,15270,25107,,,,,,,
5035,15271,25110,3,,,,,,
5036,16,25113,,,,,,,
5037,13974,25114,27,,,,,,
5038,16,25115,,,,,,,
5039,15,25134,3,,,,,,
5040,13609,25136,65,,,,,,
5041,909,25144,,,,,,,
5042,909,25151,,,,,,,
5043,5889,25170,,,,,,,
5044,16,25178,,,,,,,
5046,15292,25179,,,,,,,
5047,17,25180,,,,,,,
5048,15295,25188,162,,,,,,
5049,16,25192,,,,,,,
5050,1840,25197,148,,,,,,
5051,17,25206,,,,,,,
5052,6371,25210,,,,,,,
5053,1382,25211,,,,,,,
5054,16,25212,,,,,,,
5055,16,25219,,,,,,,
5056,554,25220,,,,,,,
5057,15303,25225,148,,,,,,
5058,554,25232,3,,,,,,
5059,16,25246,,,,,,,
5061,14283,1366,3,,,,,,
5066,3673,24764,,1,9,,,,
17477,27250,37420,,,,,,,
5068,14957,5104,,1,15,,,,
5070,15327,15473,3,1,6,,,Fahrt zum Bartholomai-Markt.,
5072,10538,14195,,1,3,,,,
5073,10539,14195,,1,3,,,,
5074,7089,10384,,1,6,,,,
5076,7613,8978,,1,3,,,,
5077,7614,8978,,1,3,,,,
5078,7615,8978,,1,9,,,,
5079,6414,6616,,1,3,,,,
5080,15327,6616,,1,12,,,,
5081,5313,4894,,1,3,,,,
5082,5551,5203,,1,3,,,,
5083,16,25282,3,,,,,,
5084,16,25290,,,,,,,
5085,16,25294,,,,,,,
5086,16,25297,,,,,,,
5087,3631,25300,3,,,,,,
5088,16,25304,,,,,,,
5089,16,25309,,,,,,,
5090,15344,25310,27,,,,,,
5091,1808,25316,27,,,,,,
5092,15347,25321,148,,,,,,
5093,6899,25328,,,,,,,
5094,16,25338,,,,,,,
5095,16,25340,,,,,,,
15499,23947,25349,27,,,,,,
5097,15,25364,27,,,,,,
5098,17,25377,,,,,,,
5099,16,25382,,,,,,,
5100,16,25390,148,,,,,,
5101,5090,25407,,,,,,,
5102,16,25418,,,,,,,
5103,16,25421,,,,,,,
5104,16,25423,27,,,,,,
5105,15,10035,,,,,,,
5107,1911,25438,,,,,,,
5108,15271,25441,3,,,,,,
5109,4575,17956,10,,,,,,
5110,16,25457,,,,,,,
5111,16,25462,,,,,,,
5112,16,25469,,,,,,,
5113,16,25470,,,,,,,
5114,16,25471,,,,,,,
5115,411,25477,,,,,,,
5116,14119,25479,112,,,,,,
5117,17,25480,,,,,,,
5118,284,25488,,,,,,,
5119,16,25503,4,,,,,,
5120,1911,25513,10,,,,,,
5121,17,25523,,,,,,,
5122,2877,25525,,,,,,,
5123,15436,25535,27,,,,,,
5124,15,25539,3,,,,,,
5125,15437,25544,27,,,,,,
5127,15438,25544,27,,,,,,
5129,15439,16623,27,,,,,,
5132,15444,10541,27,,,,,,
5133,15445,10541,27,,,,,,
5134,15458,25564,,,,,,,
5135,17,25565,,,,,,,
5136,16,25567,3,,,,,,
5138,15461,25570,148,,,,,,
5139,16,25586,,,,,,,
17025,1840,25589,148,,,,,42 Familien,
5141,15467,25590,148,,,,,,
5142,16,25591,,,,,,,
5143,909,25594,27,,,,,,
5144,1382,25599,,,,,,,
5145,15473,25600,148,,,,,,
5146,16,25606,3,,,,,,
5147,15440,25615,69,,,,,,
5148,15477,25615,69,,,,,,
5149,15478,25615,69,,,,,,
5150,2846,25618,,,,,,,
5151,16,25619,,,,,,,
5152,15,25643,,,,,,,
5153,16,25645,,,,,,,
5154,1874,25655,3,,,,,,
5155,17,25658,,,,,,,
5156,16,25660,3,,,,,,
5157,15508,25662,27,,,,,,
5158,788,25678,3,,,,,,
5159,16,25686,,,,,,,
5160,15517,25688,,,,,,,
5161,13433,25693,,,,,,,
5162,16,25694,3,,,,,,
5163,16,25698,,,,,,,
5164,16,25699,,,,,,,
