angaben_passagiereId,personenId,angabenId,zielort,judenleibmaut,judenleibmaut_fl,judenleibmaut_s,judenleibmaut_d,bemerkungen,passagiereOrder
8570,3928,40549,,,,,,,
8571,5972,40552,4,,,,,,
8572,21549,40558,11,,,,,,
8573,16,40562,,,,,,,
8574,15,40569,3,,,,,,
8575,20448,40570,216,,,,,,
8576,3496,40578,148,,,,,,
17028,8311,40581,3,,,,,,
8580,7827,40589,27,,,,,,
8579,4007,40582,27,,,,,,
8581,788,40596,27,,,,,,
8582,15,40598,,,,,,,
8583,1587,40602,,,,,,,
8584,17,40604,,,,,,,
8585,102,40625,,,,,,,
8586,16,40630,3,,,,,,
8587,16,40636,,,,,,,
8588,21564,40640,3,,,,,,
8589,264,40641,3,,,,,,
8590,16,40642,,,,,,,
8591,21567,40645,148,,,,,,
8592,3631,40646,,,,,,,
8599,16,40660,27,,,,,,
8598,10883,40655,,,,,,,
8600,16,40665,,,,,,,
8601,21579,40667,,,,,,,
8602,788,40673,29,,,,,,
8603,16,40677,,,,,,,
8604,3496,40679,148,,,,,,
8605,2846,40681,148,,,,,,
8606,20448,40686,216,,,,,,
8607,554,40690,,,,,,,
8608,408,40716,10,,,,,,
8610,21594,40717,3,,,,,,
8611,17307,40722,,,,,,,
8612,16,40724,,,,,,,
8613,16,40742,,,,,,,
8614,16,40743,,,,,,,
8615,3046,40746,,,,,,,
8616,16,40755,,,,,,,
8617,16,40761,,,,,,,
8618,16,40764,,,,,,,
8619,16,40770,,,,,,,
8620,3631,40772,,,,,,,
8621,113,40778,,,,,,,
8622,17,40790,,,,,,,
8623,113,40793,89,,,,,,
8624,20448,40798,216,,,,,,
8625,21611,40802,27,,,,,,
8626,16,40804,,,,,,,
10610,3496,22637,148,,,,,13 Familien,
8628,16,40809,,,,,,,
8629,17,40810,,,,,,,
8630,16,40819,,,,,,,
8631,15,40827,,,,,,,
8632,16,40828,,,,,,,
8633,16,40832,,,,,,,
8634,4198,40836,27,,,,,,
8635,16,40839,,,,,,,
8636,16,40837,,,,,,,
8637,16016,40842,,,,,,,
8638,113,40847,,,,,,,
8639,1997,40849,,,,,,,
8640,21625,40854,,,,,,,
8641,16,40859,,,,,,,
8642,16,40864,3,,,,,,
8643,6412,40867,3,,,,,,
8644,284,40871,,,,,,,
8645,1354,40887,,,,,,,
8647,21646,40892,27,,,,,,
8648,16,40903,,,,,,,
8649,2846,40910,,,,,,,
8650,16,40921,,,,,,,
8651,113,40922,,,,,,,
8652,16,40925,,,,,,,
8653,17,40928,3,,,,,,
8654,16,40929,,,,,,,
8655,1587,40934,,,,,,,
8656,16,40937,,,,,,,
8657,16,40941,,,,,,,
8658,10828,40942,,,,,,Hafnerleute vom Wiener Markt herauf.,
8659,1587,40943,38,,,,,,
8660,20448,40947,216,,,,,,
8661,2825,40948,27,,,,,,
8662,113,40953,3,,,,,,
8663,113,40955,3,,,,,,
8664,113,40962,216,,,,,,
8665,16,40966,,,,,,,
8666,16,40972,10,,,,,,
8667,16,40973,,,,,,,
8668,16,40975,27,,,,,,
8669,21669,40976,27,,,,,,
8670,8250,40979,3,,,,,,
8671,113,40996,,,,,,,
8672,9503,40997,3,,,,,,
8673,113,40998,,,,,,,
8674,1927,40999,,,,,,,
8675,113,41002,,,,,,,
8676,16,41005,,,,,,,
8677,16,41007,,,,,,,
8678,3631,41009,,,,,,,
8679,113,41010,3,,,,,,
8680,17,41013,,,,,,,
16875,15,41014,,,,,,,
8682,1927,41021,,,,,,,
8683,16,41022,,,,,,,
8684,21689,41040,3,1,27,,,Pro Person 1 fl. 30 kr.,
8685,16,41050,3,,,,,,
8686,16,41051,,,,,,,
8687,41,41056,,,,,,,
8688,16,41061,,,,,,,
8689,16,41062,,,,,,,
8690,15,41068,,,,,,,
8691,15,41075,,,,,,,
8692,16,41080,,,,,,,
8693,16,41090,,,,,,,
8694,3631,41097,3,,,,,,
8695,16,41100,,,,,,,
8696,16,41115,,,,,,,
8697,6596,41118,,,,,,,
17030,21711,41122,27,,,,,,
8699,20448,41126,,,,,,,
8700,9565,41130,3,,,,,,
8701,1587,41131,,,,,,,
8702,1587,41132,,,,,,,
8703,16,41136,4,,,,,,
8704,16,41138,,,,,,,
8705,16,41148,,,,,,,
8706,17,41150,,,,,,,
8707,16,41152,,,,,,,
8708,16,41154,,,,,,,
17031,17,41160,3,,,,,,
8710,21724,41169,,,,,,,
8711,7827,41170,,,,,,,
8712,16,41171,3,,,,,,
8713,16,41173,,,,,,,
8714,16,41174,,,,,,,
8715,113,41175,,,,,,,
8716,408,41176,,,,,,,
8717,16,41178,,,,,,,
8718,16,41185,,,,,,,
8719,16,41186,,,,,,,
8720,16,41187,,,,,,,
17032,38672,41192,27,,,,,,
8722,16,41195,4,,,,,,
8723,16,41198,3,,,,,,
8724,408,41199,3,,,,,,
8725,113,41201,3,,,,,,
8726,113,41206,3,,,,,,
8727,16,41208,,,,,,,
8728,16,41211,3,,,,,,
8729,15,41216,4,,,,,,
8730,113,41217,3,,,,,,
8731,113,41219,3,,,,,,
8732,113,41224,3,,,,,,
8733,113,41229,3,,,,,,
8734,1587,41238,,,,,,,
8735,16,41244,3,,,,,,
8736,16,41246,3,,,,,,
8737,113,41250,3,,,,,,
8738,16,41257,3,,,,,,
8739,617,41272,,,,,,,
8740,16,41273,3,,,,,,
8741,113,41276,,,,,,,
8742,113,41281,3,,,,,,
8743,9639,41282,1,,,,,,
8749,16,41295,3,,,,,,
8745,21758,41287,3,1,10,4,,Fahrt vom Passauer Stephanimarkt zum Linzer Bartholomäimarkt.,
8747,4026,41290,3,,,,,,
8748,16,41293,3,,,,,,
8750,16,41299,3,,,,,,
8751,16,41306,3,,,,,,
8752,16,41309,,,,,,,
8753,16,41315,3,,,,,,
8754,21765,41320,27,,,,,,
8755,411,41325,3,,,,,,
8756,16,41327,,,,,,,
8757,16,41331,,,,,,,
8758,16,41333,3,,,,,,
8759,14246,41334,27,,,,,,
8760,3712,41337,3,,,,,,
8761,16,41343,3,,,,,,
8762,16,41346,3,,,,,,
8763,16,41347,3,,,,,,
8764,10313,41354,27,,,,,,
8765,21771,41360,3,,,,,,
8766,16,41363,3,,,,,,
8767,16,41364,,,,,,,
8768,16,41366,3,,,,,,
8769,101,41369,,,,,,,
8770,16,41374,3,,,,,,
8771,5319,41377,,,,,,,
8772,16,41383,3,,,,,,
8773,113,41387,3,,,,,,
8774,788,41388,3,,,,,,
8775,16,41390,,,,,,,
8776,16,41391,27,,,,,,
8777,16628,41392,,,,,,,
17043,38709,41392,,,,,,,
8779,16,41396,,,,,,,
8780,17,41397,,,,,,,
8781,788,41399,3,,,,,,
17036,16,84801,3,,,,,,
8783,16,41406,,,,,,,
8784,16,41416,,,,,,,
8785,21782,41437,3,,,,,,
8786,16,41438,3,,,,,,
17038,32891,41442,,,,,,,
8788,6889,41443,3,,,,,,
8789,7246,41444,3,,,,,,
8790,16,41447,,,,,,,
8791,16,41448,,,,,,,
8792,16,41452,3,,,,,,
8795,1354,41455,,,,,,,
8794,4007,41453,,,,,,,
8796,102,41461,3,,,,,,
8797,1906,41466,,,,,,,
17040,21787,41470,27,,,,,,
17039,38693,41470,27,,,,,,
8800,16,41483,,,,,,,
8801,16,41485,,,,,,,
8802,645,41487,,,,,,,
17126,23583,41495,3,,,,,,
8804,7298,41500,27,,,,,,
8805,20448,41506,216,,,,,,
8806,16,41511,10,,,,,,
8809,16,41521,,,,,,,
8810,3631,41524,222,,,,,,
8811,6203,41531,27,,,,,,
8812,4936,41532,27,,,,,,
8813,16,41536,,,,,,,
8817,16,41546,,,,,,,
8816,10883,41540,10,,,,,,
8818,21798,41549,27,,,,,,
8819,16,41551,,,,,,,
8820,909,41555,148,,,,,,
8821,16,41564,,,,,,,
8822,4326,41570,,,,,,,
8823,788,41571,,,,,,,
8824,16,41576,,,,,,,
8825,16,41577,,,,,,,
8826,1927,41580,,,,,,,
8827,20448,41591,216,,,,,,
8828,21805,41594,,,,,,,
8829,16,41598,,,,,,,
8830,4026,41604,,,,,,,
8831,113,41612,27,,,,,,
8832,14907,41613,,,,,,,
8834,16,41629,,,,,,,
8835,17,41632,27,,,,,,
8836,16,41636,,,,,,,
17041,22527,41645,27,,,,,,
8840,16,41655,,,,,,,
8839,3673,41646,,1,9,,,,
8841,16,41659,,,,,,,
8842,20579,41664,,,,,,,
8843,20448,41671,216,,,,,,
8844,788,41674,3,,,,,,
14941,788,73487,,,,,,,
8846,6596,41695,,,,,,,
8847,7375,41698,10,,,,,,
8848,16,41702,,,,,,,
8849,3631,41705,,,,,,,
8850,16,41710,,,,,,,
8851,89,41711,,,,,,,
8852,15,41717,27,,,,,,
8853,412,41734,,,,,,,
8854,30,41748,216,,,,,,
8855,7375,41749,,,,,,,
17042,38709,41750,27,,,,,,
8858,16,41752,27,,,,,,
8859,3631,41758,,,,,,,
8862,20448,41770,216,,,,,,
8861,5972,41763,4,,,,,,
8863,14119,41776,112,,,,,,
8864,18019,41786,,,,,,,
8865,3805,41788,112,,,,,,
8866,21824,41794,27,,,,,,
8867,1927,41797,,,,,,,
8868,14119,41801,112,,,,,,
8869,554,41811,27,,,,,,
8870,1587,41828,,,,,,,
8871,16,41830,,,,,,,
8872,16,41833,,,,,,,
8873,16,41842,,,,,,,
8874,6889,41846,,,,,,,
8875,20448,41848,216,,,,,,
8876,672,41861,,,,,,,
8877,16,41870,,,,,,,
8878,1834,41874,89,,,,,,
8881,1906,41881,,,,,,,
8880,407,41876,27,,,,,,
8882,21831,41889,27,,,,,,
8883,21832,41909,27,,,,,,
8884,16,41913,,,,,,,
8885,16,41926,,,,,,,
8886,15,41931,,,,,,,
8887,16,41939,,,,,,,
8888,3631,41944,27,,,,,,
17005,20448,30110,216,,,,,,
8890,672,41949,27,,,,,,
8891,21711,41950,,,,,,,
8892,16,41953,4,,,,,,
8893,16,41960,,,,,,,
8894,17990,41966,,,,,,,
8895,16,41987,,,,,,,
8896,1874,42007,3,,,,,,
8897,16,42018,,,,,,,
8898,1906,42027,,,,,,,
8899,20448,42031,216,,,,,,
8900,16,42050,3,,,,,,
11154,5394,42061,3,,,,,,
8902,14957,42063,3,1,7,4,,Vom Passauer Markt zum Linzer Bartholomäus Markt.,
8903,16,42070,3,,,,,,
8904,16,42072,,,,,,,
8905,16,42080,,,,,,,
8906,102,42081,,,,,,,
8907,14979,42085,27,,,,,,
8908,9565,42102,3,,,,,,
8909,3631,42111,,,,,,,
8910,113,42146,3,,,,,,
8911,16,42148,,,,,,,
8912,16,42149,3,,,,,,
8913,16,42155,,,,,,,
8914,1372,42156,,,,,,,
8915,16,42157,,,,,,,
8916,113,42159,,,,,,,
10398,9528,44219,,,,,,,
8918,21869,42163,,,,,,,
8919,16,42170,,,,,,,
8920,101,42177,,,,,,,
8921,20448,42181,216,,,,,,
8922,15,42195,,,,,,,
8923,1036,42200,27,,,,,,
8924,4326,42211,3,,,,,,
8925,21782,42227,10,,,,,,
8928,16,42231,,,,,,,
8927,4007,42228,4,,,,,,
8929,16,42233,,,,,,,
8930,21881,42234,27,,,,,,
8931,322,42255,27,,,,,,
8932,113,42259,3,,,,,,
8933,3631,42271,27,,,,,,
8934,788,42274,,,,,,,
8935,15,42302,,,,,,,
8936,10544,42305,,,,,,,
8937,113,42307,,,,,,,
8938,113,42309,,,,,,,
8939,16,42310,,,,,,,
8940,16,42314,3,,,,,,
8941,16,42316,3,,,,,,
8942,16,42317,3,,,,,,
8943,21894,42320,27,,,,,,
8944,1382,42322,,,,,,,
8945,12869,42329,,,,,,,
8946,645,42332,,,,,,,
8947,1587,42335,10,,,,,,
8948,14215,42339,,,,,,,
8949,17,42345,,,,,,,
13177,11471,42346,27,,,,,,
8951,3631,42364,,,,,,,
8952,17,42369,,,,,,,
8953,113,42380,27,,,,,,
8954,16,42386,,,,,,,
8955,17,42387,,,,,,,
8956,20300,42387,,,,,,,
8957,16,42391,,,,,,,
8958,6889,42417,3,,,,,,
8959,16,42439,,,,,,,
8960,21371,42455,27,,,,,,
8961,21916,42459,,,,,,,
17047,38761,42478,,,,,,,
9238,4026,42479,3,,,,,,
8964,15660,42481,27,,,,,,
8965,15,42487,3,,,,,,
8966,21928,42491,27,,,,,,
9239,4026,42493,,,,,,,
8968,14902,42504,89,,,,,,
8969,21935,42506,27,,,,,,
8970,6527,42507,3,,,,,,
8971,4051,42508,27,,,,,,
8972,16,42511,,,,,,,
8977,16,42529,,,,,,,
8976,16,42522,,,,,,,
8975,3925,42512,27,,,,,,
8978,17,42530,,,,,,,
8979,101,42531,,,,,,,
8980,17,42557,,,,,,,
8981,1906,42564,25,,,,,,
8982,5319,42570,27,,,,,,
8984,284,42571,27,,,,,,
8985,20448,42614,216,,,,,,
8986,16,42627,27,,,,,,
8987,21963,42625,27,,,,,,
8988,284,42630,,,,,,,
8989,1911,42639,,,,,,,
17048,9390,42641,,,,,,,
8991,554,42668,,,,,,,
8992,101,42669,3,,,,,,
8993,16,42677,10,,,,,,
8994,2329,42696,,,,,,,
16962,10822,37922,3,,,,,,
17052,20448,42766,,,,,,"""obieger schifmaister Schwarzman hat auch den Niernberger pothen bey sich, welcher volgente mautzethl führet"".",
11242,102,42703,,,,,,,
17050,407,42712,27,,,,,,
8999,20448,42717,216,,,,,,
9000,113,42732,216,,,,,,
9001,17,42733,27,,,,,,
9002,16,42738,,,,,,,
17051,10401,42749,27,,,,,,
9004,554,42753,3,,,,,,
9005,16,42754,3,,,,,,
9006,5592,42757,,,,,,,
9007,17,42763,,,,,,,
9008,3712,42764,27,,,,,,
9009,21996,42765,,,,,,,
9010,16,42768,,,,,,,
9011,17,42769,,,,,,,
9012,16,42779,3,,,,,,
9013,16,42780,,,,,,,
9014,16,42786,,,,,,,
9015,101,42787,,,,,,,
9016,554,42790,,,,,,,
9017,16,42793,3,,,,,,
9018,16,42794,,,,,,,
9019,16,42799,,,,,,,
9020,16,42800,,,,,,,
9021,1681,42807,,,,,,,
9022,15,42808,27,,,,,,
9023,16,42813,,,,,,,
9024,22017,42815,,,,,,,
9025,1927,42816,,,,,,,
9026,407,42824,27,,,,,,
9027,5588,42829,3,,,,,,
9784,284,42832,27,,,,,,
9029,16,42836,3,,,,,,
9030,22021,42837,27,,,,,,
9031,16,42841,,,,,,,
9032,1587,42853,,,,,,,
9033,1354,42856,,,,,,,
9034,22024,42858,,,,,,,
9035,11994,42860,11,,,,,,
9036,1997,42869,,,,,,,
9037,16,42870,3,,,,,,
9038,4051,42879,3,,,,,,
9039,16,42880,,,,,,,
9040,554,42884,,,,,,,
17211,38994,79750,3,,,,,,
9042,16,42889,,,,,,,
9043,16,42891,,,,,,,
9044,16,42893,,,,,,,
9045,10822,42901,,,,,,,
9046,16,42902,,,,,,,
9047,16,42909,,,,,,,
9048,15,42911,,,,,,,
9049,16,42913,,,,,,,
9050,16,42914,,,,,,,
9051,1382,42917,,,,,,,
9052,17,42924,27,,,,,,
9053,1927,42934,3,,,,,,
9054,22081,42942,3,,,,,,
9055,16,42944,,,,,,,
9056,22082,42946,10,,,,,,
9057,16,42955,,,,,,,
9058,16,42956,,,,,,,
9059,788,42961,,,,,,,
9060,788,42964,,,,,,,
9061,16,42967,,,,,,,
9062,1927,42972,10,,,,,,
9063,16,42979,3,,,,,,
9064,16,42982,,,,,,,
9065,10571,42990,,,,,,,
9066,554,42998,,,,,,,
13583,10331,43004,,,,,,,
9069,5588,43014,,,,,,,
9070,16,43018,,,,,,,
9071,788,43024,,,,,,,
9072,22099,43027,,,,,,,
9073,16,43031,,,,,,,
9074,16,43036,,,,,,,
9075,16,43065,,,,,,,
9076,1906,43067,,,,,,,
9077,16,43074,,,,,,,
9078,15,43078,10,,,,,,
9079,6596,43079,,,,,,,
9080,16,43087,27,,,,,,
9081,788,43088,,,,,,,
9082,788,43095,,,,,,,
9083,16,43097,,,,,,,
9084,788,43099,4,,,,,,
9085,554,43102,,,,,,,
9087,22118,43105,112,,,,,,
9088,1587,43106,,,,,,,
9089,5552,43108,,,,,,,
9090,22119,43116,,,,,,,
9091,4738,43129,,,,,,,
9092,89,43141,3,,,,,,
9093,5588,43142,,,,,,,
9094,16,43151,,,,,,,
9095,1651,43154,27,,,,,,
10604,1840,32639,148,,,,,,
9097,3631,43169,,,,,,,
9098,16,43171,,,,,,,
9099,16,43172,,,,,,,
9100,2038,43173,,,,,,,
9101,22134,43173,,,,,,,
9102,4738,43181,,,,,,,
9103,16,43185,,,,,,,
9104,788,43191,,,,,,,
9105,16,43192,27,,,,,,
9106,22142,43202,11,,,,,,
9107,16,43225,,,,,,,
9108,3933,43247,4,,,,,,
9109,16,43254,,,,,,,
9110,3756,43255,112,,,,,,
9111,22151,43266,112,,,,,,
9112,16,43267,,,,,,,
9113,5090,43268,18,,,,,,
9114,15,43270,,,,,,,
9115,1911,43277,10,,,,,,
9116,16,43280,,,,,,,
9117,1927,43297,,,,,,,
9118,16,43300,,,,,,,
13589,6734,43301,112,,,,,,
9120,22154,43311,112,,,,,,
9121,284,43320,,,,,,,
9122,672,43321,,,,,,,
9123,19602,43328,,,,,,,
9124,16,43346,,,,,,,
9125,554,43353,3,,,,,,
9126,89,43356,3,,,,,,
9127,22164,43364,27,,,,,,
9128,16,43367,,,,,,,
9129,1927,43379,10,,,,,,
9130,16,43380,148,,,,,,
9131,13628,43382,3,,,,,,
9132,672,43384,27,,,,,,
9133,3046,43395,3,,,,,,
9134,9528,43398,,,,,,,
9135,22166,43399,27,,,,,,
9136,113,43417,89,,,,,,
9137,554,43430,,,,,,,
9138,788,43434,,,,,,,
9139,4326,43434,,,,,,,
9140,113,43441,89,,,,,,
9141,16,43442,,,,,,,
9142,1927,43471,,,,,,,
9143,3046,43476,,,,,,,
9144,1997,43479,,,,,,,
9145,1874,43481,10,,,,,,
9146,16,43488,,,,,,,
9147,16,43491,,,,,,,
9148,4334,43496,,,,,,,
9149,16,43500,,,,,,,
9150,16,43503,,,,,,,
9151,17,43507,27,,,,,,
9152,15,43534,,,,,,,
9153,17,43535,,,,,,,
9154,22196,43538,,,,,,,
9155,5557,43551,,,,,,,
9156,16,43550,,,,,,,
9157,5543,43564,,,,,,,
9158,17,43570,,,,,,,
9159,16,43573,,,,,,,
9160,17,43576,,,,,,,
9161,4118,43577,,,,,,,
9162,16,43580,,,,,,,
9163,4026,43585,,,,,,,
9164,16,43602,,,,,,,
9165,11783,43607,112,,,,,,
9166,3046,43614,,,,,,,
9167,16,43631,,,,,,,
9168,6067,43633,79,,,,,,
9169,16,43637,,,,,,,
9170,16,43643,3,,,,,,
9171,16,43645,3,,,,,,
9172,16,43649,,,,,,,
9173,22212,40708,,,,,,,
9174,788,43667,,,,,,,
9175,16,43678,,,,,,,
9176,22214,43682,,,,,,,
9785,284,43685,27,,,,,,
9178,5588,43686,27,,,,,,
9179,16,43689,,,,,,,
9180,20448,43698,,,,,,,
9181,1840,43699,27,,,,,,
9182,16,43705,3,,,,,,
9183,30,43711,,,,,,,
9184,101,43714,,,,,,,
11592,6706,43719,175,,,,,,
9186,1906,43720,,,,,,,
9187,6596,43737,,,,,,,
9188,16,43738,,,,,,,
9189,16,43740,10,,,,,,
9190,3496,43742,148,,,,,,
9191,414,43745,3,,,,,,
9192,22247,43751,27,,,,,,
9193,414,43752,3,,,,,,
9194,16,43760,,,,,,,
9195,113,43762,,,,,,,
9196,16,43770,,,,,,,
9197,9565,43772,,,,,,,
9198,89,43780,,,,,,,
9199,16,43788,,,,,,,
9200,16,43792,27,,,,,,
9201,19081,43795,27,,,,,,
9202,5317,43799,27,,,,,,
9203,22275,43800,,,,,,,
9204,16,43802,,,,,,,
9205,1927,43813,10,,,,,,
9206,554,43814,,,,,,,
9207,16,43822,,,,,,,
9208,22283,43845,27,,,,,,
9209,16,43854,,,,,,,
11029,1587,52514,,,,,,,
9211,113,43872,,,,,,,
9212,16,43885,,,,,,,
9213,11766,43887,,,,,,,
9214,16,43915,,,,,,,
9215,13134,43917,10,,,,,,
9216,16,43921,,,,,,,
9217,22306,43924,,,,,,,
9218,16,43940,,,,,,,
9219,17,43941,,,,,,,
9220,3631,43956,,,,,,,
9221,7298,43961,27,,,,,,
9222,16,43963,,,,,,,
9223,3496,43964,148,,,,,,
9224,20448,43969,216,,,,,,
9225,284,43971,27,,,,,,
9226,15,43983,887,,,,,,
9227,22328,43986,27,,,,,,
9228,17,43987,,,,,,,
9229,22329,43989,,,,,,,
9230,1587,43991,348,,,,,,
9233,411,43992,27,,,,,,
9234,17638,43997,27,,,,,,
9235,17,44002,,,,,,,
9236,16,44021,,,,,,,
9237,4026,44023,,,,,,,
9240,22344,44027,27,,,,,,
9241,3496,44029,148,,,,,,
9242,3496,44032,148,,,,,,
9243,3496,44033,148,,,,,,
9244,1587,44035,,,,,,,
9245,16,44036,3,,,,,,
15260,16,75264,,,,,,,
9247,1587,44039,,,,,,,
9248,1587,44045,,,,,,,
9249,3496,44046,148,,,,,,
9250,414,44049,3,,,,,,
9251,16,44057,,,,,,,
9252,1840,44059,148,,,,,,
9253,15803,30067,3,,,,,,
9254,1911,32632,,,,,,,
10630,3496,23639,148,,,,,9 Familien,
10627,3496,32662,148,,,,,,
9259,22362,41583,,,,,,,
9260,22363,42091,27,,,,,,
9261,22055,42599,27,,,,,,
9262,113,44067,27,,,,,,
9263,16,44070,,,,,,,
9264,16,44074,27,,,,,,
9265,22376,44081,27,,,,,,
9266,22377,44081,27,,,,,,
9267,1587,44084,,,,,,,
9268,408,44085,10,,,,,,
9269,22378,44086,27,,,,,,
9270,16,44100,,,,,,,
9271,284,44113,,,,,,,
9272,16,44119,,,,,,,
9273,3496,44122,148,,,,,,
9274,3417,44124,27,,,,,,
9275,414,44128,,,,,,,
9276,16,44132,,,,,,,
9277,1906,44154,,,,,,,
9278,20448,44156,,,,,,,
9279,3933,44160,4,,,,,,
9280,16,44163,27,,,,,,
9281,3496,44164,148,,,,,,
9282,2877,44167,148,,,,,,
9283,16,44183,3,,,,,,
9284,15,44185,3,,,,,,
9285,3496,44191,148,,,,,,
9286,16,44193,148,,,,,,
9287,5090,27025,3,,,,,,
9298,16,44205,,,,,,,
9299,1906,44213,,,,,,,
10399,24039,48761,,,,,,,
9301,16,44220,,,,,,,
9302,3841,44222,,,,,,,
9303,13517,44223,,,,,,,
9304,15,44230,,,,,,,
9305,16,44231,,,,,,,
9306,22419,44245,27,,,,,,
9307,17,44246,,,,,,,
9308,16,44249,3,,,,,,
9309,284,44251,27,,,,,,
9310,22425,44263,3,,,,,,
9311,284,44268,,,,,,,
9312,16,44275,,,,,,,
9313,414,44282,3,,,,,,
9314,16,44289,,,,,,,
9315,16,44293,,,,,,,
9316,30,44295,,,,,,,
9317,788,44305,,,,,,,
9318,788,44309,,,,,,,
9319,16,44313,,,,,,,
9320,17,44328,,,,,,,
9321,1911,44329,,,,,,,
9322,414,44343,3,,,,,,
9323,20448,44344,216,,,,,,
9324,22463,44345,27,,,,,,
9325,22464,44346,3,,,,,,
9327,22464,30816,3,,,,,,
9329,113,44360,27,,,,,,
9330,19668,44364,,,,,,,
9331,1874,44369,27,,,,,,
9332,17,44370,27,,,,,,
9333,5317,44375,27,,,,,,
9334,414,44378,3,,,,,,
9335,16,44385,27,,,,,,
9336,22472,44391,27,,,,,,
9337,15,44399,27,,,,,,
9338,3496,44407,148,,,,,,
9339,1036,44418,27,,,,,,
9340,6067,44423,79,,,,,,
9341,2329,44425,27,,,,,,
9342,1372,44431,3,,,,,,
9343,20311,44433,3,,,,,,
9344,414,44437,3,,,,,,
9345,16,44440,,,,,,,
9346,16,44443,,,,,,,
9347,17067,44445,3,,,,,,
9348,1927,44461,,,,,,,
9349,16,44467,,,,,,,
9350,10026,44473,27,,,,,,
9351,414,44474,,,,,,,
9352,19921,44479,,,,,,,
9353,17,44480,,,,,,,
9354,16,44488,44,,,,,,
14939,1582,44489,27,,,,,,
9356,2704,44491,27,,,,,,
9357,788,44492,,,,,,,
9358,5972,44493,3,,,,,,
9359,16,44498,,,,,,,
9360,16,44505,,,,,,,
9361,414,44510,,,,,,,
9362,15,44511,,,,,,,
9363,9150,44519,,,,,,,
9364,322,44528,,,,,,,
9365,22513,44528,,,,,,,
9366,22515,44533,,,,,,,
9367,16,44537,,,,,,,
9368,3631,44544,3,,,,,,
9369,17,44548,,,,,,,
9370,6510,44553,,,,,,,
9371,16,44558,,,,,,,
9372,407,44562,,,,,,,
9373,1874,44565,,,,,,,
9374,12072,44570,27,,,,,,
9375,22519,44570,27,,,,,,
9376,322,44573,27,,,,,,
9377,22526,44603,27,,,,,,
9378,7298,44605,27,,,,,,
9379,9685,40150,,1,3,,,,
9380,22531,40150,,1,3,,,,
9381,22532,40150,,1,21,,,Insgesamt 7 Personen.,
9382,2436,13958,11,,,,,Von Regensburg weiter nach Karlsbad.,
9385,1906,44617,27,,,,,,
9386,5593,44620,27,,,,,,
9387,3496,44621,148,,,,,,
9388,7504,44625,27,,,,,,
9389,16,44633,,,,,,,
9390,16,44640,,,,,,,
9391,5117,44652,,,,,,,
9392,16,44681,,,,,,,
9393,1587,44694,,,,,,,
9394,16,44701,,,,,,,
9395,554,44711,,,,,,,
9396,3631,44712,,,,,,,
9397,16,44714,,,,,,,
9398,1587,44718,,,,,,,
9399,3631,44724,3,,,,,,
9400,19886,44751,,,,,,,
9401,16,44756,,,,,,,
9402,16,44759,,,,,,,
9403,16,44765,,,,,,,
9404,16,44769,,,,,,,
9405,3631,44773,27,,,,,,
9406,17,44776,,,,,,,
9407,3496,44779,148,,,,,,
9408,3631,44787,,,,,,,
9409,22590,44790,27,,,,,,
9410,5588,44791,,,,,,,
9411,89,44796,10,,,,,,
9412,411,44797,3,,,,,,
9413,14658,44801,27,,,,,,
9414,17,44803,27,,,,,,
9415,3417,44806,27,,,,,,
9416,22594,44807,27,,,,,,
9417,4935,44808,10,,,,,,
9418,16,44809,,,,,,,
9419,16,44810,,,,,,,
9420,16,44819,,,,,,,
9421,414,44830,3,,,,,,
9422,2846,44834,,,,,,,
9423,284,44835,27,,,,,,
9424,788,44838,,,,,,,
9425,22602,44837,27,,,,,,
9426,14793,44840,,,,,,,
9427,788,44850,,,,,,,
9428,17,44853,,,,,,,
9429,4007,44855,,,,,,,
9430,16,44857,,,,,,,
9431,788,44859,,,,,,,
9432,22607,44863,27,,,,,,
9433,22609,44871,27,,,,,,
9434,20448,44881,216,,,,,,
9435,113,44889,216,,,,,,
9436,15,44891,,,,,,,
9437,16,44894,,,,,,,
9438,414,44903,3,,,,,,
9439,1587,44910,,,,,,,
9440,1906,44913,27,,,,,,
9441,672,44915,27,,,,,,
9442,16,44919,,,,,,,
9443,16,44935,27,,,,,,
9444,4051,44937,3,,,,,,
9445,22630,44941,,,,,,,
9446,20448,44943,216,,,,,,
9447,1587,44945,,,,,,,
9448,1587,44946,,,,,,,
9449,414,44950,3,,,,,,
9450,1340,44951,27,,,,,,
9451,1587,44955,10,,,,,,
9452,17465,44956,27,,,,,,
9453,6903,44959,27,,,,,,
9454,17,44967,,,,,,,
9455,15,44968,160,,,,,,
9456,4935,44977,,,,,,,
9457,16,44979,,,,,,,
9458,16,44982,,,,,,,
9459,89,44983,27,,,,,,
9460,672,44986,27,,,,,,
9461,284,44997,3,,,,,,
9462,20448,45003,216,,,,,,
9463,16,45006,10,,,,,,
9464,1874,45008,3,,,,,,
9465,1354,45009,,,,,,,
9466,22652,45014,3,,,,,,
9467,1587,45018,10,,,,,,
9468,1587,45022,,,,,,,
9469,1587,45028,,,,,,,
9470,22660,45030,27,,,,,,
9471,16,45034,27,,,,,,
9472,7113,45038,,,,,,,
9473,17,45047,27,,,,,,
9474,16,45048,25,,,,,,
9475,672,45051,,,,,,,
9476,5588,45054,,,,,,,
9477,284,45055,,,,,,,
9478,5588,45058,,,,,,,
