person_verknuepftId,personenId1,personenId2
3851,21163,1042
3852,21163,3081
3853,21166,6042
3854,21166,6084
3855,21166,9327
3856,21172,12816
7363,7956,17605
3858,21179,6305
3859,21187,12406
3860,21215,5321
3861,21219,9499
3865,2026,11014
3866,2026,2681
3867,20487,11014
3868,20487,2681
3871,21250,1648
3872,21250,4436
3873,21251,20372
3874,21251,12609
3875,21251,4689
3876,21254,12658
3877,21254,412
14549,29361,10532
3879,21260,11618
4527,22396,5071
4526,22396,732
4911,10289,3619
3883,21264,380
3884,21265,12113
3885,21266,16762
3886,21267,1368
13512,36729,34297
3888,21269,10033
3889,21269,3534
3890,21269,14464
3891,21270,2556
3892,21271,7907
3893,21276,12126
3894,21276,15722
3895,21277,2275
3896,21277,16842
3897,21277,16994
3898,21277,6329
3899,21277,6356
3900,21278,21259
3901,21279,8603
3902,21280,1872
3903,21280,2523
3904,21280,3957
3905,21280,7661
11834,32230,16990
3907,21295,8659
3908,21295,15666
3909,21296,14638
3910,21297,256
3911,21297,20388
3912,21301,3584
4234,21796,11045
4233,21795,4015
4232,21794,14386
4231,4963,3517
4230,4963,2479
4229,13423,4963
3919,3370,13784
3920,3370,13506
3921,3370,15796
3922,13506,13784
3923,13506,15796
4228,13423,3517
3925,15796,13784
4227,13423,2479
6211,22769,20959
3929,21376,1236
3930,21376,1996
3931,21376,5530
3932,21376,14262
16190,13725,14374
3934,21382,19620
3935,21382,19904
3936,21386,14131
3937,21395,420
3938,21395,13902
3939,21395,3770
3940,21398,28
3941,21405,20819
3942,1717,19732
3943,21414,11285
3945,21416,3425
3946,21416,7204
3947,21416,4110
3948,21416,1364
3949,21425,13694
3950,21430,3627
3951,21430,16756
3952,21436,7517
3953,21437,5083
3954,21444,16894
16709,10741,21368
3956,21454,18371
3957,21455,15126
3958,21466,10472
3959,21466,1725
3960,21476,19582
3961,21477,9334
3962,21479,2569
3965,5127,14043
3966,5689,15345
3967,21501,11555
3968,21501,9430
5087,2335,1153
3970,21502,10765
3971,21502,18355
3972,21502,18761
3977,21505,9902
3978,1829,12434
3979,1829,4891
3980,17062,21026
11854,32261,29098
11853,32260,7000
3984,21507,1926
11852,32260,2512
3986,21508,14522
3987,17819,2378
3988,21531,695
3989,21533,7138
3990,21533,7851
6714,23310,21560
6712,18782,21994
6709,1546,18305
6711,18782,1459
3998,21536,3104
3999,21536,5970
4000,21537,11559
4001,12811,3887
4002,8794,11389
12160,9184,8770
12159,11740,9131
16981,5528,21449
4006,19758,17762
4009,21548,17930
4010,21552,7110
15034,35218,8212
4012,7811,9125
4013,3168,2813
16369,39462,32305
4801,4890,11533
4800,4890,22064
4017,1151,5221
4101,6947,3573
4019,9746,1833
4020,9646,338
4021,13437,2551
4864,4,7557
4025,21569,8203
4026,21573,10218
4027,21575,6518
4028,21583,15335
4029,21593,17831
4030,21595,10977
4031,21597,19338
4033,21599,7512
4034,21599,18992
4035,21605,16411
4602,5561,19320
4601,2530,783
4600,2530,5561
4040,21616,8679
4041,21618,17588
4042,21623,5342
4043,21624,795
4044,21627,19799
4045,21629,2934
4046,21630,6586
4047,21631,21166
4048,21631,6042
4049,21631,6084
4050,8686,1235
4051,21643,15981
4052,21643,19973
4053,21646,10745
4054,21646,21646
4055,21646,8990
4056,15442,10745
4057,15442,21646
4058,15442,8990
4059,16457,11108
4060,14718,7744
4063,21649,21053
4065,21653,8188
4068,21657,18424
4069,21662,15961
4070,557,12077
4071,557,11057
4072,11057,12077
4073,3078,9299
4074,7419,756
4075,1004,4338
4076,10183,11291
4077,10183,8
4078,8,11291
4079,20623,20126
4080,17293,21246
4081,18425,7714
4083,3621,9843
4084,3621,4901
4085,4901,9843
4086,731,15425
4087,1174,1968
4088,21684,4916
4089,21684,7187
4090,21688,15235
4091,21688,12632
12130,27005,13935
4096,21693,15809
4097,21693,14061
4098,21694,2178
4102,21695,11587
4105,20963,19276
4106,20963,17143
4107,19276,17143
4108,5139,11078
6557,247,10378
6556,247,5849
4789,2759,7093
4793,22709,18626
4115,12774,4590
4116,12774,1631
4117,3996,9878
4120,21697,11656
4121,18746,3514
4122,6010,7420
4124,6697,6928
4125,18493,10112
4126,10814,4504
4129,16732,5257
4130,16732,16405
4131,10865,12084
4132,3666,17643
4133,3659,7127
4134,3659,20605
4136,8709,17900
4139,2780,946
4140,2780,7757
4141,2780,7706
4142,11656,21697
4143,11656,5324
4144,21699,6036
9835,29105,28052
9834,29104,179
4148,21708,7355
4150,3986,19482
4151,9264,11512
4152,6823,7823
4153,15474,19847
4154,21712,5399
4155,21718,8183
4158,13351,17298
4161,4331,2278
4160,13351,16610
4162,4331,17761
4163,4331,17298
4164,17298,16610
4165,17298,2278
4175,5805,11454
4173,5805,7241
4171,11791,17705
4174,5805,191
4170,21725,16030
6468,4919,10384
4177,5805,204
4178,5805,13263
4179,5805,10384
4180,19400,4437
4181,19154,18833
4182,1953,18927
4183,1953,12504
4184,9922,7356
4185,13449,10224
4186,6838,10224
4187,6838,13449
4188,19209,4536
4189,21735,15430
4190,21737,504
4191,21738,299
4192,21741,16968
4193,21746,6957
4194,21747,14983
17090,32359,15899
4196,21753,20524
4197,21756,1006
4199,21767,21662
4200,21774,21626
4201,21776,5285
4202,13053,17635
4203,9129,10902
4204,9129,2705
4205,2149,18478
4206,13783,1826
4209,2695,18047
4210,2695,21173
4211,2724,17423
4212,2724,18047
4213,2724,21173
4214,743,12668
4215,743,5922
4216,11709,17423
4217,11709,18047
4218,11709,21173
4219,21173,17423
4220,21173,18047
4221,21173,19956
4222,12668,5922
4223,13769,13691
7090,23748,1495
7089,23748,173
4235,21797,6412
4236,21799,792
4237,21806,3066
4238,21807,19000
4239,21810,7567
4240,21811,18621
4241,21812,15228
4242,21812,7947
4243,21813,1477
4244,21814,21605
4245,21815,7784
17087,19419,15944
4247,21824,9615
4248,21826,9952
4249,21829,14930
4250,21840,18759
15824,21843,18656
4252,21850,210
4253,21850,201
4279,4576,1919
4255,21854,12276
4256,21861,12487
4257,21862,12977
4258,21863,12836
4259,21864,20927
4260,21868,4661
7455,24215,4198
4262,21868,4198
7454,24215,4661
4264,21884,19914
4265,21886,4721
4266,21888,14636
4267,21891,2094
4268,21893,18412
11811,32169,23109
11812,32170,15288
11809,32165,26683
11808,32162,25975
11807,5084,623
11806,32154,23002
6426,1967,19517
4277,21905,23422
4278,21911,5897
4280,21912,4810
4281,21914,1443
4282,21915,21666
4283,21917,1646
16800,4971,21555
15998,6238,29991
4287,21941,3723
4288,21946,17959
4289,2413,1062
4290,10265,1062
4291,8234,2855
4292,21961,8489
4293,21969,4630
4294,21974,17510
4295,21979,16816
4296,21980,14780
4297,21982,318
4298,21985,10185
4299,21987,13122
4300,21990,5776
4301,21992,3621
4302,21994,1459
4303,21998,3880
4304,21999,202
4305,22005,1984
4306,22005,1521
4307,22010,7063
4308,22010,16829
4309,22016,11504
17067,1119,10175
4311,22020,11650
12042,32657,8588
4313,8293,8208
4314,22060,3910
4315,22062,17498
4316,22064,8382
4317,22064,11533
4318,22072,8919
4319,22077,6833
4320,22077,12361
4321,19615,1675
17031,1929,5887
4324,22090,10451
4325,22091,13530
4326,22091,3739
4327,22100,20294
4328,22100,12166
4329,22100,19902
4330,22102,8365
16548,14848,15390
4336,21904,18817
4337,22106,17145
4338,5307,19390
4339,19879,8339
4340,19879,14763
4343,5040,3479
4342,14763,8339
4344,22107,11752
4345,22110,5399
4346,22110,21712
4348,22112,3405
4349,22112,888
4350,22112,896
4351,22112,11390
4352,22113,6906
4353,22116,1751
4354,22116,9332
4355,22116,3043
4356,22116,19358
4357,22119,21371
4358,22127,4102
4359,22132,4970
11513,31437,9657
4361,22132,16836
4362,22138,4724
4363,22145,14715
4364,22146,21326
4365,22146,17176
4366,22150,19848
15996,2109,29991
15997,6238,6286
4369,22156,13773
4370,22159,2299
4371,22161,16012
4372,22161,16201
4373,22162,7321
4374,22167,1475
4375,22167,16730
8303,26226,9213
4377,22171,16670
4378,22171,21621
4379,22174,10362
4380,22179,19986
4381,22182,13912
4382,22187,16377
4383,22187,17332
4384,22197,2280
4385,22197,2611
4386,22197,3113
14466,32134,23778
6570,93,22198
4731,22619,20600
4390,22198,2464
8544,26828,26704
4392,22205,15874
4393,22205,16249
16227,39353,1805
17081,9245,9349
17080,10323,4905
4398,8783,613
4400,22216,5150
4401,22216,16411
4403,22221,6222
17157,6332,21319
4405,22224,21794
4406,22227,9078
4407,22227,597
4408,22227,13761
4409,22227,2973
4410,22229,5749
4411,22229,3451
8650,27076,22503
8648,27068,17006
4414,22231,17194
4415,22233,15323
4416,22240,5712
4417,22243,21363
4418,22243,2454
4419,22243,584
4420,22243,19475
4421,22245,4687
4422,22246,16597
4424,22249,21232
4425,18902,18469
4426,22256,5624
14387,21320,19974
14386,18172,2114
4429,22259,18163
4430,22260,21106
4431,22267,11452
4432,22268,18723
4433,22268,7988
4434,22268,11948
4435,22268,11000
4436,22270,9751
4437,22272,15521
4438,22272,8806
4439,22272,4158
4440,22272,220
14656,12798,3633
4442,22276,19068
4443,22277,10870
4444,22278,911
4445,22278,17167
6285,659,8379
4447,22284,15638
4448,22287,17819
4449,22288,10873
4450,22288,9194
4451,22288,13073
4452,22295,21106
4453,22295,22260
9632,28713,3013
4455,22300,19003
4456,22302,19377
4457,22302,712
4458,22302,1607
4459,22302,1207
4460,22313,6367
5392,3901,4301
4462,22315,6867
4463,22315,7186
4464,22317,19989
4465,22317,20967
4467,13468,20599
4468,13468,13409
4469,22320,16559
4470,22320,20478
4471,4225,7432
4472,4225,16477
4473,7432,16477
4475,22323,19320
4476,22323,4731
5933,1206,15441
4478,22330,8250
4479,22332,21466
4480,22335,13631
4481,22335,480
4482,22335,68
4483,22335,5374
4484,22335,1483
4485,68,13631
4486,68,5374
4487,22337,5487
4488,22340,18142
4489,22340,19258
4490,22343,5883
16182,31536,35034
4493,22346,4285
4494,22346,12536
4495,22348,9902
4496,11070,468
4497,22350,10802
4498,22352,21794
4500,22353,18819
4506,22359,13273
4507,22364,18510
4509,7587,2222
4519,22390,343
4520,22390,16220
4521,22390,16406
4522,22390,17892
4523,22391,14018
9855,4087,12326
4525,605,11712
4529,20586,7757
4530,22399,15954
4531,19982,7499
4532,2021,16610
4533,2021,2278
4534,22402,6277
4535,22402,6148
4537,22404,478
4538,22404,15014
4539,923,21575
4540,923,6518
4541,19646,21444
4542,22407,3025
4543,18411,5015
4545,22410,8602
4546,22411,14247
14775,21557,1850
4548,22416,9836
4549,22416,17685
4550,22416,20466
4551,3280,17724
4552,3280,19317
4553,17724,19317
16210,10073,14261
4556,22430,14714
4557,22433,18835
4558,22435,13907
4559,22435,9966
4560,22436,9980
4561,22441,7502
4562,22441,14828
4563,22441,4770
4564,22445,20854
4565,2676,12479
4566,2676,3839
4567,2676,4481
4568,3839,12479
4569,3839,4481
4570,4481,12479
4571,22447,18024
4573,22448,10690
6209,18170,21345
4575,22451,4983
4576,22451,19906
4577,22454,739
4578,22454,16826
4579,22454,14641
4580,22454,3128
4581,22454,16743
4582,22454,17518
4583,1185,22457
4584,22459,18040
4585,22459,19650
4586,22460,21291
4587,22460,17394
4588,21291,17394
4589,21291,4951
4590,22461,6093
4591,22461,10206
4592,18531,972
4593,1799,8163
4594,1799,6091
4595,1799,17742
4596,6091,8163
4597,6091,17742
4598,17742,8163
4613,22470,20502
4614,22471,19829
4615,22471,15035
4616,22472,17063
16172,9031,1581
4618,22475,15334
4619,22475,11505
4620,22476,13563
4621,22476,12483
4622,22476,15659
4623,22476,20459
4624,22479,19279
4625,22479,18099
4626,22481,8112
4627,22482,10802
4628,22485,6392
4629,22485,16824
7822,25281,23339
4631,22489,19242
4632,22494,326
4633,22494,14324
4634,22494,17968
4635,22497,21453
4636,22501,2109
4637,22501,6238
4638,22501,6286
4639,22502,5849
4640,22502,18194
4641,7217,6844
4642,22503,4784
4643,22508,421
4644,22509,15738
4645,22509,12600
4646,22510,164
4647,22510,4653
14584,38634,164
4649,22516,826
4650,22516,6324
4651,22517,17470
4652,22518,19582
4653,22518,21476
4654,22522,5016
4655,22522,133
4656,22523,6777
4657,22524,15897
4658,22527,20597
4659,22527,9553
4660,22528,17101
4661,12249,11268
12028,8438,23152
4670,15002,10013
4671,15002,14712
4672,22536,12795
4673,22536,19087
4674,22538,1679
4675,22538,13925
4676,19375,20465
4677,19375,20516
4678,20465,20516
4679,22543,6769
4680,22547,269
4681,22549,18014
4682,22550,14999
4683,22551,344
4684,22551,8789
4685,22551,15396
4686,22553,14332
4687,22557,13914
4688,22558,7804
4689,22558,4364
4690,22559,7373
4691,22561,16222
4692,22562,9972
4693,20917,4914
4694,20917,9341
4695,20917,1076
4696,22574,18023
4697,22574,19610
4698,22574,21638
4699,22574,11093
4700,22576,17910
4701,22578,13999
4702,22579,1576
4703,22579,2280
4704,22579,2611
4705,22579,3113
4706,22579,22197
4707,22579,17192
4710,22585,3952
4709,22582,7627
4711,22586,2954
4712,22586,11594
4713,22586,10872
5836,2856,1699
4716,17889,18540
4718,22601,1037
4720,22073,8144
4721,17854,20465
4722,17854,20516
4723,17854,19375
4724,22605,1816
4725,12622,5308
16968,22612,19762
4732,22622,957
4733,22624,9966
4734,22624,22435
4735,22624,13907
4736,22625,14129
4737,22625,9807
4738,22627,19522
4739,22628,15591
4740,22628,21050
4741,22629,16264
4742,22629,7536
4743,5250,2153
4744,22635,22598
4745,22401,22634
4746,22637,2319
4747,22638,18406
4748,22639,15236
4749,22639,5801
4750,16590,1137
4751,16590,12646
4753,22647,1546
4754,22649,12000
4755,22650,19095
16954,19417,19050
4757,22657,18100
4758,22657,18033
4759,22666,22539
4760,5501,16456
4761,22667,11944
4765,22668,10168
4764,22668,1033
4766,22668,14229
4767,22680,19809
17061,17435,23754
5029,22682,3215
4770,22685,7242
4772,22693,15215
4773,22693,19708
4774,22693,14567
4775,22693,19664
4776,22693,10014
4777,22694,22413
4778,22695,4935
4779,22697,716
4780,22698,18263
4781,22704,20199
4782,22704,900
4783,22704,18110
4784,22705,6689
4786,16827,17050
4787,16827,17628
4788,17050,17628
4796,22710,17734
4797,5931,8589
4798,2973,13761
4805,22717,21003
4806,22717,12892
4807,22719,18700
4808,22720,18474
4809,22720,19203
4810,22721,498
4811,22721,4799
4812,22725,5971
4813,21310,15366
4814,22730,7744
4815,22730,14718
4816,22379,1071
4817,22732,19318
4818,22732,10485
4819,22732,1873
4820,22732,541
4821,22734,781
4822,22734,1414
4823,22734,20834
4824,12113,13654
4825,12113,1166
4826,12113,1128
4827,12113,4722
4828,12113,14091
4830,7957,1178
4834,6292,987
4835,14945,4760
4836,3289,9559
4837,16586,17531
4838,14348,3364
4839,2127,10290
4840,2127,6437
4841,10290,6437
4842,13442,6437
4843,14383,18918
4844,2953,15242
4845,2953,10152
4846,2953,13073
4847,7950,11618
4848,7950,283
4849,7950,9882
4850,3831,6657
4851,3831,5822
4852,5822,6657
4853,2880,5890
4854,2373,21175
4855,1472,6045
4856,5510,3101
4857,3101,12324
4858,8892,10645
4859,8892,21286
4860,10645,21286
4861,3206,5618
4862,20768,3206
4863,20768,5618
4865,1599,722
4866,45,10939
4867,1166,12113
4868,1166,21265
4869,13654,12113
4870,13654,21265
4871,4775,15422
4872,1119,497
4873,15305,15189
4874,15305,711
4875,15189,711
4876,4365,6466
4877,4365,2088
4878,6466,2088
15012,10416,23089
15011,5688,36938
4881,361,11138
4882,2976,15518
4883,16444,10406
4884,22180,3290
4885,3277,3881
4886,3277,19588
4887,3277,8243
4888,3277,5577
4889,3881,19588
4890,3881,8243
4891,3881,5577
4892,19588,8243
4893,19588,5577
4894,4074,19588
4895,3,61
4896,12112,15414
4897,12112,16340
4898,3734,6716
4899,6294,3846
4900,15518,12493
4901,372,6531
4902,6681,15030
4903,1561,2035
4904,4284,1556
4905,4284,12125
4906,4284,7078
4907,1556,12125
4908,1556,7078
4909,12125,7078
4910,4855,14400
4912,2982,5613
4913,2982,8862
4914,5613,8862
4916,17992,4417
4917,2986,11023
12137,32932,13229
4919,22744,2641
15376,39102,10701
4921,13994,11835
4922,3838,4288
4923,4288,1826
4925,12372,12137
4926,8767,4214
4927,8767,5161
4928,4214,5161
4929,553,8720
4930,553,1289
4931,553,2891
4932,154,14816
4933,6583,22715
4934,2610,2719
4935,2610,6028
4936,2610,9363
4937,9363,6028
4938,9363,2719
4939,1500,10354
4940,591,14928
4941,16748,966
4942,16748,2055
4943,1980,17741
4944,1980,2473
4945,17741,13999
4946,17741,2473
4947,17741,2060
4948,22748,
4949,22750,7509
4950,22750,15788
4951,22751,21810
4952,22753,2992
4953,22753,14563
4954,6644,5196
4955,22418,17451
4956,19352,20688
4957,19402,19352
4958,19402,20688
4959,19402,4496
15056,38942,1794
15055,38942,9792
15054,38942,2528
15053,38942,31882
4964,8980,3528
4965,10133,1783
4966,11455,8980
4967,3378,1080
4968,3378,847
4969,3378,12297
4970,3378,18838
4971,3378,570
4972,5215,3363
4973,5215,14765
4974,5215,3678
4975,5215,3247
4976,5215,1847
4977,5215,3801
4978,5215,5604
4979,5215,4787
4982,12546,1785
4983,12546,10549
4984,12546,8561
4985,11919,4398
4986,11919,1785
4987,11919,12546
4988,11919,10549
4989,11919,8561
4990,11919,17950
4991,11919,9396
4992,11919,11562
4993,3878,7911
4995,12111,7911
4996,13792,8823
9833,29103,14307
9828,18771,24350
4999,13792,21700
9832,29101,27139
5001,394,4018
5002,394,8238
5003,394,4
5004,394,8520
5005,394,2075
5006,394,9231
5007,394,3034
5008,394,2614
5009,394,752
5010,394,5126
5011,394,11370
5012,394,10527
5013,9442,14616
5014,9442,3331
5015,9442,7485
5016,9442,11593
5017,9442,7667
5018,9442,9598
5019,5471,1823
13168,35751,20832
17052,3373,13636
5027,17696,5014
5028,17696,20522
16193,36518,17531
5031,22682,18864
5032,22682,21475
5036,18458,19325
5044,18953,13710
5045,18953,19
5046,18953,14915
5047,18953,6320
5048,18953,24
5049,18953,11734
5050,18953,18208
5051,18953,20845
5052,18953,19341
5053,18953,9274
5054,18953,6683
5055,18953,6682
5056,18953,20399
5057,1142,8472
5058,1142,19852
5059,1142,5173
5060,1142,7174
5061,1142,19796
5062,19852,8472
5063,19852,5173
5064,19852,7174
5065,19852,15051
5066,19852,19796
5067,10532,18822
5068,10532,3274
5069,10532,2409
17159,9192,11329
17156,7343,18021
17155,17204,7294
17154,38150,10694
17153,14446,29184
17151,4496,22638
5077,17157,4966
5078,5511,4966
5079,19854,1970
5080,19854,15975
5081,15975,1970
5082,21266,7957
5083,21266,1178
5084,6311,6677
5085,6311,2693
5086,2693,6677
5088,3061,21884
5089,18780,16888
5090,18780,961
5091,16888,961
5093,9430,8914
5094,8914,21501
5095,8914,11555
5098,9057,3509
5104,9057,20431
5105,7998,2804
5107,18144,458
5108,18144,12677
5109,512,5086
5110,2757,512
5111,2757,5086
5112,21239,17871
14555,38614,32526
5114,13022,5994
15793,4806,10390
5116,1873,541
5117,1873,1797
5118,1873,10485
5119,1873,19318
5120,18912,3168
5121,18912,2813
5122,666,13557
5123,666,7510
5124,5059,14514
5125,18027,18671
5126,18027,11858
5127,16992,13635
5128,16992,20686
5129,9011,19993
5130,9011,5194
5131,20082,5271
5132,4591,3421
5133,18605,16827
5134,18605,17050
5135,18605,17628
5136,1525,243
5137,20230,4903
5138,20230,14032
5139,20230,14920
5140,20230,1525
5141,20230,243
5144,6272,7103
5145,6272,3259
5146,6272,9126
6215,22780,4715
5148,1328,953
6214,8642,3676
5150,1328,3676
5151,1328,18063
5152,1328,6789
5153,3918,1084
5155,18344,139
5156,21147,22243
5158,8487,15712
5159,8487,2673
5160,8487,4171
5161,8487,4386
5162,8487,1779
5163,8487,302
5164,8487,2635
5165,22323,12436
5166,22578,17741
5167,22578,2473
5168,22578,2630
5169,22578,16027
5170,22578,1980
5171,22578,2060
5172,13,20803
5173,13,21049
5174,13,22169
5175,13,11163
5177,20481,19194
5182,3819,8677
5183,3819,5156
5184,3819,12960
5185,2248,3007
5186,3086,37
5187,4385,12971
5188,4385,15367
5189,10872,8894
5190,19412,22586
5191,19412,8894
5192,19412,2954
5193,19412,11594
5194,19412,10872
5195,19412,10110
5196,10825,12003
5197,4301,1563
5198,4301,16268
5199,4301,1049
5200,1563,16268
5201,22115,3760
5202,22115,11669
5203,11475,1050
5204,7358,18317
5205,13721,2613
5206,3041,19000
5207,3041,5064
5208,3041,21807
5209,5064,19000
5210,5064,21807
5211,11040,17962
5212,17139,1579
5213,9902,13495
5214,4579,2108
5215,4579,1063
5216,4579,4998
5217,4579,10892
5218,4579,17320
5219,2108,1063
5220,2108,4998
5221,2108,10892
5222,2108,17320
5223,5674,8738
5224,4870,6923
5225,4870,8640
5226,4870,10062
5227,4870,3204
5228,12757,4870
5229,12757,17788
5230,12757,6923
5231,12757,8640
5232,12757,10062
5233,12757,2341
5234,12757,3204
5235,17788,2341
5236,17788,3204
5237,17788,11325
5238,17788,9760
5239,5674,4870
5240,5674,12757
5241,5674,17788
5242,5674,2341
5243,5674,3204
5244,8738,4870
5245,8738,12757
5246,8738,17788
5247,8738,2341
5248,8738,3204
5250,17107,6937
5251,15871,11720
5252,15871,17267
5253,10196,4534
5254,10196,1298
5255,10196,11170
5256,10196,4889
5257,10196,157
5263,11830,15782
5264,11830,13656
5265,22751,7567
5266,22751,12896
5267,21810,12896
5268,6584,14322
5269,2741,13994
5270,2741,11835
5271,8175,2353
5272,8175,1041
5273,8175,1532
5274,8175,33
5275,4469,2258
5276,22755,17741
5277,22755,13999
5278,22755,2473
5279,22755,22578
5280,22755,2630
5281,22755,2630
5282,22755,1980
5283,22755,2060
5284,2473,4660
5285,2473,16027
5286,2473,2060
5287,14672,1654
5288,14672,1155
5289,20999,20999
5290,20999,759
5291,20999,2539
5292,20999,9796
5293,20999,11383
5294,20999,14266
5295,20999,17578
5296,12966,697
16999,8222,35138
15728,29605,18561
5299,2346,5672
15727,20295,37491
5301,4357,7068
5302,22199,3264
5303,14774,5
5304,1631,3168
5305,1631,4590
5306,1631,2813
5308,20011,1480
5309,10360,8450
5310,10360,10237
5311,10360,670
5312,10360,12308
5313,10237,8450
5314,10237,19915
5315,10237,670
5316,10237,12308
5317,8450,19915
5318,8450,670
5319,8450,12308
5321,5500,7998
5323,10657,786
5324,5584,786
5325,18039,192
5326,15382,13493
5327,15382,4633
5328,13493,4633
5329,15891,7137
5330,15891,14975
5331,15891,3789
5332,2609,8823
9827,11592,8167
5334,459,2136
5335,13748,3514
5336,8718,9471
5337,8718,19591
5338,19655,2513
5339,19655,10948
5340,19655,10198
5341,14006,8598
5344,8142,13677
5345,7684,13677
5346,2874,10309
5347,2874,20433
5348,8790,2346
15726,20037,37491
5350,8790,5672
5351,1080,847
5352,1080,12297
5353,1080,18838
5354,1080,570
5355,5924,2172
5356,5924,679
5396,3901,8050
5397,8050,4301
5359,12737,13792
5360,16823,4947
5361,16823,20737
5362,11694,11694
5364,17899,6322
5365,17899,19562
5366,13749,1080
5367,13749,12737
5368,13749,8520
5369,10084,6295
5370,10084,4171
5371,10084,1894
5372,19052,12357
5373,17155,19052
5374,6492,160
5375,12755,13008
5376,12755,19759
5377,18464,75
5378,19915,670
5379,19915,12308
5380,11716,14432
5381,16695,21312
5382,6850,2471
5383,6850,417
5384,2471,417
5387,11524,6265
5388,7231,13707
5389,2418,7732
5390,2418,7552
5391,2418,5993
5393,3901,1563
5394,3901,16268
5395,3901,1049
5398,8050,1563
5399,8050,16268
5400,8050,1049
5401,18884,19412
5402,10344,5341
5403,1341,1249
5404,19942,8941
5405,8345,17613
5406,8345,18285
5407,8345,4924
5408,8345,20916
5409,8345,306
5411,4924,306
5412,1861,959
5413,1861,858
5414,1861,22654
5415,1861,8533
5416,1861,2442
5417,1861,2009
5418,1861,9314
5419,959,858
5420,959,22654
5421,959,8533
5422,959,2442
5423,959,2009
5424,959,9314
5425,959,15740
5426,21307,9417
5427,21307,4372
17044,393,11325
17058,7876,21627
17056,20599,12173
17064,17486,17527
16758,12116,39747
16754,39747,35392
16753,39746,23505
16752,39746,5319
17057,7876,19799
5439,22319,
5440,7263,7196
5441,7263,6877
5442,7156,22478
5443,7156,20767
5444,12998,18163
5445,12998,22259
5446,12621,7066
5447,12621,17428
5448,2716,9561
5449,19009,22404
5450,19009,2854
5451,19009,478
5452,19009,15014
5453,1687,12028
5454,11605,13043
5455,11605,4182
5456,11605,6128
5457,6128,4182
5458,13043,4182
15466,765,10800
5461,11875,9847
5466,4308,7741
5467,4891,3415
5468,4891,8654
5469,4891,3805
5470,4891,12434
5471,4891,3713
5472,18470,4042
17082,9245,10017
17079,39763,33264
17078,2216,3622
17077,2557,38000
5477,22504,5093
5478,22504,9627
5479,7108,9627
5480,4082,7108
5481,4082,9627
5482,4082,5093
5483,4082,10414
5484,4082,12208
5485,15188,11482
5486,15188,19065
5487,9780,2755
5488,9780,12042
5489,5094,9690
5490,5094,811
5491,7260,9183
5492,12669,18524
5493,12669,10991
5494,12669,7931
5499,14043,692
5496,5127,6484
5497,692,6484
5498,692,5127
5500,14043,6484
5501,3354,8038
5502,18720,2912
5503,18720,21686
5504,17470,18543
5505,17470,21490
5506,17470,18062
5507,6683,6682
5508,9934,19102
5509,9934,10111
5510,19265,19935
5511,19265,18896
5512,9865,2603
5513,9865,2716
5514,1179,361
5515,14981,14913
5516,14981,15510
5517,14981,3876
5518,7786,11703
5519,8989,7882
5521,22756,7931
5522,22756,10991
5523,22756,16528
5524,22756,14711
5525,22756,18524
5526,22756,12669
5527,22756,1328
5528,22756,19256
15773,39296,30638
15774,39296,28411
5531,22757,22756
5532,22757,1328
5533,22757,13199
5534,22757,2736
15772,39296,13683
9661,28769,5577
9660,28769,3277
9659,28769,8243
5539,5480,6866
9658,28769,19588
9657,28769,3881
9656,28764,12825
9818,29058,10752
9654,28759,6681
9653,28755,13841
5556,18104,1078
5557,18104,14981
5558,18104,3333
5559,18104,14913
5560,18104,15510
5561,18104,3876
5562,9879,6129
5563,9879,13064
5564,17149,229
5565,17149,16908
5566,11568,229
5567,13831,986
5568,13831,1504
5569,986,1504
5570,3054,1073
5571,3054,6863
5572,13739,12753
5573,16279,1868
5574,16279,5007
5575,19161,575
5576,19161,19180
5577,19161,186
5578,19161,9826
5579,4993,9330
5580,4993,8290
5581,4993,7917
5590,7917,9330
14608,38651,13231
5584,4993,17292
5585,8290,9330
5586,8290,7917
5587,8290,13349
14605,38650,23556
5589,8290,17292
14592,17312,23211
5592,7917,17292
14593,17312,997
5594,9330,17292
5595,13665,4239
5596,3908,9754
5597,4766,4772
5598,4766,967
5599,4766,19408
5600,4766,8781
5601,4766,9754
5602,4766,3908
5603,2820,2286
5608,22191,500
5609,22191,3366
5610,2005,3829
5611,2197,17889
5612,2197,18540
5613,3402,1667
5614,3402,13619
5615,3402,3779
5618,13681,1261
5619,21722,225
5620,21722,8672
5621,21722,8784
5622,21722,12445
5623,21722,5630
5624,21722,1261
5625,21722,13681
5627,4484,383
5628,4484,1858
5629,4484,21034
5630,4484,3568
5631,21607,19439
5632,21607,19357
5633,21607,17568
5634,6958,6488
5635,6958,1220
5636,12749,1220
5637,12749,6236
5638,12749,6488
5639,12749,6958
7545,24392,1140
5641,14703,1064
5642,14703,7849
5643,14703,15374
5644,14703,9244
5651,14616,7485
5652,22605,18134
5653,22605,1542
5654,1304,11218
5655,20209,18244
5656,1603,11059
5657,1603,7559
5658,3134,1286
14657,38669,8171
14658,38669,8025
5661,14694,1603
5662,14694,7559
5663,14694,3633
5664,15547,20734
5671,18199,8193
5672,18199,1238
5673,18199,2458
5674,18199,15197
5675,18199,20734
5676,18199,4589
5695,3062,13973
5678,18199,3062
5679,18199,13973
5680,18199,12667
5681,18199,12611
5682,18199,3803
5683,18199,10766
5684,4589,16969
